1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,113,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
3.18908753436689,1.68141798972382,1042.57692307692,0.456106011400262,,1.22817508041078,12.5416886334669,1083.83529411765,0.880076623890286,,2.68333053409896,11.590502371152,2873.2,0.50643509284111,,3.62996932706945,18.5733879693668,1109.76470588235,0.330349616347829,,1.79375249071019,8.29435529963851,954.178571428571,0.780180824803041,,1.44889580390391,7.99671511608265,2445.37647058824,0.709604067615865,,1.31647846994857,2.7115343245129,1196.23880597015,0.701614993020584,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
30.2458233890215,638.489856801909,1676,0.669803351543317,0,121.25303030303,561.397727272727,1320,0.634184841262463,0,430.759892086331,62.6384892086331,3336,0.136215683675617,0,456.218859138533,288.162980209546,859,0.322727697957277,0,508.949671772429,188.036105032823,914,0.26745973323216,0,598.306488549618,120.322900763359,2620,0.312003906287819,0,,,,,
32.2302025782689,640.202578268877,1629,0.759663007449987,2.62129273262809,122.189291101056,562.550527903469,1326,0.673946163355214,1.48510389406198,432.516600670119,64.1989034419738,3283,0.146295649255863,2.34966330097873,457.670163170163,289.870629370629,858,0.307469619355992,2.24105980499725,510.699570815451,190.103004291845,932,0.275817124699921,2.70817636200402,600.524904214559,121.240229885057,2610,0.335644426675975,2.40059592184366,,,,,
33.4780853517878,646.088811995386,1734,0.709687827076893,6.01705566698085,124.402316602317,565.964478764479,1295,0.753701944063459,4.06848157801153,434.543706818865,67.1273655752478,3329,0.147115369898854,3.56160775553716,459.199095022624,296.238687782805,884,0.208587638917147,6.54903050461337,513.174917491749,192.522552255226,909,0.263803360598709,3.46143807036303,602.456556082148,125.086887835703,2532,0.331762452518129,4.30442287964659,,,,,
28.9944581280788,649.219827586207,1624,0.837669256991478,5.46865355559709,125.526923076923,566.970769230769,1300,0.752079398004674,1.50909251713535,436.06017699115,66.6327433628319,3390,0.13883815377404,1.59509652261179,460.704161979753,296.841394825647,889,0.231933960573709,1.62125948722883,514.963008631319,190.590628853268,811,0.441222685708686,2.63241295287083,603.737933785401,125.565616274432,2507,0.344906630668809,1.36788513276511,,,,,
20.1600504095778,661.492753623188,1587,0.868132754584057,15.1218872250103,125.996038034865,568.356576862124,1262,0.784971259106227,1.46305558161172,437.816876122083,65.8123877917415,3342,0.142903487626694,1.93880764895251,460.639325842697,300.462921348315,890,0.155811708312799,3.62210685638272,515.553811659193,194.958520179372,892,0.275987425917302,4.40766637285587,605.195516811955,127.89497716895,2409,0.354112723305475,2.74781193974582,,,,,
16.9993164730007,661.246069719754,1463,0.64055845927242,3.17034571711731,127.026194144838,569.580893682589,1298,0.819526448850784,1.60005415151739,438.721692491061,67.6328963051251,3356,0.139649602893341,2.03296431569107,461.275691699605,302.817193675889,1012,0.144184810221282,2.43876191872486,516.119286510591,196.451505016722,897,0.235018335483094,1.59648536858983,607.233555370525,127.960033305579,2402,0.386646066658493,2.03907662120104,,,,,
16.1494920174165,663.880261248186,1378,0.60441333771796,2.76788124994031,126.09534706331,570.717009916095,1311,0.89409336368664,1.4687533439025,439.744125326371,66.8671308384102,3447,0.168412594132248,1.27740582930139,461.02243902439,308.814634146341,1025,0.112862976987188,6.00278511310546,517.080434782609,198.664130434783,920,0.259366978768295,2.41236755935923,607.334503950834,131.349868305531,2278,0.369054275562832,3.39133778069501,,,,,
15.1075949367089,663.157436708861,1264,0.600045835136997,1.2680791936774,127.047815333883,570.289365210223,1213,0.812612477564515,1.04406695231086,439.096438356164,66.3794520547945,3650,0.150030219623605,0.810758291578942,461.896709323583,308.904936014625,1094,0.116829033166284,0.878921488795503,518.347290640394,193.299261083744,812,0.373372903982518,5.51241752030092,607.421768707483,127.332057823129,2352,0.295508973149546,4.01875804325812,,,,,
