1,,,,,2,,,,,3,,,,,4,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
5.42167525185098,6.27678628658426,4387.04819277108,0.459131078919383,,1.90866087455114,2.24875567668511,1269.67058823529,0.549532281858043,,2.7820207837428,2.13446844681689,905.470588235294,0.360207771295494,,2.48201424306246,2.3958408074583,887.08,0.755053518152392,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
75.8994132439229,815.785582564962,5965,0.783436940330827,0,598.557166759621,708.732849972114,1793,0.193741008848542,0,823.116591928251,102.886995515695,1115,0.817114724016583,0,938.43947655398,80.2944383860414,917,0.745465704833822,0
78.7858802502234,818.867917783735,5595,0.761453902531272,4.22285237479968,601.683794466403,714.497364953887,1518,0.173856911096068,6.55785283396211,824.327290076336,106.435114503817,1048,0.633585509360453,3.74899164571568,944.074656188605,84.475442043222,1018,0.739142269000787,7.01683982258725
80.2583192329385,817.929874036473,5319,0.875910703687096,1.74585298052191,602.781966001478,715.330376940133,1353,0.168374518100899,1.37836486086926,824.007611798287,108.776403425309,1051,0.691288069750024,2.3630124873473,946.246878001921,84.7704130643612,1041,0.81675061990919,2.19215772916967
83.0328806290207,821.672087205147,5596,0.699371783197751,4.65857814578903,604.332568807339,715.731651376147,1308,0.161090857003841,1.6016835625501,824.5963401507,108.404736275565,929,0.682826691880592,0.696230955310825,945.51256281407,86.8100502512563,995,0.78429031562766,2.16779580433068
85.2013335802926,818.235228746064,5399,0.82346880034429,4.06376479014801,606.64592462752,714.652936021034,1141,0.271893995682135,2.55249720237217,828.343992248062,106.617248062016,1032,0.624112517055678,4.15210914553593,947.263157894737,86.16,950,0.786771483418924,1.86739081758801
85.0618154817152,817.451457211806,5387,0.875061220032611,0.79609240527944,607.86703601108,715.201292705448,1083,0.300269611790336,1.3385843508731,828.00449943757,109.008998875141,889,0.678549036176564,2.41572500927985,946.634259259259,85.6956018518518,864,0.60165602374637,0.781779466159778
86.1097883597884,817.146825396825,5292,0.791988280948277,1.09135131643084,608.408970976253,717.239226033421,1137,0.328684217542284,2.1087592929829,830.187294633078,110.02300109529,913,0.657099503209112,2.40682267065912,948.282267792521,87.9179734620024,829,0.625905119487576,2.76674315745194
85.9692839316567,817.235745824534,5209,0.833497749939612,0.166277890257676,608.345594525235,718.303678357571,1169,0.326628553450064,1.06633734105608,829.303206997085,109.719144800777,1029,0.525448655667644,0.934847364991239,948.273736128237,87.7805178791615,811,0.637300371398403,0.137720102198589
85.5296767874633,817.494417238002,5105,0.813656165196984,0.510064056145115,607.986699916874,719.700748129676,1203,0.34280076324923,1.44243172734127,829.501170960187,110.160421545667,854,0.630626483280491,0.483647491741727,948.375930521092,89.9491315136476,806,0.709226623762152,2.17102021860925
87.9734566659964,815.99617936859,4973,0.748110136640203,2.86649207360883,609.071197411003,718.491100323625,1236,0.397523467365869,1.62461768716712,828.95165394402,109.057251908397,786,0.668811229558694,1.23245778818286,947.696517412935,88.6952736318408,804,0.700189565397687,1.42610019258958
87.4622913068509,813.330838610631,5211,0.79878312085959,2.71391440182404,609.457142857143,717.694930875576,1085,0.364320895771812,0.884782276835304,829.150872817955,108.108478802993,802,0.764184531255012,0.969463029346973,948.452591656132,87.0227560050569,791,0.741654865952734,1.83547363727391
88.1226720647773,811.43016194332,4940,0.7243560865428,2.01213183939367,607.979335130279,717.921832884097,1113,0.393512428832541,1.49512547936653,828.720430107527,107.336917562724,837,0.718124282264408,0.88350872912806,946.412162162162,86.6599099099099,888,0.785565150379556,2.07244054405026
90.8422725466826,813.176201827573,5034,0.625148439802662,3.23185427557932,610.8271711092,718.218400687876,1163,0.43335446637113,2.86323632015939,826.781433607521,105.258519388954,851,0.575856096899684,2.84243670039754,947.045103092784,88.5090206185567,776,0.84327010642807,1.95443716565358
91.1357269678438,812.842769777076,5069,0.632807110054439,0.444176124523975,608.487371375117,720.110383536015,1069,0.400500975606157,3.00903005855178,828.485257985258,107.589680589681,814,0.700231336128625,2.88744351528208,946.139644970414,88.1005917159763,845,0.954448482781035,0.993311924738403
