1,,,,,3,,,,,4,,,,,5,,,,,38,,,,,67,,,,,129,,,,,250,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
9.45747039806587,20.7710503265786,4197.78181818182,0.519336677797524,,2.30686815748025,10.9788229153131,1128.97647058824,0.417006519444728,,6.34062827907959,7.20084009270036,4394.48387096774,0.512867737601497,,8.44304992080419,23.7220572113931,1319.57142857143,0.214849907623068,,11.4247997309586,17.5454499863908,2649.92424242424,0.719769157937545,,6.23695801073195,3.65307577061946,3284.32786885246,0.362336660724654,,8.01803174606102,12.2857667178369,4078.57142857143,0.384478493445943,,12.9779829039202,4.28688608854994,1055.90697674419,0.172540295629719,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
19.817157712305,123.86698440208,2308,0.585325714770429,0,290.5,678.061855670103,970,0.441574972477181,0,432.042165011149,391.447800527063,4933,0.502003546098778,0,822.977421271539,47.0974450386215,1683,0.145509476384969,0,,,,,,,,,,,,,,,,,,,,
15.6878587196468,117.753642384106,2265,0.19914783215074,7.37726648559558,290.29849137931,680.992456896552,928,0.442660286701992,2.93752093995506,433.747992950852,393.550812610143,5107,0.490603911436304,2.70786055428471,822.14538419016,50.547263681592,1809,0.147703601659962,3.54873701113173,,,,,,,,,,,,,,,,,,,,
17.844020797227,118.44020797227,2308,0.300973699312937,2.26283167991935,291.837982832618,682.567596566524,932,0.427809589728046,2.20252103615984,435.266491754123,393.37200149925,5336,0.417449864652004,1.52899052610359,824.849145550972,51.9092516205068,1697,0.170338845070214,3.02743069977979,,,,,,,,,,,,,,,,,,,,
21.8093730208993,105.865421152628,3158,0.295378131842698,13.1851917626263,293.209806157355,684.524515393387,877,0.481828934901525,2.38985993924783,437.61039223615,398.073190456935,4946,0.443499849426135,5.25309880789463,825.418743228602,53.626218851571,1846,0.187274810206608,1.80898258336276,,,,,,,,,,,,,,,,,,,,
25.3417852522639,105.489003880983,3865,0.206808914953884,3.55241131271239,293.928097345133,685.346238938053,904,0.283987465887843,1.09140817950903,438.728289079657,398.046915552006,5009,0.422272952444511,1.11820558188117,825.587392550143,56.3117478510029,1745,0.19116310341908,2.69081931768856,,,,,,,,,,,,,,,,,,,,
21.5433025404157,112.636836027714,3464,0.2614994369143,8.09444101282126,292.515789473684,686.749473684211,950,0.501618569159655,1.99089961489247,438.903727901614,396.362413528055,5204,0.433337480825886,1.69361325247088,824.347775852109,54.2414789139226,1731,0.213828223653219,2.41301948394243,,,,,,,,,,,,,,,,,,,,
25.9106490587244,109.656926102838,3559,0.219155623835745,5.28711440876361,294.471330275229,688.426605504587,872,0.456080355119657,2.57622028744201,442.799326725266,397.095380587245,5347,0.474427502586932,3.96395394835748,825.789659224442,55.62044653349,1702,0.253376428770995,1.99513893130942,,,,,,,,,,,,,,,,,,,,
25.4000562271577,111.371099240933,3557,0.325327717326888,1.7886012934736,294.78563656148,692.535364526659,919,0.313447137368228,4.12076317483022,441.171490988531,401.493719279082,5493,0.546359194049521,4.68990750803325,826.997476022211,58.6370519939425,1981,0.344063363573237,3.24941993608165,156.437106918239,9.54088050314465,636,0.312512441117057,0,,,,,,,,,,,,,,,
