1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,7,,,,,159,,,,,204,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
10.2553504753008,2.35194711774686,2843.3125,0.472380586901826,,13.2758710713061,30.6758327425709,2544.82352941176,0.441078960834863,,2.89820740448186,9.32308542432526,2110.75949367089,0.374690985210532,,4.78826335201193,52.9278288720898,1168.64705882353,0.328386547916689,,7.02111991770537,11.5095230642383,3989.27160493827,0.370170879231957,,7.3514551804884,3.67131893820035,3732.77647058824,0.410812705548955,,12.813178806578,4.2446186996861,1432.18644067797,0.511577901825405,,16.1582062980598,147.845578596712,2083.60784313725,0.645238242247069,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
52.8123100303951,489.988601823708,2632,0.129691529692647,0,52.9568690095847,574.214376996805,3130,0.172628902934591,0,30.1805359661495,859.4682651622,709,0.0715415271284612,0,354.643771043771,11.6006734006734,1485,0.161308428816651,0,890.355116696589,233.773967684022,5570,0.329864037245081,0,1005.91119842829,355.561100196464,2545,0.161863314992387,0,,,,,,,,,,
57.2582781456954,493.864238410596,2416,0.136501683465931,5.89806675410594,52.6313423249839,577.401734104046,3114,0.148962767820833,3.2039371016716,27.5724637681159,863.648550724638,552,0.0757623353753908,4.92715211594667,353.556729699666,14.2469410456062,1798,0.176644768753878,2.8608375228963,913.482779640354,216.734532154831,3281,0.589578041189557,28.7268368671845,1002.38150074294,325.861069836553,5384,0.125637985986709,29.9090382514982,,,,,,,,,,
62.2812083518436,496.012438916037,2251,0.123312762477372,5.46302052599243,53.7083476468568,580.368601855033,2911,0.135373321929933,3.15630238018875,24.4677419354839,869.28064516129,620,0.119062919721188,6.43115739205597,358.398487492728,16.3030831878999,1719,0.192603531584537,5.26026035819459,895.232723577236,239.30081300813,4920,0.287476014656054,29.0224323215151,1001.41693811075,322.933895382257,5219,0.150786240968522,3.08200119359219,,,,,,,,,,
67.7836338418863,497.782709200185,2163,0.140047730608695,5.78018539083368,57.3864864864865,582.6861003861,2590,0.14279836205644,4.34735606605835,,,,,,355.329436769394,18.7656748140276,1882,0.180646436189645,3.93489896432828,895.654320987654,239.74797786292,4698,0.276856840869375,0.614573660215919,1001.19431592862,324.658955717118,4539,0.122126211625756,1.73936591747908,,,,,,,,,,
69.618241654913,497.998589562764,2127,0.144291965964402,1.84726558961246,59.7615413964136,582.318199160626,2621,0.167657532530834,2.40338035626378,22.3292682926829,871.726480836237,574,0.11785983623736,3.24887390795585,360.649497487437,17.9472361809045,1592,0.214659137396068,5.38264691762818,894.665749947112,239.547493124603,4727,0.308397377346097,1.00869560943639,1002.31530798943,324.270583451921,4919,0.12544496551356,1.18636259919716,,,,,,,,,,
74.3490343853038,496.656617993406,2123,0.219399662733675,4.91744725959372,61.3556518314297,582.441512406459,2539,0.167159892657203,1.5988728015778,,,,,,359.003164556962,17.9183544303797,1580,0.222720258672778,1.64658624841834,894.972956105679,242.403578115249,4807,0.339104806953601,2.8725593288304,1001.39350912779,320.32677484787,4930,0.149001691500413,4.05010363406997,,,,,,,,,,
77.4044734389562,495.553122087605,2146,0.156242026252776,3.24860139517042,61.444776119403,579.822174840085,2345,0.165275826253931,2.62085337730374,,,,,,362.178239475123,15.1580098414434,1829,0.228592123827798,4.20720845521173,890.475567790778,248.846065611379,4359,0.470710443518171,7.85698076825991,999.851790372303,312.85439886175,4217,0.180955123714591,7.62976405919367,,,,,,,,,,
77.5337866553336,497.923501912452,2353,0.212217815850291,2.37390446774365,64.5865539452496,582.502415458937,2484,0.260401815113485,4.12970430926056,,,,,,362.40601965602,19.5847665847666,1628,0.258511181697094,4.4326131204253,893.670550847458,246.993855932203,4720,0.368969223344726,3.69304717382579,999.314266784452,321.288648409894,4528,0.182191672435768,8.45136066251239,,,,,,,,,,
86.4272691240587,500.135552913199,2523,0.365549636147546,9.16445306886465,70.8978253365551,582.924059371764,2897,0.258870717933579,6.32534032000924,16.6338289962825,875.122676579926,538,0.270969111345824,6.63115180857976,363.01268230818,18.9232720355105,1577,0.23834970983786,0.897560366895662,876.794182045668,275.006881451361,3197,0.694985204346535,32.7038441573919,997.176079064139,317.41508672852,4958,0.247631657479795,4.4245143040465,,,,,,,,,,
102.306221889055,513.366941529235,2668,0.446637308447867,20.6690780060841,74.2325408618128,585.484026745914,2692,0.188127215662065,4.20401719681394,,,,,,359.133610451306,18.9845605700713,1684,0.181809971478972,3.87955599975797,890.028888888889,246.665777777778,4500,0.469905312346973,31.2789965098431,992.862993762994,313.585862785863,4810,0.206851144640415,5.76763910261118,,,,,,,,,,
106.245232815965,518.059423503326,2255,0.533787340654796,6.12659727413781,74.7289293849658,584.873955960516,2634,0.403683879529169,0.786503610362731,22.1131447587354,875.850249584027,601,0.146786616890128,5.52741021645414,362.261303191489,20.0472074468085,1504,0.263904786037534,3.30328325482885,885.915334665335,251.499250749251,4004,0.349475810033735,6.34695118273972,991.202389156903,321.618194348725,4353,0.225902207132264,8.20219226752953,,,,,,,,,,
110.468700683851,522.091530773277,1901,0.743892862640637,5.83914119262931,93.0637052341598,586.75,2904,0.216987102262128,18.4305058714694,,,,,,359.545454545455,18.6398071625344,1452,0.222400921185727,3.05885753645768,884.685546875,245.556884765625,4096,0.329083534361311,6.06828571283593,989.871755332819,321.636854279106,3891,0.223794164756246,1.33076465492519,,,,,,,,,,
