1,,,,,2,,,,,3,,,,,4,,,,,6,,,,,7,,,,,8,,,,,10,,,,,11,,,,,12,,,,,13,,,,,14,,,,,15,,,,,16,,,,,17,,,,,18,,,,,19,,,,,20,,,,,21,,,,,22,,,,,23,,,,,24,,,,,40,,,,,87,,,,,274,,,,,358,,,,,367,,,,,376,,,,,747,,,,,818,,,,,863,,,,,918,,,,,1009,,,,,1089,,,,,1151,,,,,1234,,,,,1288,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
251.098756906077,462.725656077348,5792,0.773419647878914,6.19380144731422,354.683837890625,778.45751953125,4096,0.647279108538313,3.68548342470758,351.301336146273,718.898734177215,2844,0.454595896102051,4.05225991410193,385.302369077307,503.920199501247,1604,0.768240661567214,23.3289594626061,526.788668419794,317.052593832178,4183,0.892116358397122,5.893545254555,,,,,,557.55390070922,448.747163120567,2820,0.770015889945631,4.2121675628375,646.681234824835,171.766562608394,2883,0.454146828168196,7.33404164124531,698.63136,803.03264,3125,0.673844224986022,9.45375602628036,750.111521666107,1006.14712798119,2977,0.213599952449056,20.2658724893867,690.891891891892,353.270518224647,4033,0.403004350240387,1.65737118390819,636.163254310345,665.239224137931,1856,0.0997999592971157,15.6057895221014,761.632482299936,788.317528427376,4661,0.802812716556278,7.57649091001432,860.863294117647,517.861647058824,4250,0.846513759214109,3.70351165394383,852.33965785381,587.181648522551,3215,0.844434480935458,0.680266496779789,866.862308073304,252.283803863299,2019,0.663485476996549,7.38058339728818,,,,,,873.823657080846,649.82908301682,1843,NaN,10.2056343436542,941.011737089202,616.297339593114,2556,0.183854349837476,12.3245363701165,947.431595720464,701.680855907125,4393,0.595535083785679,2.26583210146734,993.338390223346,451.896965865992,4746,0.987075372298854,5.74557105654349,,,,,,800.364722094626,534.32521819017,2177,0.756430223245273,2.14363542092195,756.067058823529,595.789411764706,850,0.0190022155485207,12.0696954066413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.066344160332,462.814789219074,5788,0.948344772701042,0.97168400807538,350.736768149883,774.185480093677,4270,0.528419279155673,5.81632878149634,348.144013490725,717.074198988196,2965,0.604579168932153,3.6465895035232,375.283269961977,515.057034220532,1578,0.307828270419493,14.9803683081384,511.26307081403,302.621442753144,3022,0.259365257584466,21.1967521682453,604,412,1,NaN,57.5229422829612,558.337652721214,444.876712328767,2701,0.674662033972036,3.94900703317339,650.194986979167,165.837890625,3072,0.447399911341572,6.8917055718269,693.064432150993,805.188415229418,3073,0.664717719802748,5.96976151247476,744.719476025704,1007.94167078596,4046,0.0831635013602491,5.68282852691715,689.149216612783,357.467296692365,4021,0.290379294099352,4.54421243292199,622.659484579637,659.324038867765,2367,0.130023531910345,14.7424968618066,761.160710798672,787.666471392306,5121,0.81960954799499,0.804017171656499,862.330909090909,529.28976076555,5225,0.743652193794433,11.5219649627838,834.704351939451,604.724692526017,2114,0.73793911256996,24.874935328571,867.270142180095,252.418114797262,1899,0.628528699943192,0.429381049470234,962.116113744076,576.957819905213,2110,0.442378228586431,22.9279160402575,882.265832106038,662.851988217968,1358,NaN,15.5198704580302,937.741598207618,637.296489917849,1339,0.436484765408231,21.2522498259753,947.627730294397,703.201329534663,4212,0.823147717776887,1.53307169536517,990.135458976442,448.782696994314,4924,0.795153814722282,4.46737497614678,1016.89694656489,172.479007633588,524,0.279815900237971,3.04260635243935,797.547698149027,534.966777408638,2107,0.637810098771019,2.88915595648232,744.735795454545,595.046401515152,1056,0.0237170589224808,11.3555974641681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.621142369992,466.852855924979,5865,0.63130413920196,6.86744245490098,351.511579912864,779.316899793625,4361,0.633075427340207,5.18958586065149,350.458885017422,720.019512195122,2870,0.482337965859352,3.74613134740428,404.089093701997,494.322580645161,1953,0.222223781792778,35.4921547163637,501.135041750648,294.339763892888,3473,0.427665715675143,13.0829345887353,,,,,,558.833685694151,445.946793516561,2838,0.635258005872882,1.17945854471894,654.868562874252,162.337125748503,3340,0.599735547289756,5.83932071114732,702.657086871326,801.109079033312,3062,0.883111907869905,10.4240111465979,750.139396608677,1002.61616384056,4541,0.173373331826547,7.59845795877062,691.787710970464,362.224156118143,3792,0.261685633567488,5.4396106544616,616.40797824116,659.873980054397,2206,0.250265302969404,6.27564871616974,765.230185497471,782.345067453626,4744,0.932035794088738,6.69910174596306,869.713025210084,523.168907563025,4760,0.41367807934976,9.58960282409254,847.75729589952,626.401182120429,2707,0.709832933131621,25.3031529094957,868.915656565657,253.638888888889,1980,0.685771544001981,2.04890384739717,958.07276843467,591.353492884864,3092,0.255766791484997,14.9527269027474,,,,,,,,,,,944.27125761075,702.126810833508,4763,0.928709800247902,3.52427287751703,989.117807153966,449.839813374806,5144,0.78349881962087,1.46734804109097,,,,,,810.600914205345,540.897679324895,2844,0.911314609849053,14.3374351595103,744.411397345824,596.855581576893,1281,0.0265740149406304,1.83803335898607,784.45,722.8,20,0.640486725663717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.041253470845,463.949424831416,5042,0.734559935301865,2.93366757696344,350.61719290159,779.19151878313,4339,0.699051439633029,0.903132616910827,353.540495314592,720.485274431058,2988,0.565051780251309,3.11660977410524,409.052631578947,489.779425837321,2090,0.173548195278922,6.72881593327738,508.792446170138,294.841510765972,2833,0.405594075409304,7.67382514579737,643.774388489209,359.967769784173,3475,NaN,65.4931672842545,561.038220757825,443.357825370675,3035,0.690619433755848,3.40040158031076,658.183615819209,158.832768361582,3540,0.856153672274404,4.82390886347782,720.479199249296,792.26962777604,3197,0.878648165592238,19.893807783898,768.602158104621,995.985690828055,4263,0.439636209657551,19.6172560371153,722.311420345489,367.742802303263,2084,0.564241407573278,31.0185797503293,639.068062827225,662.969168121001,1719,0.34425853780535,22.8704967723758,778.700393184797,777.731061598952,3815,0.945026912688872,14.2385232790017,864.237954186414,525.312006319115,5064,0.547331895989785,5.87956418389895,,,,,,862.67121285923,253.289332683877,2053,0.437403164180774,6.25421991484051,951.303370786517,610.463738508682,1958,0.62837380567124,20.2737818948879,,,,,,976.062401263823,565.446287519747,1266,0.642594528517742,81.4305564976729,930.704304998176,698.939620576432,5482,0.513586275744946,13.9362973894296,983.932553956835,445.580395683453,5560,0.559866229957335,6.71040161151072,,,,,,815.106507490637,568.421348314607,4272,0.308005249546697,27.8900112138327,722.827613104524,594.070202808112,1282,0.0382713343281444,21.7627681387396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.791294642857,464.403459821429,5376,0.464668991291436,1.80798005406414,349.068151742391,780.18945743273,4534,0.57562838566377,1.84266384923043,351.902366863905,721.112795857988,2704,0.469058829266041,1.75420864272331,404.794498381877,460.885113268608,1854,0.52735021761264,29.2063862390134,535.996512365251,311.149651236525,3154,0.690603788382504,31.7177657339756,617.275154983309,362.245588936576,6291,NaN,26.5969516390737,560.321177651388,442.953161592506,2989,0.629002363780512,0.823349008532339,657.340321654222,160.171165996554,3482,0.790680272137904,1.58191443447482,737.993661628474,787.523890784983,4102,0.512989438518863,18.1460302000167,768.342868903066,992.736571310969,4859,0.400306564963912,3.25944911393813,727.072506082725,373.38102189781,2055,0.456377499397349,7.37952963227642,619.817311527722,661.442760271241,2507,0.446792007644033,19.3111715470377,789.341424465027,775.909613541999,3131,0.732935251731557,10.7957963916986,868.658969072165,525.24206185567,4850,0.398059319156589,4.42156814354347,,,,,,866.027149321267,254.456510809452,1989,0.500593247517248,3.55311332693547,882.066274719401,675.597006948156,1871,0.89573936922363,95.0584984597144,,,,,,963.556562408652,579.363344051447,3421,0.327305731045115,18.7104374074478,950.476470588235,708.217647058824,3910,0.553650715552606,21.8407945718257,982.96013667426,446.059035687168,5268,0.47172733172804,1.08383191713759,,,,,,814.061797752809,564.724269662921,4450,0.35894159069817,3.84184968381896,719.596660244059,595.845215157354,1557,0.102800609067782,3.68642445012884,771.1,716.1,10,0.100204498977505,14.936950826725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.845371142619,462.885571309425,5995,0.340889902043854,2.55405869191508,349.462397447584,776.793299908842,4388,0.579183063116521,3.41896411258231,347.555799487742,717.536772777168,2733,0.459375815535344,5.62855123722642,392.11131276467,461.67090139141,1653,0.329261731818878,12.7075040969679,537.489544052108,315.061021597532,2917,0.695698679744624,4.18664086337994,620.62166454892,359.66915501906,6296,NaN,4.22340360420968,560.233739837398,441.769647696477,2952,0.548391963147519,1.18673944630187,655.519487453284,153.952482648158,3746,0.578552150085908,6.47977312680929,743.251087902524,790.414055700609,4596,0.711347448285981,5.99946533172661,763.379152576089,996.213248458325,5027,0.276879493173278,6.06017852555903,730.681273062731,375.466789667897,2168,0.369512138031882,4.16816821957914,662.277068902661,675.469376594969,5486,0.278533484252242,44.7166295893571,794.510107816712,769.439016172507,2968,0.912590187860812,8.28154079311724,875.140631086872,524.876899104012,5134,0.64797473189843,6.49194010355091,,,,,,858.820037986705,254.41452991453,2106,0.283353618467158,7.20723360134216,873.056468172485,667.778234086242,1948,0.851549070061365,11.9293680921943,947,640.5,2,NaN,68.4844790461298,958.242861529014,571.774332207553,3257,0.473893232179829,9.26436818164235,944.823188405797,705.165942028985,4140,0.96454545252485,6.42436790847264,984.371713682595,443.485319516408,5211,0.566269009416635,2.93539853820434,,,,,,821.350970873786,566.002912621359,4120,0.333951479586397,7.40047110681092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.667764361508,463.882546652031,5466,0.402881135877759,1.54295740857748,346.058685446009,773.253521126761,4686,0.497880216262305,4.91073204479138,348.80534351145,716.459923664122,2620,0.491895509495048,1.64953456449136,396.068203650336,472.994236311239,2082,0.394319031754233,11.9947863335575,532.282142857143,311.309090909091,3080,0.868540591831968,6.41825607904454,624.532486930545,353.248693054518,6695,NaN,7.51776985140827,561.167769092002,438.881840048106,3326,0.52081976176507,3.03510191961438,656.473751930005,147.780494081318,3886,0.503355644249086,6.24532333516386,735.668426610348,792.255332629356,4735,0.780867436588364,7.80301563500881,785.89536981359,987.539085989176,3326,0.695669800123826,24.1292588619609,727.372071658245,372.950849793294,2177,0.285226859238193,4.15701423957938,639.724837662338,668.521645021645,3696,0.439526416017181,23.5981801826326,793.893037037037,767.421333333333,3375,0.942529570746664,2.10993373986555,884.807586206897,513.405517241379,4350,0.555265104426044,15.0014207037506,,,,,,850.502136752137,254.853846153846,2340,0.271600119276416,8.32949456486725,843.345967741936,632.829032258065,2480,0.801649991221482,45.8711297469373,,,,,,969.448869752422,553.304628632939,3716,0.391662259838548,21.6033462786949,932.26765578635,698.036993076162,5055,0.880704012257771,14.4382586391142,1004.20621162875,451.923076923077,2769,0.299668600918279,21.5546528348225,1014.73406193078,174.979963570127,549,0.61016380206057,3.30648613137102,838.938977879481,543.941266209001,3933,0.567892441242283,28.2144330592748,,,,,,,,,,,445.453572661374,605.304798066966,2897,0.422773772022562,0,731.056575829384,990.382701421801,3376,0.778570194415357,0,966.447932618683,427.199081163859,2612,0.654676735635169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.16645717364,467.033219608547,5569,0.384868899993593,4.02284448208027,349.152154597956,777.138827187916,4502,0.61494223407505,4.96640257962469,347.446228528753,718.929051530993,2678,0.463024258611331,2.81847227397271,388.69390459364,486.691254416961,2264,0.958435424907517,15.5559825008282,528.817630408411,304.369995956328,2473,0.783137475234583,7.75589358300342,614.659511857365,356.965033754544,5777,NaN,10.5492570825767,559.418817934783,441.188858695652,2944,0.527380274712806,2.89502421241466,654.924116424116,146.753378378378,3848,0.339018215461266,1.85912260712826,739.412797739201,792.015341138474,4954,0.768872499743668,3.75205424618004,762.612119519687,977.870148003351,3581,0.427679449953287,25.2110711002578,700.291363415818,358.66569626395,4122,0.475953296817161,30.617484714921,638.226893560227,659.731398064731,2997,0.685495865440864,8.91696574494808,799.623570520966,769.342757306226,3148,0.793600937830784,6.04407843215446,866.46705963939,502.385922330097,2884,0.60061993710993,21.3964106051034,884.921830985915,552.497887323944,2840,0.757853688269055,82.7218208815792,858.881042654028,254.330805687204,2110,0.534897815880227,8.39521503253496,845.310046813108,630.20561757292,2777,0.680095705022152,3.27718037465839,,,,,,956.027944111776,558.555460507556,3507,0.674429952970094,14.411539835397,933.485513608428,694.882791922739,4556,0.598906813825373,3.38114811728972,,,,,,1010.39048562934,176.234886025768,1009,0.762911338359116,4.52122610097803,826.95676869675,546.938150836226,3169,0.726289835411425,12.3513017276574,,,,,,,,,,,444.605931071333,601.724285332621,3743,0.548416280608086,3.67947927103462,717.00335695636,997.422230511003,2681,0.854615789168106,15.717758443584,983.741778099024,438.263100831225,5534,0.566153188030951,20.5302124367426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.332105586249,466.85635359116,4887,0.437989848772189,0.242324131498283,348.921322976698,786.054873465297,3991,0.824091614491198,8.91903382983623,348.977265128719,727.928452022735,2991,0.521819853299813,9.12870649551158,364.465897693079,497.310932798395,1994,0.393930657690024,26.4532396371162,523.227951153324,304.210312075984,2211,0.543416114048515,5.59195968479632,616.848733744011,354.649726214921,5844,NaN,3.18643083590421,561.154375614553,441.451327433628,3051,0.485380113838345,1.75529208345029,655.005094243505,147.214212939379,3926,0.239313995656108,0.467895180403775,765.497974537037,798.520833333333,3456,0.508666216182757,26.8841566219169,,,,,,709.62347266881,368.357877813505,3110,0.288970979637091,13.4546143125447,619.886387995713,667.079581993569,3732,0.712563239248037,19.7577820469304,810.83915077366,761.570708888089,2779,0.874561144917023,13.6452913863531,876.444227483525,521.094703441543,4097,0.564040373747541,21.2028858617411,856.5,591,6,0,47.856171567643,858.335312928278,256.487894015532,2189,0.550324453113591,2.22505078364037,841.56528189911,627.459198813056,2696,0.80709834628831,4.64392939929572,,,,,,953.400348128808,557.013635044967,3447,0.808051018485146,3.046553201046,933.093157262905,693.092917166867,4165,0.56359184974902,1.83237418219693,,,,,,1007.87204874334,179.072353389185,1313,0.765078782898595,3.79390898510002,837.136829558999,554.124433849821,4195,0.857687520019589,12.4609912410924,,,,,,711.923107729275,788.837404885863,2497,0.517581583581961,93.7690495224888,439.376136098811,595.217664879981,4291,0.953951847051697,8.34786590508733,735.932823593665,985.062625159294,5493,0.827641695655574,22.6071792053511,984.533773489081,435.071948535636,5907,0.686250974198332,3.28796436591345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.614396372568,466.083506518043,5293,0.403190263953584,1.05470332977088,348.568120226657,782.424735156442,4059,0.715448956583284,3.64728067524963,348.760601001669,726.289482470785,2995,0.637803535383946,1.65322851904096,362.492682926829,493.007046070461,1845,0.207896956301583,4.73466128467891,532.755677368833,311.976898981989,2554,0.866306532525332,12.2921698249833,614.648158328752,353.509254168957,5457,NaN,2.47854970615217,560.191399935338,440.47138700291,3093,0.568195202359676,1.37390152722671,653.39268172888,140.010068762279,4072,0.219500498124742,7.38238223351753,,,,,,,,,,,701.179979777553,362.897371081901,3956,0.39505764562144,10.0553322158248,604.79992698065,662.927528294998,5478,0.253956536286921,15.6473913440813,792.014571948998,776.598588342441,4392,0.509459861633456,24.0873811117028,874.857667891747,502.636819244905,2993,0.963528857860288,18.5259455994762,875.643261608154,555.610796526991,2649,0.987683586235844,40.2350616683041,856.946251129178,254.971996386631,2214,0.521277942832304,2.05607351595899,840.754326328801,615.985166872682,3236,0.851438625457432,11.5026543852164,,,,,,947.236943907157,557.741537717602,4136,0.834641488331885,6.20623830514857,936.698568872987,692.488372093023,4472,0.339000379090484,3.65574446924631,,,,,,1009.32606800349,179.972101133391,1147,0.760534556713531,1.70988830398238,823.929582448691,544.738145789101,2826,0.727303751981903,16.202894179484,,,,,,725.857142857143,794.628521997034,4046,0.464986298888758,15.0895451336331,428.791429346352,577.707350149173,3687,0.303348328871064,20.4608684812628,734.513457556936,983.45266327875,5313,0.437022221793102,2.14629382961011,985.696667811749,431.639642734455,5822,0.671498900068631,3.62395451385747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.502117473762,467.81844964095,5431,0.381504446653632,1.73857245774823,349.823896353167,789.586852207294,4168,0.882794366361241,7.27137499583167,349.583541147132,727.313902743142,3208,0.489102619657009,1.31402716008133,375.137640449438,454.941011235955,1780,0.589388098068537,40.1113195840075,539.849528643945,320.039521392313,2758,0.804661617538179,10.7391157012514,613.429754979729,355.021152829191,5673,NaN,1.94173743841129,559.552570480929,442.198009950249,3015,0.59508230292104,1.84101327374306,652.491112239716,139.736922295582,3938,0.20398068319321,0.942038500307584,,,,,,809.208556149733,966.716577540107,561,0.752464598101849,47.9127335965753,699.762981574539,368.391122278057,3582,0.268967041781571,5.67355145500682,622.31044467425,670.358221302999,4835,0.865239708288794,19.0219196843285,805.879269023367,766.76752546435,3338,0.766404420504201,16.9964591099734,882.628125,518.058482142857,4480,0.582861083007034,17.2686910392558,870.248480243161,647.186170212766,1316,0.60712487678079,91.7341415813401,852.359464627151,259.264818355641,2092,0.435120814986541,6.2822711556245,839.172350472193,595.302465897167,3812,0.915983345380939,20.7431137309103,945.25,627.75,24,NaN,12.8695376762338,954.27275242047,553.271092669433,3615,0.593560975448124,8.33591508862168,935.994377284228,690.962608940118,3557,0.559315045730397,1.68042821698583,960.554207436399,434.731115459883,2555,0.757684362447891,46.9154666284019,1009.12123493976,182.490210843373,1328,0.647420412728743,2.52642694244306,828.04523107178,536.071451982956,3051,0.736956778631923,9.59427668551422,,,,,,741.567419158023,797.676021964613,4917,0.520020375529498,16.0031258666047,420.420790538438,561.935885465297,3213,0.316467860280172,17.8551587035035,735.266467624557,991.739876842695,5359,0.314448642290596,8.32135402541925,1003.67555286277,429.994244168434,3301,0.262786775529067,18.0540201650178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.788768581391,464.251605799229,5449,0.404026521941532,3.57834372981797,346.98118739311,782.426826288786,4093,0.734302545594522,7.7036981629145,349.498829822802,725.503176195252,2991,0.60684389275143,1.81270699223637,392.172320217096,456.952962460425,2211,0.416267760197991,17.1530831781435,539.370024229837,313.653859466944,2889,0.748610195516802,6.40363980157102,611.014798372179,356.890307066223,5406,NaN,3.05380958446345,559.442826704545,442.087713068182,2816,0.646136701739372,0.155592733276778,652.242252762059,135.931554836971,3711,0.15853841417043,3.81349610392748,,,,,,802.20897382634,968.343581221437,2407,0.812931189223498,7.18618770148792,698.69776339023,371.391701000589,3398,0.210561975621175,3.18404812311211,635.146879927912,671.826086956522,4439,0.672869798746682,12.9200889934332,807.269609221254,766.752881641833,3557,0.96963655572685,1.39041731411726,886.819143576826,523.902770780856,3970,0.796637708099708,7.19168592164242,861.256177325581,629.624636627907,2752,0.936410309921,19.7299004968004,854.435944700461,256.862211981567,2170,0.493788024836971,3.17557662222033,848.807058047493,571.395118733509,3032,0.802360480204409,25.7757412786751,,,,,,951.83313794451,551.193825713169,2559,0.860381683457243,3.20417802234873,929.801201671891,689.576018808777,3828,0.949594839911618,6.34649953577377,,,,,,1009.17042801556,179.271595330739,1285,0.539872499988381,3.21899142230553,818.696211096076,520.509810554804,2956,0.45732376118788,18.1540314653387,,,,,,743.630198729768,796.439254251178,4881,0.54448485453366,2.40513075291218,443.904769425142,571.624289324068,6332,0.646810604749601,25.4039846024562,734.967706622879,999.062397372742,3654,0.373029225125959,7.32861276430218,982.667168674699,432.521921017403,5976,0.634349852942285,21.159899726756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.740901967613,462.161413895177,5743,0.408117796635444,2.29683699485278,348.208704504963,782.259608042759,3929,0.857161673292919,1.23885439083697,348.207441207441,725.246753246753,2849,0.572597547915803,1.31660065486836,417.129044117647,507.024264705882,2720,0.241934180524929,55.9461649838865,527.969709718132,306.315944467817,2377,0.528597010524634,13.5577346005964,608.001862828112,352.639288738357,5905,NaN,5.21046422274934,559.263698630137,442.117465753425,2920,0.658285358301948,0.181582183378354,651.370269601781,138.012367054168,4043,0.120157591519842,2.25613255706368,,,,,,801.571802325581,975.673837209302,3440,0.711757464493655,7.35789646359654,689.960993932389,372.017913897717,3461,0.225998890537653,8.75918279019097,645.283490011751,669.905111633372,3404,0.721622382421541,10.3170252584716,807.139947628746,765.330811754437,3437,0.824144039896665,1.42796879980276,882.713426305715,519.550998085863,3657,0.646372695668962,5.98287889725274,865.20243204578,631.79113018598,2796,0.993532331378631,4.50184636053472,854.616839261594,255.676271949572,2221,0.461081460261145,1.19965686833144,847.146293888166,572.681079323797,3076,0.863556508380585,2.10043620057326,,,,,,951.356435643564,549.145420792079,3232,0.826403032334855,2.10314236429016,932.715183509301,688.56686777275,3978,0.885649118376398,3.08377625035752,1004.99968583098,425.647188187245,3183,0.262724252349964,45.3642842379053,1009.8601297765,180.408795962509,1387,0.412752380604231,1.33000518642969,811.561823548705,519.485733027222,3049,0.362922219384108,7.20751139149874,,,,,,741.99608380654,797.991775993734,5107,0.454760125027306,2.2540309100426,445.705610179294,572.024484287642,5187,0.448683701966356,1.84477191833724,744.08775276612,1007.63410911866,2621,0.208711765616255,12.5159691558382,959.632153614458,436.440135542169,2656,0.963694249749737,23.3658794802938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.185006494711,466.815550194841,5389,0.412212502162919,4.67527683959416,350.414375715922,785.129725085911,3492,0.824814366386215,3.61974547893125,344.43893366398,731.742095474272,3226,0.849909037876176,7.50940209055992,414.805133577789,557.47537977999,3818,0.357546731284408,50.504609417538,537.821321819993,310.583859182996,3011,0.560424060447207,10.7363567853151,612.200286123033,358.947424892704,5592,NaN,7.57755500838562,559.566497093023,444.673691860465,2752,0.657669235391859,2.57409767092111,651.439817302526,136.616066630844,3722,0.121240229600005,1.39803138550387,,,,,,811.398365679265,979.418028600613,3916,0.4113703205107,10.5157175940928,691.614382953537,373.046167505179,3379,0.25179312345255,1.94704923833667,631.783459431255,665.624836942343,3833,0.634934954820087,14.1623295084177,818.398371104816,760.923512747875,2824,0.621155869068291,12.0903425799173,887.953253316488,520.884080859128,3166,0.982886419728878,5.40674548903494,878.121866074262,642.880038083148,3151,0.980848017376494,17.0257350492773,856.718476357268,258.778458844133,2284,0.481621859160298,3.74705778053908,848.042180402336,587.267683322518,3082,0.650658736126835,14.6140900798431,,,,,,946.293299261783,556.690516751846,3522,0.43123111223545,9.08646372702819,938.122056216764,686.988351481388,3949,0.865951978954365,5.632582547713,984.098859962566,431.748000680619,5877,0.685228960007053,21.7730208069749,1009.10252486611,185.025248661056,1307,0.536588903147405,4.67820486064561,827.509177430319,527.399048266485,2942,0.827807573548353,17.8027709613255,764.728033472803,516.354253835425,717,0.0835700164703887,91.4092652929479,748.208958020989,796.59464017991,5336,0.494124134802122,6.36802908966668,471.013054830287,576.197780678851,3064,0.532864337798519,25.649233078826,760.415858146537,994.281365005018,2989,0.865934547853568,21.0927191390377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
