1,,,,,2,,,,,3,,,,,4,,,,,23,,,,,103,,,,,104,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
2.70103095401997,11.4864755534127,2795.42352941176,0.726114380683016,,15.9818780021018,6.03033506765492,3379.90588235294,0.496786687116606,,7.539876145924,38.1699742839754,3231.31764705882,0.478984840376944,,3.68504211564498,3.59276599225434,1432.78823529412,0.532921943437839,,3.52575220843352,13.4913654216966,590.785714285714,0.629433473088539,,9.814770727985,4.8110843293598,1484.21875,0.616273014625347,,5.2396773693983,3.11399380505382,1836.12121212121,0.639811814899166,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
196.306463504547,847.588842467437,4069,0.828719031562467,0,594.178649835346,659.467618002195,3644,0.390217490007791,0,821.162283737024,969.720761245675,2890,0.126574376026682,0,1013.24897959184,335.420408163265,980,0.309282718126241,0,,,,,,,,,,,,,,,
198.652120617798,851.505516057857,4079,0.87285469627025,4.56535204632102,598.02890310353,662.2271973466,4221,0.41621529517573,4.73705904409356,824.412020275163,972.031498913831,2762,0.133710849838317,3.98751754082003,1013.73536895674,342.527989821883,786,0.413397912862486,7.12420463267391,,,,,,,,,,,,,,,
198.566898871006,855.596444871487,4163,0.941403486408719,4.09181638203759,594.111704834606,664.679389312977,3930,0.569355030872252,4.62143784097843,826.238095238095,973.975024975025,3003,0.148223348697912,2.66680395244758,1016.4441301273,338.274398868458,707,0.14930076240171,5.04285862167133,,,,,,,,,,,,,,,
197.080805629702,859.474399417617,4121,0.902533702941939,4.15295131005693,592.537659876836,667.931785883468,4222,0.818926131026883,3.613267355292,824.813003095975,977.616408668731,3230,0.178938847110055,3.91031492572111,1014.70305164319,345.082159624413,852,0.186433087554456,7.02687418402634,,,,,,,,,,,,,,,
199.76624015748,861.574311023622,4064,0.889295213569292,3.40898626515581,586.57717791411,664.306748466258,4075,0.469293162749666,6.97626271754044,822.667947732513,981.342300794261,3903,0.260390041053693,4.29924814861903,1016.02145214521,347.823432343234,606,0.188930381683543,3.04183431545599,,,,,,,,,,,,,,,
199.527796234773,862.942857142857,4515,0.764533031512362,1.38916305189478,586.660492432799,659.591371131692,4427,0.273568497122715,4.7161133061411,824.815527230591,979.568250289687,4315,0.270486153358403,2.785561504139,1016.2033383915,346.16995447648,659,0.187245607442496,1.66345173132157,156.045045045045,970.281081081081,555,0.392043232173598,0,,,,,,,,,,
198.673007464484,861.312304358295,4153,0.720554149456328,1.84102314625744,580.54694996573,659.742060772218,4377,0.360694889754189,6.11539932174633,827.06940874036,974.710212666511,4279,0.156803249238464,5.3554188826155,1017.21639344262,340.47868852459,610,0.170235691748727,5.78072561809815,161.386430678466,965.985250737463,678,0.511956090295887,6.85452834453728,,,,,,,,,,
201.766479663394,864.435951379149,4278,0.697118564756596,4.39621893862469,584.661619486504,665.43383805135,4557,0.521508206372568,7.02330647632738,830.67050209205,969.989121338912,4780,0.143043003187136,5.93772487162519,1016.34656652361,343.718884120172,932,0.0893523524401198,3.35491674511808,162.610701107011,966.356088560886,542,0.761957655373078,1.27920239739083,,,,,,,,,,
