1,,,,,2,,,,,3,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
3.98035776120556,29.871704324641,3115.03529411765,0.790297981257018,,12.8815516458362,3.64818723069494,2733.02564102564,0.541762698446184,,9.09328483762885,4.21513750253639,2058.52112676056,0.470794071576505,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
334.409160305344,850.35368956743,1965,0.567254570880326,0,752.51684152402,14.2578685808945,1811,0.253747725551412,0,956.237137203166,436.338060686016,3032,0.28125618588535,0
341.933726481325,851.932884021342,3561,0.904649998288413,7.68849473304103,767.751605995717,15.8367237687366,1868,0.312811057193407,15.3163583208369,953.489594356261,438.620811287478,2835,0.220135488077335,3.57210610201539
342.175812175812,866.205842205842,3663,0.742544789755652,14.2750110619907,775.209888511876,17.5850702859913,2063,0.390348290995589,7.66046301702662,953.567961165049,440.102688573562,2678,0.266746625856309,1.48394799360773
346.387238979118,862.045011600928,4310,0.939817570061611,5.9201880918089,777.936858316222,18.2453798767967,1948,0.46323378495318,2.80577494990672,953.628017556694,440.672275054865,2734,0.249847586619003,0.57274386060413
338.591570881226,858.438122605364,5220,0.995814711031309,8.58965012784666,778.393662986078,18.8233317330773,2083,0.451931976146085,0.736680972049892,951.182079884851,441.723281756027,2779,0.233281539393888,2.66218447528137
347.968509984639,860.539938556068,5208,0.94464924164685,9.60961067056032,779.657587548638,16.5730961645359,1799,0.389271880587873,2.58090399158368,951.502554744526,441.25401459854,2740,0.227336541531381,0.568256808828365
341.279796048438,877.953792224347,3138,0.743910928221762,18.6542540376334,786.941431670282,8.92190889370933,922,0.135407303038483,10.5638559173089,950.474096796183,439.408657123381,2934,0.274259137732561,2.11259791788103
344.830358893901,857.867228868406,5099,0.521995129833153,20.3979539163077,787.491909385113,6.67799352750809,618,0.0808128280426036,2.31045058055779,950.086619977884,441.767047548839,2713,0.274661473744128,2.39000913881312
347.335959122844,857.649137747498,4697,0.953318138786851,2.51507380494106,,,,,,950.22969924812,441.981203007519,2660,0.365713895103638,0.257554340001529
341.141721553486,857.126731773791,4403,0.925175444971686,6.21622772000938,,,,,,947.424450549451,439.96978021978,2912,0.464145558227287,3.45184615711974
333.621662723893,852.59124704292,5918,0.94153029713863,8.78190791027222,775.612268518518,9.48611111111111,864,0.196458032872029,12.2070222201243,943.090680100756,440.383231378194,2779,0.373019574775567,4.35344784766903
340.008470474347,857.505082284608,4132,0.812209026370413,8.05835529271986,773.332584269663,11.8823970037453,1335,0.204204453205635,3.30743803475106,937.148323738571,436.438198442262,2953,0.205135992793128,7.13266317729789
342.063384883468,861.825092572424,4591,0.884666986431072,4.78384386405457,754.572530120482,13.7985542168675,2075,0.159002267925671,18.8576586602262,939.954403741232,435.107170693687,2566,0.20577870117396,3.10575592228515
346.294577314705,856.813165995738,4223,0.571531211135811,6.55914608773575,746.505660377358,13.185534591195,1590,0.247687849154842,8.0901285845146,933.460476787955,434.456712672522,2391,0.14503012444664,6.5264219072775
344.652109911678,856.913150147203,4076,0.686984619265542,1.64550782451824,744.568671963678,17.9767309875142,1762,0.552279919541811,5.16792869753794,930.289990186457,431.343964671246,2038,0.0847274047870538,4.44310537909248
344.124274661509,856.344294003869,4136,0.952657322113712,0.776020207939819,756.907873376623,24.5714285714286,2464,0.473684315140746,13.9909230479096,917.689990732159,427.246061167748,2158,0.0741492170533175,13.2496339335202
353.286395044079,856.989039790326,4197,0.955772180334369,9.18477800678202,786.31968031968,10.4855144855145,1001,0.223253231771677,32.6108473255665,894.352221769262,419.097024052181,2453,0.10545541670157,24.7195927570918
343.912936681223,857.91730349345,3664,0.928280975118064,9.41930969778243,,,,,,883.181451612903,414.432795698925,2232,0.113973591247208,12.105417465644
346.372520908005,854.168936678614,4185,0.935784584053904,4.48328098017481,,,,,,876.242158092848,411.777498954412,2391,0.115461031842856,7.42996604022491
345.044186046512,858.707493540052,3870,0.773900452104591,4.72895040032784,,,,,,868.488958990536,408.678684091933,2219,0.103225043487227,8.3495359075826
343.082956660463,857.583621377293,3761,0.543135153273096,2.26042238153081,790.699481865285,18.5757052389177,1737,0.717344556672406,9.199665646388,840.232747395833,399.083658854167,3072,0.108118439043632,29.8408780534019
343.509754028838,853.121289228159,3537,0.410100958208219,4.48269608637994,786.56982131039,13.1290536068829,1511,0.22956737453407,6.83521106472938,833.89699969069,395.888029693783,3233,0.12745968940478,7.09603725426578
345.710250791332,856.331628926224,4107,0.360243879652828,3.89210315622701,779.816548463357,19.612293144208,2115,0.618608458007713,9.36157513695298,836.619159795838,400.818610129564,2547,0.158361117152142,5.63212029983126
343.758948685857,851.398498122653,3995,0.592675623802894,5.30503152035522,755.456655785274,18.8661588683351,2757,0.227812280896986,24.3713169042086,829.249786142002,397.840461933276,2338,0.307004279570809,7.94839824926452
345.14378238342,861.741580310881,3088,0.813338307472178,10.435377976975,738.951093951094,17.5122265122265,1554,0.766432417558413,16.5609994954064,823.003530005043,392.805345436208,1983,0.376544555401269,8.02297412856033
342.724269377382,861.76207115629,3148,0.885797414876062,2.41959977292296,,,,,,812.150045745654,390.892497712717,2186,0.312548504169274,11.0207580039696
344.223209169054,864.229226361031,3490,0.84567975429252,2.88681057628342,,,,,,803.973544973545,392.942612942613,2457,0.137653736348458,8.42959888322999
346.620556142203,861.966561070046,2841,0.791016681935322,3.29650219607061,674.498301245753,15.7746319365798,883,0.907851399421164,64.476210515406,825.407749077491,395.972324723247,1084,0.4319584529465,21.6472690897332
344.780284623395,860.050329746616,2881,0.826404165217483,2.65679162672443,669.776582278481,32.0088607594937,1580,0.177094373974612,16.9069457762372,838.936873747495,399.473947895792,998,0.753481997467326,13.9749268040666
347.008786752281,862.218992903008,2959,0.808574704658933,3.10955328372811,665.940846506884,35.3284038755737,1961,0.283418182077169,5.07269508338726,863.463709677419,404.603830645161,992,0.64176550010105,25.0575612890742
346.085590103644,863.472417251755,2991,0.722226545496435,1.55671598247316,654.507074790644,62.4201559341611,3463,0.207145687011548,29.4056825335355,872.218848167539,404.825130890052,955,0.679159521257202,8.75793490382106
345.951481602084,860.75936177141,3071,0.783968459627473,2.71636800334971,652.519738887162,64.9726453217283,3217,0.194903846755623,3.23491979296427,875.116615067079,405.560371517028,969,0.559599606222577,2.989587226295
344.328320802005,860.214912280702,3192,0.793627465231547,1.71203861838614,645.492925863045,88.0195246179966,3534,0.216930329395534,24.0942886712321,900.639963167587,411.214548802947,1086,0.724142334167346,26.1421311112982
345.10551558753,858.933196300103,2919,0.615364510114077,1.49894215684603,650.940173329606,103.424657534247,3577,0.423166857771731,16.3398477694648,930.262895174709,406.267054908486,1202,0.355112236563923,30.033244855231
346.580574754456,861.853401236813,2749,0.753684221467945,3.27160456325674,646.196010407632,111.102341717259,3459,0.545076645550007,9.02518233856321,940.615691489362,421.60039893617,1504,0.910077878540409,18.5011305223225
347.539374325782,862.859762675297,2781,0.874940145591396,1.38998559806961,645.71834288692,125.590932777488,3838,0.952830209275792,14.4964629193086,943.697662601626,425.28912601626,1968,0.520998414488913,4.80679242408292
345.690272373541,861.15719844358,2570,0.660929777343423,2.5135439110754,675.012889028607,119.368751964791,3181,0.706167921724264,29.9480544896214,945.888366124893,425.842600513259,2338,0.410449561742299,2.25953887899347
348.098539011501,861.275411874417,3217,0.940292252553013,2.4111662354023,692.693542757417,121.611867364747,2865,0.499132938832369,17.8223759071453,944.605479452055,424.025570776256,2190,0.511707459162206,2.22427410192646
347.491128459901,865.370475514549,2818,0.720311156224825,4.13986639819791,687.38,114.917027027027,3700,0.602411199545514,8.54719976263927,947.660735009671,430.319535783366,2585,0.424338551528486,6.99632632408382
342.439086294416,860.234454314721,3152,0.878329345184693,7.20429342870766,663.365135040337,108.117853384777,2851,0.475836689555575,24.9588161026986,946.438440756465,421.477421844848,2591,0.539990862571625,8.92619639841944
350.608369768894,852.145846346034,3202,0.490918170531512,11.4962068247526,655.168994889267,118.124701873935,2935,0.174750920662244,12.934980868209,947.231395779341,423.644205849685,2701,0.567273316631737,2.3073210855721
343.917176809507,857.714440043212,2777,0.778901291583726,8.70524548671747,652.651217596229,133.366849960723,2546,0.13281784102559,15.4486983528353,947.476993865031,424.807515337423,2608,0.64080700247408,1.18895222105669
347.638754045307,861.138349514563,2472,0.914188468875551,5.05700436919303,644.334428623585,149.934647681636,2739,0.956838787483936,18.5380932173884,955.927102803738,445.543925233645,1070,0.837101803430483,22.3920306461952
346.172025723473,860.355305466238,2488,0.837141489189027,1.6626635112643,636.838525835866,156.190349544073,2632,0.408219525004576,9.76331728433712,959.680958385876,445.580075662043,793,0.941143034497399,3.75402964626322
345.844029244517,863.152315190902,2462,0.825689301254484,2.81617561421004,636.815304347826,165.139130434783,2875,0.769721031663363,8.9488110197633,963.445045045045,440.594594594595,1110,0.592953538671291,6.24686880377812
345.587711864407,859.764830508475,2360,0.923634339280309,3.39716809608018,608.92165425122,156.896737734395,3893,0.110648403383929,29.0859545681294,957.194323144105,435.889737991266,916,0.690779170303243,7.82350304791752
347.758837941897,861.52817640882,2857,0.892880736133002,2.79699431687387,605.91416813639,182.795022535763,5103,0.942202065026647,26.0723249516355,956.541567695962,439.923990498812,842,0.577565545045488,4.08672031948863
346.124601910828,860.171178343949,2512,0.795314082103437,2.1241871747351,615.949148694665,184.599318955732,4405,0.86658034496516,10.1958972325179,951.838143036386,429.35382685069,797,0.553428329807488,11.5693804102203
345.720356131121,858.382031566168,2471,0.844050967123998,1.83424666903243,617.393100097182,191.742225461613,4116,0.536649774723306,7.28739384173715,943.537294563843,415.668773704172,791,0.49200614827173,16.005772864412
