1,,,,,2,,,,,3,,,,,4,,,,,97,,,,,273,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
2.26272717909032,186.586891520153,1419.28235294118,0.780466340541955,,3.39793091621705,9.63056917317433,3102.56470588235,0.312493164569717,,8.16001117922773,16.7969999906949,3411.68965517241,0.589837688943988,,11.0964505244221,9.01072339544002,2902.15384615385,0.474805051191576,,13.8297247189543,20.0347001761722,1852.77966101695,0.521747923902993,,20.9704683935514,3.73373005779835,4537.32,0.481296025090474,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
16.0030927835052,132.052577319588,970,0.672729289797932,0,7.5521327014218,775.905213270142,844,0.0759277197090469,0,582.339247311828,179.815591397849,1860,0.086146805694062,0,964.23948374761,554.673040152964,2092,0.157629354627666,0,,,,,,,,,,
19.4123989218329,137.162623539982,1113,0.385615250159457,6.14295862914656,8.31140801644399,774.930113052415,973,0.081624325149548,1.2358476599538,583.871641791045,182.337313432836,1675,0.0884526572002183,2.95081596540176,960.209138012247,561.520489872821,2123,0.189825268966614,7.94551788195959,,,,,,,,,,
16.8308823529412,141.364889705882,1088,0.727708385049817,4.93186260195202,7.73145245559039,772.442006269593,957,0.0603850204048063,2.55480406593016,581.324095022624,185.531674208145,1768,0.0822930773194015,4.08582125161169,959.227670087419,567.225769669327,2631,0.205622874738019,5.78908428370867,,,,,,,,,,
16.3685185185185,145.439814814815,1080,0.910871425719315,4.10107241569693,7.77037037037037,772.462962962963,810,0.0737295988977764,0.0442016638583142,591.936578171091,183.390855457227,2034,0.101317834239773,10.8262599036222,957.720637273064,568.248240088922,2699,0.208389898127204,1.82115174065458,,,,,,,,,,
13.7677677677678,147.612612612613,999,0.706342622621231,3.38894596263287,8.46850828729282,777.07955801105,905,0.0907329034540822,4.66908410601737,594.969032258065,185.435698924731,2325,0.148331518910164,3.65748036169625,958.373304782298,574.614561027837,2802,0.168050133774656,6.39968883422327,,,,,,,,,,
16.0752780153978,146.787852865697,1169,0.937893632754026,2.45047590950197,8.93454846727423,773.518641259321,1207,0.0628565862580769,3.5912841104683,589.954445664105,186.692645444566,1822,0.117517874176045,5.16971887650004,963.795391705069,563.923502304148,2170,0.222181223165483,11.9874001865069,,,,,,,,,,
16.764756201882,147.571428571429,1169,0.795022969944012,1.04372939800026,10.3966125617502,776.081157374735,1417,0.0726768414299809,2.95027460723844,597.674059139785,186.952284946237,1488,0.165334777618832,7.72397856578598,969.882938026014,546.752104055088,2614,0.251614562728516,18.2185383068305,,,,,,,,,,
16.8880540946657,147.867768595041,1331,0.973510729617837,0.320966945275842,10.5030549898167,776.807875084861,1473,0.0763255580892121,0.73447166092557,604.583815028902,182.213150289017,1384,0.393984262388918,8.37879011232771,973.039528211667,542.987886515779,3137,0.406650912044056,4.91257521910876,,,,,,,,,,
15.0542704626335,147.075622775801,1124,0.905677538673787,1.99756286710822,11.7782776349614,781.956298200514,1556,0.122561515166585,5.30400352304585,606.896499238965,183.996194824962,1314,0.563746688656842,2.92023219498687,981.347937203359,529.599123767798,2739,0.351452110610696,15.7571770281021,,,,,,,,,,
15.8339160839161,146.214160839161,1144,0.96436059841362,1.16187949593086,11.834523036989,783.842959117456,1541,0.124906845474064,1.88749912867955,606.288446215139,183.947410358566,1255,0.612861820608399,0.610006888440647,988.629064632678,520.737454837415,2491,0.342190567203714,11.4692629612241,,,,,,,,,,
