1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,9,,,,,10,,,,,11,,,,,12,,,,,13,,,,,15,,,,,17,,,,,161,,,,,192,,,,,251,,,,,296,,,,,440,,,,,481,,,,,505,,,,,509,,,,,660,,,,,813,,,,,1069,,,,,1074,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
10.4168644628751,25.3371972227436,3264.12676056338,0.477666106414282,,14.5159061207477,10.9802685191983,3254.4358974359,0.567117473539438,,13.9090841730832,12.9611245738933,4007.1095890411,0.626900178869675,,11.4309389710047,14.8084700730674,3247.66666666667,0.35961019254317,,10.0780787141735,18.8221776854854,3053.24050632911,0.480831229475766,,5.81614455494768,13.0837150181488,3034.47058823529,0.152745920431779,,9.11391626059801,30.9553392504422,4612.77647058824,0.369551977385005,,9.1540712473264,3.93921874124427,2875.70588235294,0.51494414510024,,9.55780474771584,4.53734747103681,3971.3125,0.190094044669375,,5.00639863946879,3.8411002882967,3907.16470588235,0.609950088292614,,11.7330099340274,20.6681792325503,3960.89873417722,0.525953717644852,,12.4108980469998,2.98257636227844,3201.640625,0.364592561663496,,8.06204334637421,5.74200754248411,3722.8,0.365485788555956,,17.3877608609419,5.98263493709839,2584.56666666667,0.524374140456853,,18.7164719909454,3.02888133497443,2793.92,0.543870376783945,,22.3679595514189,2.94081496810489,2289.84210526316,0.483990651837989,,22.7942416223207,6.4528295720531,2771.25,0.261583998369803,,13.0774905827878,40.9165305755109,3745.39473684211,0.633802679394131,,17.198807133176,2.10419696027048,3074.96153846154,0.45237111410594,,4.78293723771881,3.84144480588257,914.9,0.495307635941257,,14.9912420888082,13.4881166172855,3459.29411764706,NaN,,1.07054619167845,4.71750187264134,765.057142857143,0.700617860880349,,9.49716485877339,4.73564058607113,3747.04255319149,0.694193039421738,,20.2173622416188,12.5269937045363,3225.55555555556,0.567809819047265,,3.96978927999264,3.74996884425469,2515.07407407407,0.342774584943146,,18.7684509373652,7.9691240628301,3266.75,0.549350498313897,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
21.4795918367347,78.749787414966,4704,0.144681044486887,0,89.660244059088,34.8387925497752,3114,0.846815891169874,0,98.6728538283063,257.105800464037,4310,0.657721915922986,0,188.571039738704,42.1507893304301,3674,0.65193687989433,0,303.604869713798,83.7757368645878,2341,0.412149611343153,0,478.203826630223,23.7051932838735,2561,0.176353686664809,0,688.466266593926,204.444808146936,5499,0.247587718124472,0,768.77159796725,873.139186900056,3542,0.559190701365218,0,773.361293859649,525.425986842105,3648,0.119252727634686,0,813.659708871189,304.867618786048,3641,0.383382021298901,0,826.375208820581,833.036084196458,2993,0.481680456214536,0,948.336564090138,801.180760843228,4127,0.337652690260358,0,983.158123370982,691.154430929626,4604,0.728205441996108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.4980049875312,59.9630922693267,4010,0.571953063501279,19.4454206703603,98.2558701657459,31.6260359116022,2896,0.888969876481481,9.17641506153591,101.413199426112,258.473218555715,4182,0.638072230619903,3.06256856786271,191.478649176668,41.9662294166899,3583,0.663281421197283,2.91346100119642,307.911049977075,87.6923429619441,2181,0.365603868971191,5.8209098757571,481.236736513598,25.9719126170308,2243,0.204879178150878,3.78636486567056,688.022565562106,215.805651555194,4919,0.193153353565347,11.3695045429696,773.930482686254,872.283315844701,3812,0.665052301006396,5.22939832173515,776.380016839742,531.292169520067,3563,0.136481658146886,6.59733185778622,817.262198706643,305.579071134627,3402,0.386296285604497,3.67206991475485,832.344887348354,832.438821490468,2885,0.451817045128096,5.99948201638371,948.847097097097,803.707957957958,3996,0.367602128932901,2.57824925247668,985.103136989393,692.875423155044,4431,0.819622877235923,2.59709303178626,19.8647642679901,150.808933002481,806,0.489702980206676,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.9869853917663,61.9474103585657,3765,0.560787254735093,2.04367808497504,92.7691082802548,34.6986464968153,2512,0.462190553029816,6.28852063656001,102.940957578765,260.077400148846,4031,0.615659201640607,2.2152750521636,235.071712393567,60.6225165562914,5285,0.228212234876298,47.4174251775423,,,,,,484.984284965951,28.9879518072289,1909,0.177649887613079,4.81046897916862,695.328827183047,236.336682499087,5474,0.150593590009991,21.7923080579525,776.93,876.702777777778,3600,0.651505900749991,5.34123093428631,778.714122355632,533.082046883934,3498,0.2061868221855,2.94137884961964,822.266666666667,306.934267912773,3210,0.298508436304768,5.18471386581734,829.216846501914,837.359902540898,2873,0.519016217622328,5.83109580112473,938.464850615114,806.845635618043,3414,0.465747633913833,10.8460160017974,985.345046474722,696.779868510542,4411,0.822408837875973,3.91193222502141,19.4739583333333,150.986979166667,768,0.500114956727719,0.429452808983736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.852343308865,62.2523997741389,3542,0.618883759484041,0.33338721346152,93.7414814814815,37.5966666666667,2700,0.461044779426069,3.05680070454867,102.049367088608,261.970126582278,3950,0.621322528869339,2.09221102041611,234.373575498575,61.0263532763533,5616,0.237934398361635,0.80652292008243,,,,,,491.898648648649,26.5365659777424,2516,0.202960483576745,7.33605599907872,698.144253393665,241.970859728507,5525,0.15887373126606,6.29845836693014,781.227621483376,879.559335038363,3910,0.649725988942226,5.16037496674208,778.873036229561,536.867585764668,3119,0.198561709664764,3.78887295074404,825.631000941324,309.100094132413,3187,0.295447988718706,4.00119336265029,832.384283819629,838.050729442971,3016,0.487183738156156,3.24189774210672,935.571516079632,808.919754977029,3265,0.564069052663589,3.55996570903857,985.989645651174,699.580763920847,4346,0.845860168534839,2.87411259308825,18.7306629834254,150.772099447514,724,0.534282977201083,0.773732040759547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.9707386363636,61.5676136363636,3520,0.640606836010287,0.69494568713149,93.7171314741036,38.2176747555234,2761,0.466402646579517,0.621485292894974,102.249864204237,262.629549158066,3682,0.672103724241827,0.6892294442595,233.31492182189,58.9316791298436,5884,0.268708310906885,2.34699965641579,,,,,,497.807204257061,26.9218174375767,2443,0.185861895055207,5.92110192996251,704.487282708143,246.31637694419,5465,0.295342227861591,7.68879319244078,784.211468604048,876.887649195641,3854,0.603906629658351,4.00515279131071,779.935421994885,536.635869565217,3128,0.183115617758968,1.08736190454299,833.949468848694,305.499282227964,3483,0.26652386849255,9.06436730815531,835.529931305201,836.321884200196,3057,0.494446644593771,3.58942947791892,935.756066411239,807.77650063857,3132,0.747608689982912,1.15805410378902,987.557217473884,698.643637226971,4212,0.962244861588632,1.82633180439143,15.1206030150754,146.574539363484,597,0.705219752486206,5.53642877982939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.2045191193511,61.8134414831981,3452,0.658339598942824,0.339241277714169,93.8972162740899,38.8283369022127,2802,0.448523743669604,0.636662228018409,103.358089453341,262.637217007178,3622,0.630124426202877,1.10825177584398,235.387401304497,59.468932372125,5826,0.263876229197102,2.14098394486498,,,,,,497.685453160701,27.987814166032,2626,0.226248232353961,1.07292700336147,708.68963694043,247.818117729996,5674,0.360013822522759,4.46262327352155,785.733738762559,875.819143310418,3782,0.608904949885363,1.85984173043081,781.331366764995,536.504752540151,3051,0.152013849767706,1.40208896845397,835.876236140246,303.793527120168,3337,0.34132574980499,2.57333104818814,836.344986807388,837.689973614776,3032,0.511402641246714,1.59247735240695,934.468384074941,810.212111073938,2989,0.521039819565133,2.75505426300221,988.513095238095,698.413333333333,4200,0.845620497947253,0.983230483425775,11.5298651252408,138.996146435453,519,0.715139100166336,8.38602635132564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2023784686,77.6814103901523,4793,0.200617327503681,16.9652034949028,91.6465085198797,40.5750083528233,2993,0.519559973919695,2.84895534384799,104.062279989169,260.34795559166,3693,0.631648957897421,2.39512048534752,236.701244813278,57.2320193637621,5784,0.262111032234458,2.59421752606615,,,,,,498.349257326375,26.546768366118,2491,0.190655610935471,1.58658405633493,706.406009902681,241.129417790678,5857,0.265062977285378,7.06779027177389,785.079721362229,874.09520123839,3876,0.68459888479357,1.84383161585918,782.789527720739,536.759411362081,2922,0.172898174082475,1.48023122803276,832.618389215347,302.021431040442,2893,0.47084706402256,3.70862388249975,837.614930015552,836.156765163297,3215,0.506157546387889,1.99085004649978,934.169014084507,807.330985915493,2982,0.581719759874591,2.89663676870196,989.273697585769,697.79872935197,3935,0.833735043117232,0.977882398448116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6867735470942,85.8565130260521,4990,0.153225492742888,8.19134613739261,89.3633785061456,41.7847462968799,3173,0.475837858472893,2.58382440442534,105.372381477398,263.12789415656,3628,0.628273654812035,3.07317821384963,198.635429410325,40.4617078541718,4087,0.845517934014548,41.5962696695312,310.99593495935,92.427337398374,1968,0.319243802084042,5.65125540626922,504.97323266987,24.2731640356898,2914,0.241197796037173,7.00330821844703,691.673781715667,208.751308900524,4966,0.117520249850162,35.5721869254188,782.634980988593,881.297084917617,3945,0.646384153387356,7.60551668353984,782.333108108108,535.967567567568,2960,0.161521808119168,0.913966879981604,836.357165554496,298.662535748332,3147,0.731973437300537,5.02599503556691,835.437178754997,840.394060536836,3502,0.535744060413576,4.76416547104159,932.95433297375,809.749011147069,2781,0.564756676065993,2.7059741723396,991.033280507132,701.659799260433,3786,0.675735848475176,4.24311122823743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7265625,68.270474137931,3712,0.635910717563544,18.5942952103636,88.0470510271703,39.7866136514248,3018,0.343497219186795,2.3927499035083,104.114285714286,263.738857142857,3500,0.644531192337617,1.39859955662304,235.831876606684,55.8418166238218,5835,0.29817873492168,40.250756884781,,,,,,507.7542997543,26.3869778869779,2442,0.169756616158984,3.49321386777254,699.615960524077,222.88718734048,5877,0.092519398583471,16.2142302775674,785.347710843374,877.398554216868,4150,0.674578954392038,4.74946785331837,782.663168251886,530.484749098065,3049,0.104494874621849,5.4927441291243,836.904470890962,297.211965262142,3109,0.793553797221486,1.55038636046884,841.288847698486,838.118010503553,3237,0.442621204690218,6.27872862753319,938.510470305527,810.227257123241,2913,0.474626521793095,5.57668192236969,992.11485042735,703.361111111111,3744,0.649470855848094,2.0159998773759,26.6959064327485,136.969298245614,2736,0.508716397063977,15.3008797958053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
