1,,,,,2,,,,,3,,,,,4,,,,,6,,,,,7,,,,,8,,,,,10,,,,,11,,,,,12,,,,,13,,,,,14,,,,,16,,,,,18,,,,,19,,,,,43,,,,,54,,,,,71,,,,,82,,,,,124,,,,,144,,,,,206,,,,,277,,,,,278,,,,,506,,,,,655,,,,,682,,,,,721,,,,,752,,,,,927,,,,,1052,,,,,1132,,,,,1217,,,,,1285,,,,,1362,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
4.39908609605385,42.3127172092108,1204.22857142857,0.581777338985879,,1.92466532891304,18.0451065545689,2061.48235294118,0.702451829927392,,4.19866789536488,14.224986209537,4013.84705882353,0.469897909982121,,5.8083929865493,2.1741862170356,3516.41025641026,0.622116760135407,,11.2296261074543,17.1545581069491,3851.37974683544,0.63058990881542,,14.0106465323892,3.10388421719626,3292.2125,0.640928524583582,,20.7027840856407,7.10130724223369,3030.15384615385,NaN,,6.76337831347443,17.1926489189939,3711.98461538462,0.544909313448328,,16.6160831841681,15.2728769836432,3105.38461538462,0.503517641450998,,12.2618281146774,6.87093922403967,2309.30357142857,0.617610874445707,,8.73390871593,3.97973848406424,3360.12,0.822969052351002,,10.4009090268856,12.7374324145001,3896.72289156626,0.59774684733577,,11.8777545369897,9.64496514928809,3449.44897959184,0.68351644115538,,10.2658711658186,15.2018204672874,3723.75,0.571786466784612,,9.09784936382126,4.08354205750688,3582.88636363636,0.630703381092219,,9.60338861535188,3.23582341362884,3280.73684210526,0.496674745402496,,8.20725479052547,4.14534212639161,1362.24050632911,0.374554778059762,,13.5834567500889,4.97650902601926,3077.25,0.600841716706117,,13.0116815777094,6.09992186824354,3024.06060606061,0.368775350767711,,23.7123191808445,6.81713697299316,2894.15384615385,0.579081413316054,,10.5487377229225,16.2789910632418,3660.78378378378,0.553511674728489,,7.84101711268052,3.62154379040484,3162.24390243902,0.677706848591864,,8.94589537851091,4.5496213899273,2195.38571428571,NaN,,7.95906803413888,4.67109622467941,3741.71014492754,0.656952865349056,,13.3423234979436,12.4820756408922,3255.73684210526,0.644688465343932,,16.2196149654672,14.8699835577866,3637.65454545455,0.498541055496891,,10.304381209871,1.65447055573162,3252.43181818182,NaN,,8.21968608326998,2.90711704441135,1792.42553191489,0.332658727513317,,13.5903692013237,2.43986809118027,3968.1935483871,0.703977195313055,,12.528126124663,3.31087983953666,3480.22222222222,0.698302767529885,,16.7200095281521,2.740042267343,2996.91666666667,0.514163866774284,,21.5126892851379,6.04435875027174,3540.05263157895,0.461864819072491,,14.4521046109341,3.60413892978283,3928.65625,0.740748815043153,,16.8444188152249,2.7284413380806,2800.79166666667,0.651600123259965,,7.58549060118533,3.54156971564572,3743.07142857143,0.647498263912978,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
14.5871388630009,18.4501397949674,1073,0.60272062313937,0,17.5162703379224,596.924906132666,1598,0.63636864641276,0,26.4724205061648,793.251135626217,3082,0.552523593174808,0,386.35706265439,230.405569279138,4453,0.402194331066673,0,458.79285079929,951.634547069272,4504,0.635869994070119,0,489.977702702703,83.3611486486487,2960,0.322562784276539,0,531.287294384572,634.047362450369,3526,NaN,0,677.461308251389,481.382214621633,2339,0.403180053740425,0,682.379428571429,234.735238095238,2625,0.326941606982806,0,720.791689152725,89.9001618996222,1853,0.877106867606778,0,735.456534772182,341.607913669065,3336,0.389198069312368,0,736.697083221836,291.119347069842,3737,0.434677296363483,0,767.719278033794,395.031874039939,2604,0.484778978201369,0,943.307391091532,280.466960352423,4086,0.483787209332011,0,959.770512496844,155.535723302196,3961,0.575921106755757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.930409914204,18.8408007626311,1049,0.555923685011631,0.764139322273009,18.7039239001189,600.584423305589,1682,0.779226031898876,3.84741301691337,26.4258532165509,799.61038961039,3311,0.546346895849335,6.35942448242606,386.097857556456,249.600752750434,3454,0.809736010193128,19.1969334993778,459.443496801706,955.842454394693,4221,0.728498996341789,4.25791313671324,460.576789437109,95.4032893212879,4317,0.278111060066006,31.7714786063002,535.249123753033,635.88487462928,3709,NaN,4.36721226326944,676.659187129551,486.394157493649,2362,0.38178879514469,5.07572355890801,679.61087267525,230.811158798283,2796,0.196039009258517,4.80242647825583,723.67027677497,93.5962695547533,1662,0.86707052714275,4.68481360325662,,,,,,737.861752841951,311.185735240191,5454,0.661625805203259,20.1001589428324,761.529346927528,385.9666574814,3629,0.646212620772574,10.9769484991742,931.884178652536,290.343931365127,3963,0.466911053287131,15.1011370039557,965.125628140703,163.231841023298,4378,0.653881307473136,9.3758995054429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4612244897959,20.2010204081633,980,0.412281555321363,2.00217464157972,18.9984160506864,604.624076029567,1894,0.695953410729463,4.05037279236034,24.5415172413793,805.569103448276,3625,0.436616051745362,6.24955939800108,389.733238808993,232.836540409155,4937,0.387536296795657,17.1538570669918,461.063393089114,959.731358794492,3849,0.802409894644088,4.21279496447838,439.447583643123,111.758364312268,2690,0.741874351944309,26.7195025298975,533.220212460523,641.015790984783,3483,NaN,5.51749795469344,679.754684095861,485.487581699346,2295,0.46810581790171,3.22552028969687,686.291518737673,243.574753451677,2535,0.207818908762055,14.4062618429448,722.7910906298,101.771633384537,1953,0.610610751454081,8.22250217556598,,,,,,737.477492497499,322.194398132711,5998,0.701707948498666,11.0153672064743,765.153938665063,392.190920024053,3326,0.562793634654203,7.20271542292773,930.160727635186,293.514577622726,4013,0.546367341967279,3.60877833899934,967.071134244199,168.761006289308,4611,0.8006917723278,5.86145566711777,505.0953307393,93.5315175097276,2570,0.338790003133413,0,983.715639810427,1015.16492890995,1055,0.16983719160302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.8823529411765,23.6584723441615,1139,0.256546415882716,3.50557643755479,18.2469844916715,606.139574956921,1741,0.667709986361679,1.69156329668614,24.0739976415094,805.444870283019,3392,0.438762550392848,0.483744204732487,389.872804232804,234.42962962963,4725,0.39588909394976,1.59919097418502,459.966052631579,961.738684210526,3800,0.801058142607048,2.28768691162068,438.986686390533,117.430843195266,2704,0.691132290522626,5.69117237091888,557.867290926703,618.482725217953,6194,NaN,33.3948728066207,686.855474452555,491.631386861314,1370,0.977292650961078,9.38975854630671,690.835315315315,251.924684684685,2775,0.202955318557231,9.50617898710953,720.901131625968,103.5812983919,1679,0.874318455204731,2.61664527115211,,,,,,737.424352237724,327.529081355318,5519,0.632962771069707,5.33494788847789,766.319020356234,394.925254452926,3144,0.435911438795741,2.97220458852072,923.750493583416,297.763326752221,4052,0.710938745924539,7.69044665567973,1000.62772277228,204.913531353135,3030,0.411436875006598,49.3259536363305,499.939749608764,94.183489827856,2556,0.383809366284499,5.19664167488422,991.653789004458,994.484398216939,1346,0.213931463292118,22.1517169170105,927.250440917108,138.143738977072,2268,0.415877630849187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8381502890173,22.1160515784793,2249,0.848740009071213,12.0548808389402,19.0232056125202,606.352941176471,1853,0.670509980436457,0.805012032268139,27.9117570044514,803.651741293532,3819,0.534725350429424,4.23600147554103,394.968396636706,256.409683966367,3449,0.998768011611698,22.5629752158849,462.442336874052,963.276934749621,3954,0.717879837289868,2.91516695414552,399.46494281452,188.522128294381,2011,0.363925996325135,81.3384228537269,532.711631663974,652.728863758751,3714,NaN,42.4924134157857,687.860415175376,492.731567644953,1397,0.958143421944024,1.49006832496837,688.442967109867,250.448565430371,2858,0.17746210981505,2.81109551404214,720.57889182058,98.7498680738786,1895,0.944848766871402,4.84216453769093,,,,,,734.556404334695,324.933558358501,5629,0.491005138068659,3.86805698012519,763.651648710415,387.521057786484,3063,0.487252933383331,7.87000633876987,921.646354733406,300.551033732318,4595,0.741405720052058,3.49266524405068,997.705097411262,209.751267680811,3747,0.423375492640705,5.65202899647227,473.627902621723,103.794756554307,5340,0.261959420753887,28.0123140771418,991.109558823529,994.324264705882,1360,0.275535383401947,0.567299948172537,939.589928057554,145.746762589928,2085,0.831339505906488,14.4937542047216,589.165919282511,586.922805893658,3122,0.709086598682983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5739542906425,17.9926692539888,2319,0.334201242109794,7.89767923774008,19.18070273285,606.356385945343,1793,0.721603097500332,0.157534787728756,28.530612244898,805.087802562886,4214,0.586221600550851,1.56373072425035,391.851675837919,253.039269634817,3998,0.869183937347653,4.59060358819068,463.336623889437,961.141411648569,4052,0.740584500783185,2.3152123403728,400.672099712368,180.941994247363,2086,0.467173355229994,7.67565371462109,529.053846153846,655.94094292804,4030,NaN,4.86794077900323,688.130677847659,490.013277428372,1431,0.906531025534349,2.73169244491274,689.389648033126,245.737474120083,2415,0.144453875514516,4.80526649670282,726.515459363958,91.8595406360424,2264,0.99465953138299,9.09502316641786,,,,,,716.654630039876,320.562693841382,4514,0.977761295698432,18.4276417245848,763.677587329139,363.610978520286,4609,0.249556245819199,23.9100933358234,926.137861466039,297.941717103788,4461,0.65908190043062,5.19443606151891,995.383440706275,204.523741350513,4191,0.461144157352074,5.71988823227984,471.067887109077,103.991800152555,5244,0.384791466778565,2.56758750670698,988.557153671461,988.983345950038,1321,0.355310365011473,5.9194750795013,924.252028854824,136.430568079351,2218,0.375304504378388,17.9455463029691,586.381709741551,586.467196819086,3521,0.634296639851571,2.8212412865277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.9144880174292,18.8665577342048,1836,0.654782279042581,7.70915719559192,20.7283444387494,606.440287032291,1951,0.808721213367777,1.54991426931629,25.2756952841596,812.680048367594,4135,0.462821165737379,8.26054966575531,406.386533665835,268.579800498753,2406,0.918831573250336,21.2783972989199,465.172712380061,961.367657383571,4273,0.576884113705125,1.84997515605131,378.624687239366,213.751737559077,3597,0.496516101257079,39.5293264923047,533.133438343834,654.75697569757,4444,NaN,4.24792312070734,686.989200863931,490.514758819294,1389,0.922396062492876,1.24677716125318,689.938709677419,256.601209677419,2480,0.325558034372843,10.877601709429,728.006605019815,87.110964332893,2271,0.783195766184789,4.97719723075293,,,,,,714.047052603754,321.757864128998,3783,0.935300839791722,2.8684302504635,762.212943228057,350.940515403991,5161,0.3506210412779,12.754835080244,928.469051799824,293.61874451273,4556,0.712405013962383,4.91147028855645,994.662705667276,200.755255941499,4376,0.473718620648756,3.83678788498818,463.656189640035,109.483406496927,5695,0.494411579934467,9.22447828411708,985.96408045977,981.987068965517,1392,0.520606142017617,7.46136182779803,923.541129032258,135.315725806452,2480,0.456538606639807,1.32221475228782,584.495951417004,583.775014459225,3458,0.495313131066678,3.28693326937765,622.8125,669,16,0.300426136363636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0315594059406,18.3886138613861,1616,0.75371760392531,1.94264008543201,21.4638916750251,608.846038114343,1994,0.830842434980372,2.5156844010302,26.3046944198406,816.598317094774,4516,0.464329795416025,4.0511318220508,406.520608986261,267.036390642406,2693,0.892743294902226,1.54922244245812,466.061919504644,962.420389208315,4522,0.635069572423421,1.37801799888011,374.335096020039,217.172001113276,3593,0.576531190876328,5.48623692608235,533.015980331899,651.439459127228,4881,NaN,3.31959524325775,685.964412811388,493.670462633452,1405,0.890265452069599,3.31792964291336,699.458904109589,273.588514225501,3796,0.414542837543149,19.4731255281625,730.119744058501,82.8112431444241,2188,0.823524991019392,4.79092463887572,720.811370754035,363.19296555047,4151,0.766715708187821,26.084387933041,,,,,,767.275033025099,333.76750330251,3785,0.524408996914419,17.9035498645088,934.964512040558,286.559991550486,4734,0.618559464481298,9.59254904188367,996.412580177943,202.843161597352,4833,0.382644301000444,2.72422664821107,440.077675489068,121.2333141542,3476,0.518188341376614,26.3440061403312,992.983774038462,983.248197115385,1664,0.32031132156125,7.13207838915906,926.845518867925,139.060141509434,2544,0.406018192544043,4.99396046668342,581.57906156767,584.534038513697,3687,0.478761065652378,3.01402785461801,567,623,3,1,72.3258954749265,497.603731343284,102.408208955224,2680,0.536255410572283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
