2,,,,,3,,,,,4,,,,,5,,,,,21,,,,,217,,,,,222,,,,,234,,,,,329,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
9.66270620539257,10.4769468649737,3285.08196721311,0.248439107763994,,2.52068353630291,4.42906854097045,3349.02352941176,0.819219606007607,,8.7444213714144,20.4410314586791,4406.5875,0.585542617430199,,5.30270258439969,7.22646932868825,3257.6393442623,0.401840348089778,,9.23611962437072,5.74680836621764,3817.48101265823,0.485906593252052,,5.8973445432922,10.2333529905675,4224.85714285714,0.595453842602874,,13.5539604889126,20.9587189991778,2775.63414634146,0.302075572763529,,18.8772781101669,5.84186873538641,3087.0625,0.391704773621502,,11.2514363439072,31.6208161505709,2351.20833333333,0.304436463941902,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
174.2646484375,91.609375,2048,0.217352870243511,0,297.129511059371,265.225844004657,3436,0.663470328671298,0,586.749884098285,385.406351414001,4314,0.781173807328993,0,624.073227431228,971.802789616428,2581,0.295158271176193,0,,,,,,,,,,,,,,,,,,,,,,,,,
170.134533396495,92.9171009000474,2111,0.205826398483639,4.33220466755601,291.936388302683,250.624359360868,3317,0.549964999453388,15.4974797231298,590.18579766537,389.662208171206,4112,0.669059608658356,5.4697183454296,628.029657477026,975.15664160401,2394,0.270737688805208,5.18668119917739,,,,,,,,,,,,,,,,,,,,,,,,,
164.176133651551,92.9918854415274,2095,0.216076846994785,5.95886904103322,274.721954161641,219.4623039807,3316,0.642978041012281,35.6007083962242,591.264374140303,391.50674002751,3635,0.534396746250664,2.13673231388478,630.914990859232,975.702925045704,2188,0.265717721813992,2.93659229807995,,,,,,,,,,,,,,,,,,,,,,,,,
152.358202247191,91.9501123595506,2225,0.233249843149259,11.8637596836963,280.061424332344,218.321068249258,3370,0.913874191865153,5.46006966059524,597.324044389642,400.244143033292,4055,0.825148184539927,10.6330529395927,630.526292335116,980.363190730838,2244,0.316693067082652,4.67644766876387,,,,,,,,,,,,,,,,,,,,,,,,,
154.739971684757,94.0462482302973,2119,0.268007872778021,3.17279234151158,281.564841498559,220.570317002882,3470,0.926896552295212,2.70543584868451,599.876459598319,405.215787015413,4282,0.803552716602579,5.58856576255863,629.909602076125,982.621107266436,2312,0.368647060000078,2.34061828525335,40.5416814473217,19.650940049663,2819,0.390473832337105,0,,,,,,,,,,,,,,,,,,,,
151.589982527665,91.6505532906232,1717,0.257831645194856,3.95749743319945,282.00538277512,219.693779904306,3344,0.876549449370574,0.981016769241478,597.560169891458,404.789287399717,4238,0.746278434940327,2.35522821151076,631.333646175504,981.677616142656,2131,0.359615544675515,1.70823800965505,31.8223066607063,33.3068842199374,4474,0.853529202751721,16.2022315700991,,,,,,,,,,,,,,,,,,,,
129.022775800712,84.34128113879,2810,0.204972067949571,23.7213886365572,281.465109314166,217.747529200359,3339,0.831150785178655,2.01984831490495,607.694550669216,412.798040152964,4184,0.701911911174724,12.9168802120026,628.654615057422,983.401956614207,2351,0.384278442978615,3.18599400399309,41.433315761729,38.5331224740819,5691,0.94928044335749,10.940066829276,,,,,,,,,,,,,,,,,,,,
128.839755940912,88.9123314065511,3114,0.158189388934377,4.57471275813895,283.177627715796,220.364357017029,3406,0.878801781022126,3.12738022920383,607.211654526535,415.812486992716,4805,0.602101479562155,3.05288035047377,629.037342596613,984.311333043856,2303,0.505269453460149,0.986633599699713,41.1789085885333,40.6559981579553,4343,0.902715704304528,2.13806552260557,,,,,,,,,,,,,,,,,,,,
