1,,,,,2,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
4.15988344516413,46.4580573660289,3507.34117647059,0.524277912240006,,3.43997968355212,13.7252429029363,1609.92941176471,0.63608289603521,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
453.56914712878,300.942915392457,2943,0.358634570013279,0,762.054830287206,706.827676240209,1532,0.98234942094836,0
454.993160547156,304.75773938085,2778,0.366865026027596,4.07194011229695,764.212508406187,707.536650975118,1487,0.907850238779265,2.27117151264872
456.679607843137,303.36,2550,0.336511022274783,2.19038349585169,769.220570012392,702.220570012392,1614,0.984265102446575,7.30351955250341
456.917538719129,305.676852239431,2389,0.259683874063332,2.32903744089817,787.459571938169,705.636741973841,1682,0.579046159858259,18.5561693816019
457.654629273915,307.418363426815,2603,0.416150802833961,1.89107474779269,780.973236009732,693.5699513382,1644,0.688163540224256,13.6996346674254
460.240590925079,309.972915933873,2843,0.353220232821424,3.63496027111801,791.066247582205,690.229690522244,2068,0.494961348116725,10.6313792576823
460.461264822134,307.81581027668,2530,0.35849982408918,2.16836384980358,791.623376623377,684.715415019763,1771,0.659664971976783,5.54234851717003
460.235007496252,308.48688155922,2668,0.28010531205625,0.708187153064872,791.247854618879,686.55275113579,1981,0.780661877976703,1.87531884732152
460.943704197202,307.410393071286,3002,0.295855314039729,1.28882833557966,791.46301369863,687.485479452055,1825,0.722189066110727,0.957222827538826
460.988644184446,310.795595320028,2906,0.419721084286743,3.38550053424004,790.423976608187,687.846198830409,1710,0.62853041849357,1.09987114937919
459.364856801909,308.284307875895,3352,0.697522057585205,2.99052672463282,794.67531120332,689.395746887967,1928,0.50372125389616,4.52492486373531
465.349568434032,313.319975339088,3244,0.540519560170274,7.82142698741871,801.421680993314,698.161891117478,2094,0.64031121723938,11.0615907534113
468.825793762293,316.92245012644,3559,0.605468688182638,5.00619287746206,800.631526104418,699.562751004016,1992,0.492818985623526,1.60833863665498
467.315166614762,316.072874493927,3211,0.540110674820926,1.73313967533414,798.808558558559,698.293918918919,1776,0.483716755994609,2.22106855666983
461.39890260631,304.914677640604,3645,0.606450164886156,12.6296293229541,800.49594375338,695.724716062737,1849,0.687877256574669,3.07377164277353
460.267893660532,301.27461291265,3423,0.542258376970175,3.81172565370647,799.141702586207,698.97036637931,1856,0.442966536141031,3.51684732627702
464.868500757193,303.895002523978,3962,0.454452248591307,5.29452805951667,795.905349794239,696.102366255144,1944,0.874123844952403,4.3242807617335
466.856848609681,312.068743563337,3884,0.561274021332332,8.41210852051923,795.77889182058,698.116622691293,1895,0.690362691235679,2.01822214081319
468.870685077005,317.258098778545,3766,0.511745012304918,5.56641220776292,798.818614130435,699.826766304348,1472,0.988692114744907,3.48776474239571
467.760042005776,314.5101076398,3809,0.550978090007764,2.96394725497717,794.908690869087,699.920792079208,1818,0.85127453408079,3.91105366314084
465.944461213402,310.02988228192,3313,0.901823472814537,4.83412379558444,796.299329501916,696.072318007663,2088,0.567229858111361,4.09202009849303
465.5749553837,308.780785246877,3362,0.581213013181575,1.30260429952317,795.147261849977,696.024390243902,2173,0.798773312083237,1.15306415484254
461.714,303.738857142857,3500,0.790938456467254,6.35043427499466,794.310507056979,690.583899634083,1913,0.904141659798771,5.5044615230868
461.784926470588,309.856355042017,3808,0.892953890980854,6.11790904725237,797.262716601453,691.839016210173,1789,0.738373861127614,3.20793684695714
465.750865051903,307.279212137344,3757,0.848235370286644,4.72972878523381,795.160745486313,699.057658707047,1717,0.895068997060251,7.51844944563411
467.44321669736,300.893492940454,3258,0.888587395820704,6.60616861375811,793.270411117545,697.276201505501,1727,0.918145663046492,2.59748990117153
466.831855500821,299.191789819376,3045,0.696791906458203,1.80819136844569,790.000641025641,695.844871794872,1560,0.745738626878477,3.56932783510267
462.244192477876,298.284292035398,3616,0.428727992682996,4.67655901705739,787.402985074627,695.920206659013,1742,0.926804485517633,2.59874811815123
462.848211058909,296.151427538851,2767,0.314282064895788,2.21674297266627,781.173098125689,698.030319735391,1814,0.69388065698703,6.57754274723087
463.082313414927,297.531557475402,4167,0.408068721636182,1.3998437608741,782.480427046263,701.325029655991,1686,0.706940837878321,3.5446046842299
459.975481611208,293.807063631057,3426,0.344122469989304,4.85018125982549,779.79677819083,700.907063197026,1614,0.820073940865246,2.71600205082526
462.405730797014,293.665061401397,4153,0.575829655967179,2.43439432679632,783.182548794489,697.308840413318,1742,0.843062379799851,4.94071348914258
462.200649878148,293.394259409694,3693,0.851316442148894,0.339693835671409,783.607556368068,696.445460085314,1641,0.845612030346799,0.962318569073871
458.585011185682,291.70889261745,3576,0.507232206324696,3.98914832750721,780.62906504065,693.66412601626,1968,0.972420744880414,4.07519690213634
458.526924087208,291.89939584975,3807,0.794532310373089,0.19916222665516,781.541296060991,691.879923761118,1574,0.628025063421569,2.00388201292531
463.362183020948,292.305678059537,3628,0.294335189332851,4.85229782580434,780.726253298153,693.841029023747,1516,0.626266013070125,2.12372986897207
464.187690432663,293.235831809872,3282,0.253439587955708,1.24364323101867,778.364857302742,691.614997202015,1787,0.77771243314996,3.24521320077847
467.157101295953,292.932557524464,3781,0.365595804682933,2.98485781356778,776.058492688414,695.111361079865,1778,0.753862167196231,4.18854128552674
463.846429735898,287.017932833388,3067,0.24272224814167,6.77815103216602,777.193059936909,697.382965299685,1585,0.969707504220502,2.53917872014921
460.783938268077,289.920548728208,3499,0.283882101119158,4.21948255398035,785.249025341131,693.461500974659,2052,0.772600077804983,8.95971322345042
463.890285013791,291.22923689856,3263,0.334460347387416,3.37076472507776,782.882385730212,695.579152731327,1794,0.969670560139444,3.17575691930099
461.795200892857,290.16796875,3584,0.340226563646132,2.3485458387982,786.030646235843,697.990672884744,1501,0.423757161691194,3.96572485954986
462.199057097957,290.504976427449,3818,0.423626206243471,0.525998107465415,782.763872491145,698.298701298701,1694,0.595196953907556,3.28126381183395
463.020849224511,289.650648360031,3933,0.321083023019027,1.18541922797133,781.95965238982,702.184357541899,1611,0.484236316952474,3.96800887242961
460.248811948405,298.048879837067,2946,0.152040369857906,8.84389521658926,783.276923076923,698.381118881119,1430,0.444521221747095,4.02490079057314
462.610059338796,296.817745125742,3539,0.120650090907775,2.66292732083728,781.860160233066,701.827385287691,1373,0.528799078793965,3.7261198452011
463.765710975963,306.768896611642,3453,0.177963727472188,10.0180310741094,779.030343007916,702.430079155673,1516,0.673846626335571,2.89328626759646
468.062773722628,300.708759124088,4110,0.21391366864243,7.42899822431246,781.570621468927,705.037126715093,1239,0.609637960788619,3.64001533465914
468.400836164097,301.505617977528,3827,0.262774229935799,0.865603977947684,781.233668341708,703.831658291457,1194,0.469276754742889,1.25167548922403
463.998386229155,298.704948897257,3718,0.363383802177385,5.21778810674191,779.042120551924,703.258533042847,1377,0.630177325333436,2.26524927226614
464.93474623536,298.174846625767,3586,0.41211675107078,1.07600115216362,781.276555625393,701.901948460088,1591,0.48146207739821,2.614004940264
465.066742081448,297.913744343891,3536,0.236892027059777,0.292570171044703,780.006277463905,700.202762084118,1593,0.445187633667946,2.12151854760589
468.416042780749,301.309090909091,3740,0.174844949783222,4.76929695784909,781.120411160059,702.729809104258,1362,0.577435032343141,2.76174954239284
