1,,,,,2,,,,,3,,,,,4,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
5.87866252457721,6.59524799403994,3330.42352941176,0.272022106507149,,10.4175863880611,36.9207085762677,3578.3417721519,0.565692717101553,,11.9065798201085,12.7557183931929,2530.94117647059,0.401865814169828,,10.6871777678888,26.2874268604434,2904,0.525811921009932,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
15.3502935420744,594.841487279843,1533,0.385407812455597,0,83.9615906009941,722.911432444645,2213,0.599563073757533,0,132.73040439341,19.7663504742886,2003,0.480173124897947,0,885.890572390572,681.813131313131,2376,0.583118717641983,0
16.0740740740741,594.172839506173,1539,0.445918152745948,0.985366989368148,83.6272217025257,727.001403180543,2138,0.493636658181513,4.10361586661802,132.761782786885,19.4508196721311,1952,0.503316193728801,0.317087197293112,889.962085308057,685.485387045814,2532,0.630519548868531,5.48294442826671
17.1673846153846,596.265230769231,1625,0.464573214181391,2.36081111854845,86.8773996509599,729.581151832461,2292,0.549440635972369,4.14954934945485,136.30509329299,19.029752899647,1983,0.47537932235772,3.56824138330992,893.771965672252,685.341234164283,2447,0.439774841699044,3.81260651559159
16.674812967581,600.208478802993,2005,0.346896546646565,3.9738937937476,86.6640969162996,728.51248164464,2724,0.465016841295678,1.08974952486786,141.80310880829,22.2706257473097,2509,0.611278716052175,6.38211809834272,893.528644804425,682.090478071908,2531,0.553966406627042,3.25984972304392
16.8622516556291,601.068874172185,2265,0.31038890344656,0.880575637356511,88.4021971315227,731.237717424474,3277,0.491377896740054,3.23232152080249,141.783234126984,20.875,2016,0.714142231871177,1.39576725477808,895.063711911357,685.14087851207,2527,0.789153232133924,3.41487538105297
19.3757163323782,600.776146131805,2792,0.337531877640275,2.53045339551834,90.3391455972101,732.893344957861,3441,0.380081018428912,2.54811143556152,139.999481327801,19.2401452282158,1928,0.676442686743625,2.41961240148499,894.591921479804,683.241978104945,2649,0.844890830959567,1.95663204703462
22.0884422110553,602.993969849246,2985,0.359049912530082,3.50394402559293,87.7253474520185,733.90105890139,3022,0.838762843269795,2.8013261387759,123.117738791423,31.1543859649123,2565,0.554579006912454,20.6625836573384,898.054248105305,686.267251695253,2507,0.921422015513128,4.59782404598875
22.6388973966309,605.145482388974,3265,0.240627992960284,2.22081226580113,83.8613666228647,736.582457293036,3044,0.555847980118143,4.70321647203157,131.982595535376,25.5804010594022,2643,0.684969577196914,10.4716279927083,898.840074211503,685.731354359926,2695,0.944617457068483,0.951161722943506
23.5027802165642,606.794849282997,3417,0.273963787741477,1.86190888006755,83.5332330827068,738.281804511278,3325,0.609045606323681,1.73073758505606,136.12650200267,24.349132176235,2996,0.531440846485709,4.32296008220466,896.448146761513,686.020217147136,2671,0.954086798411462,2.40930667119228
22.792440534376,595.185728250244,3069,0.508729371692406,11.6308328857905,82.7766960754487,741.265895953757,3287,0.646657389990996,3.07849800721508,132.321792260692,21.4837067209776,1964,0.721878720852188,4.76303256973302,894.371228844739,680.25680647535,2718,0.573706083322293,6.12621339855843
20.3753765060241,583.987575301205,2656,0.50173456329765,11.4560389309409,82.0325846251186,739.773173046504,3161,0.739117435451609,1.66790992812857,136.309417040359,18.3594917787743,1338,0.961440015106188,5.06575467117141,897.813456746173,675.375578497686,2809,0.617502287290343,5.9728820091592
21.4432924913604,581.891297518065,3183,0.361923026353537,2.35262089930014,80.1459566074951,738.888231426693,3042,0.518052585542248,2.08386346658234,137.731211916046,20.0223425863236,1477,0.916192991148241,2.1878239135493,902.650848631798,680.813647384829,2887,0.7519756347959,7.27825208936977
