2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,8,,,,,9,,,,,10,,,,,11,,,,,12,,,,,13,,,,,14,,,,,15,,,,,16,,,,,17,,,,,18,,,,,19,,,,,20,,,,,21,,,,,22,,,,,23,,,,,24,,,,,25,,,,,26,,,,,28,,,,,29,,,,,32,,,,,58,,,,,66,,,,,200,,,,,279,,,,,298,,,,,322,,,,,376,,,,,510,,,,,541,,,,,600,,,,,602,,,,,853,,,,,886,,,,,904,,,,,975,,,,,1136,,,,,1291,,,,,2254,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
4.97903425239124,2.24124267543404,3464.14117647059,0.696480143357528,,3.56434012623894,13.9080633916865,2512.20238095238,0.212520934386821,,12.4884977697313,3.0648459536024,3896.18518518519,0.519455851743136,,12.0099122305695,2.96836370655245,3195.43636363636,0.352718182455356,,10.9108540812782,4.6760417958356,2368.51764705882,0.438404666088077,,8.19027918844119,14.2592910369385,3671.1625,0.298450709964241,,15.1747368275109,4.21705773683489,3413.36111111111,0.785861394952109,,18.5726354552467,6.45691455816763,3306.45714285714,0.833138291635313,,13.2650019007525,12.9977551397346,3734.98701298701,0.739666691132157,,7.15790531189483,10.9201853175041,3353.39436619718,0.193086250119518,,16.2865639428703,4.2579653756016,3338.09375,0.720733607361599,,13.160145227494,5.47392759924415,3512.53846153846,0.586118859657062,,16.4060647880494,15.8964817958409,3249,0.6663659803584,,19.3912855512782,22.6390877334859,3356.5,0.727479588893217,,13.2262586839067,2.3751293591725,3787.24,0.529235577010294,,8.34833023309068,28.8854849988142,3514.73076923077,0.508572026173378,,10.6154194248015,4.81555210357373,3150.07407407407,0.567851218571002,,11.4825988127488,5.60797814481326,2810.89473684211,0.537426678270943,,10.7709240483785,5.18891245022308,3388.51515151515,0.504972296840284,,17.4403445392407,12.353601653187,4034.33333333333,0.545927222469572,,11.9688055603054,9.68741105993799,2854.86153846154,NaN,,3.24752912125979,4.74555606202679,3183.6,0.746846554755066,,6.98908180053895,12.9499930066585,3297.38823529412,0.676102887463605,,11.0448691355447,11.0195326767273,3732.32941176471,0.750838576471326,,7.47889332473814,14.5503489758863,4818.42857142857,0.455017928569176,,16.1625072062653,5.75872717720906,1996.4,0.257531697296178,,6.70284943081404,15.4818253867863,3106.06666666667,0.56548980109906,,12.841177414721,9.15823518819563,2565.775,0.649324514928074,,24.9520327744265,4.31464329006805,3152.11538461538,0.241087609953241,,6.99074177193771,31.7649719644232,3595.93975903614,0.626196723341343,,12.356141019865,7.86426001587219,3731.32911392405,0.384655530251713,,6.75247092846969,4.78508010880333,3300.58441558442,0.58507758885721,,11.7479949222875,4.00619651669294,2896.77142857143,0.25111161783881,,11.069080012325,6.13916650584668,3378.5,0.725455205992202,,11.6007112078513,8.62827936886063,3046.91428571429,0.697787088115036,,15.7734411912061,6.83362748744772,2787.29166666667,0.622155560103738,,17.0533961500198,6.90230190584416,3597.73846153846,NaN,,9.69185588765853,5.32797939621256,3317.39130434783,0.534266088569383,,3.43528493078153,2.92121266241337,2525.57971014493,0.408593080370683,,14.2683233836329,5.65980429882139,3767.25806451613,0.27914470866356,,7.15944223933597,4.8961440084294,3686.24324324324,0.664473013182054,,6.86255803954572,3.47583859551586,3548.95081967213,0.61100061693981,,15.4052165971973,4.0295281046168,3313.10909090909,0.655167680240105,,9.8707711895642,6.73374856311572,3122.22222222222,0.643104781846697,,16.846596671191,4.04279688677635,3478.3137254902,0.740386435535925,,8.27019570555414,3.09573713283301,3101.68181818182,0.285532450184033,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
164.698880976602,822.810783316378,2949,0.451591128010296,0,148.827437446074,69.2597066436583,2318,0.0640525521728625,0,261.969597907813,776.786531546257,3059,0.339887261418234,0,368.850109068246,699.684948582113,3209,0.223604851462561,0,494.233922261484,909.33074204947,2830,0.0634954971113944,0,507.744751908397,146.797709923664,2096,0.761870702319534,0,502.830976652417,610.866491285761,3041,0.722299174168838,0,562.118372703412,547.576640419947,3810,0.824783304021903,0,554.570626228587,628.415332771693,3561,0.641971023026555,0,596.819111111111,754.539555555556,2250,0.1689530821217,0,595.613118736714,668.215608867294,3293,0.498568092335876,0,630.367685240663,886.594367884961,5007,0.900532312023226,0,601.935923653715,580.701772324472,2934,0.870384421581735,0,630.931938911023,622.034860557769,3012,0.775182158060904,0,658.04571537873,327.206771231829,5228,0.550650571329664,0,674.148520829141,783.768363855907,4969,0.72889619101236,0,651,975.5,4,0,0,701.840217063612,900.671992764546,3317,0.391994179887268,0,778.201162790698,705.809302325581,3440,0.277747549498076,0,771.970229656932,467.872412815424,3527,0.348481643928621,0,795.6120182887,561.898105813194,3062,NaN,0,891.267090620032,333.390898251192,5032,0.140989040904278,0,845.476428175263,893.749584026622,3606,0.875187633450056,0,866.838221153846,742.585576923077,4160,0.494054834347201,0,889.689306614648,204.443163681504,5639,0.353896587287018,0,891.476530612245,542.787755102041,1960,0.117237111717034,0,925.191967871486,698.205354752343,3735,0.887114410300857,0,989.54857560263,896.843438032627,4107,0.427246921317582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.230497592295,827.383948635634,3115,0.423616386861785,6.43812008189256,151.838587162932,67.5947588302317,2633,0.0617606506829572,3.44079552411459,262.177846153846,778.762461538462,3250,0.349021342352649,1.98687359086325,371.904193360513,702.406523005242,3434,0.231304943634581,4.09076987924049,489.322803195352,912.845679012346,2754,0.102786151746785,6.03936025872892,496.997860962567,135.345989304813,1870,0.70752665114653,15.7046989825908,501.515342960289,619.106949458484,2216,0.560841105169811,8.34482132272772,577.536007974084,558.712932967854,4013,0.902409316172361,19.0189507873606,555.858291735996,617.992235163616,3606,0.717883350078233,10.5023352739508,595.046608214121,756.543608675588,2167,0.168468366057908,2.67544303392018,592.945016251354,667.049837486457,3692,0.562187463119715,2.91166512235906,633.340057636888,892.713352545629,5205,0.802882586045936,6.80271790825772,,,,,,626.837084148728,614.196917808219,4088,0.653694062587462,8.84314322339674,661.077079520032,338.911734797641,4917,0.508319789727015,12.0911265246116,678.460238751148,785.714233241506,5445,0.685438094258358,4.73046711274588,,,,,,704.288025889968,902.171815239776,3399,0.387295903814346,2.87075521554721,779.76999448428,708.740485383343,3626,0.272975440309242,3.32461531622756,774.012833675565,465.993326488706,3896,0.379272745148965,2.77546331270839,797.943453382699,564.235947492427,2971,NaN,3.30168037742748,894.439962121212,337.973295454545,5280,0.215976975441872,5.57364133150856,849.025389025389,897.113841113841,3663,0.829998330815614,4.89012769410227,869.145889903727,751.17180942977,4051,0.625688716881777,8.89093491811625,913.359427207637,206.047971360382,4190,0.914475269996947,23.7244603009814,894.421533773489,546.081767394617,1969,0.148085838729544,4.41854734085515,930.8193359375,700.6103515625,4096,0.730738831899809,6.11974517502657,990.359454314721,875.346446700508,3152,0.831089195781584,21.5122792985529,841.974904942966,236.629657794677,1315,0.117237072677358,0,998.332209623046,935.72448666871,3263,0.935634054503595,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.029955621302,819.780695266272,2704,0.89465153300775,14.8874305249432,154.199230769231,65.8669230769231,2600,0.0577129202595284,2.92541529126562,276.151142857143,783.255142857143,3500,0.599288847793475,14.6777793344085,374.876266502917,702.758980657046,3257,0.200837242372787,2.99289912294357,482.647237929535,914.381470204437,2299,0.12195181367095,6.84995081762599,488.440658716638,124.051107325383,1761,0.641945699394237,14.1703941090912,508.783627978478,612.131821675634,2602,0.604069815737917,10.0737468050729,565.230473047305,553.129262926293,3636,0.928263544614805,13.5130885058607,559.235367762128,624.63255086072,3195,0.755777889921789,7.44972717913098,594.863236587511,756.628408091469,2274,0.135939680562428,0.202029934364213,589.372898453262,669.210827168796,2974,0.641863723280408,4.17491340875782,640.477194880115,891.389039120245,5547,0.750906912700053,7.25896232786202,609.835421605147,586.581103962072,2953,0.982600552046403,9.84726400527459,635.472002530845,635.300537804492,3161,0.651692640796693,22.8018550213116,664.420062695925,346.771159874608,4785,0.49848495258392,8.54084884860757,681.105666666667,786.911166666667,6000,0.691773959464168,2.9036078386162,,,,,,710.824089178902,908.716693855356,3678,0.285180731578363,9.24962482534416,775.201324503311,708.905430463576,3775,0.183768152877341,4.5716465605403,783.794599459946,499.120792079208,5555,0.192858762354438,34.5414521743131,,,,,,895.998515494526,341.593431063277,5389,0.284940269899191,3.94137925643728,851.330080847505,897.841092835238,3587,0.830256594773758,2.41671253176767,864.537609899056,760.971996092478,3071,0.829817379077945,10.8295846284781,915.333003952569,207.404150197628,4048,0.962731968313981,2.39462443960036,895.555319148936,548.963829787234,1880,0.125419790742523,3.09705552299567,956.606771835321,692.83916891112,2599,0.822565118595844,26.9329376412109,994.364820846906,890.489064681247,4298,0.492861027338383,15.6633917261799,845.695284159613,241.033857315599,1654,0.0694671061444753,5.76525757757175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.091840607211,816.836432637571,2635,0.979654514817463,4.24780203089781,154.619161676647,64.039121756487,2505,0.0576859818659512,1.87541985538997,278.492193129954,781.404756185443,4163,0.504708481884385,2.98403203981368,376.569361434413,703.586662472476,3179,0.189092464945193,1.88457624803339,469.791964777105,919.340121078701,1817,0.453568314138786,13.7784711167973,477.78590078329,112.817232375979,1915,0.643664006777072,15.4830169216824,527.223153483499,619.887899423782,3818,0.860590853019653,20.0043206054502,564.088565763384,565.4646397885,3026,0.863687382148969,12.38811828236,,,,,,597.997378768021,759.46745303626,2289,0.13613200883137,4.22883239277684,579.562305736084,655.11952528963,3539,0.981188842067836,17.1701053611253,670.923784804153,866.436054742803,4238,0.814855482256509,39.3655467044898,605.74255024255,589.223146223146,2886,0.938279650040006,4.87154834729854,632.377926421405,629.709401709402,2691,0.78157695814144,6.39015725978876,670.404499540863,353.163452708907,4356,0.42620976760014,8.75642004648519,684.804689013757,776.595039720984,5161,0.784426044044518,10.9592536919129,650.199468085106,966.968085106383,376,0.471351007841344,8.56938872374727,723.922058823529,935.939338235294,2720,0.241008855736957,30.2097529921739,771.291925465839,710.619047619048,3864,0.149966564282379,4.26847567519355,782.47643698679,498.195287397358,5602,0.192532751794881,1.61062448192047,,,,,,896.406654343808,345.887800369686,5410,0.305114322999023,4.31372055888168,853.205575894114,899.292312024782,3551,0.859392261973537,2.37139596144456,863.302212101496,762.981457384515,3074,0.811710903103991,2.35884344593077,915.316960651289,206.955223880597,3685,0.918413054589357,0.449212895673531,896.618928392589,554.813219829745,1997,0.124734896322309,5.94530306145994,953.577276524645,690.295321637427,2394,0.933015544353691,3.95588179667747,994.101842870999,880.229873908826,3093,0.895309284112044,10.2625607292106,847.404733009709,235.534587378641,1648,0.086711245143422,5.75883540402232,998.286131860994,938.30756739201,3079,0.965442672235392,2.58349166502288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.207796984185,813.148951820522,2719,0.939208325889925,4.82770120443606,156.418694476632,65.8539976825029,2589,0.0576483646267403,2.55579594746031,282.498369818351,777.053330228225,4294,0.36555531960732,5.91475777355274,379.340760546643,703.022578728461,3366,0.181390467130757,2.82822267679338,490.851155503329,917.84214649432,2553,0.173173637112686,21.1124001927526,471.343331795108,101.884171665898,2167,0.593611767597229,12.6900950216224,515.734610917538,609.382404181185,3444,0.918909512897646,15.5676600869284,574.843102577059,561.846892369884,3958,0.904843010259005,11.3467245697423,,,,,,607.500443655723,762.044365572316,2254,0.13546979375396,9.8462541343578,557.064497878359,641.500424328147,3535,0.859637825690039,26.2988834250077,677.861827284105,866.339924906133,3995,0.786261326193861,6.93870841000836,622.790579057906,590.955895589559,3333,0.940141037151181,17.1358602601678,613.72367994817,646.156786524134,3087,0.853126917114337,24.86960753064,670.504013171435,341.352953282568,4859,0.274173019267849,11.8109186629245,687.046,777.597,5000,0.79412546501858,2.45507623868966,653.25641025641,977.11282051282,195,0.201070302438158,10.5953080137069,729.958849113416,955.152224824356,2989,0.250674557483596,20.1389634313243,773.272207792208,711.627012987013,3850,0.156010869308626,2.22205136645136,779.665298840321,497.055307760928,5605,0.186462655817824,3.03348829732545,,,,,,896.107588856868,350.225552353506,5205,0.323484705706878,4.34804926819109,854.183714865256,899.670820052159,3451,0.778963744896678,1.04882037244509,863.834593286967,761.754762624735,3307,0.92545407275878,1.33723960467609,924.616216216216,214.561526232114,3145,0.642247534175098,12.0138249331564,898.525224215247,555.923766816143,1784,0.177771475447151,2.20619091931826,950.778331257783,690.551266085513,2409,0.962406731376594,2.81062309237529,988.445073969153,880.647780925401,3177,0.907391961827557,5.67218482450907,859.704959883297,198.065645514223,2742,0.721119303849506,39.4362420316749,996.003498134328,961.562266791045,4288,0.379268585598322,23.366460169858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.123140781736,800.296783120028,2891,0.816739846414743,16.2324453773794,155.671949286846,62.4647385103011,2524,0.0556358968397442,3.47054838819773,301.947499309201,764.295938104449,3619,0.246026110275136,23.2598300026388,382.966870376327,701.346091990994,3109,0.129159066555038,3.99490679213339,478.949438202247,921.330524344569,2136,0.259282214919136,12.4024051998388,463.207342511473,90.5073007926575,2397,0.569809420502136,13.9866905481538,506.590283874744,619.580040971613,3417,0.374948283362179,13.6970987137809,589.045029442328,557.450640803602,2887,0.866967406377707,14.8668004130165,553.983025159139,595.097302212792,3299,0.985940987638258,29.9986335607827,,,,,,554.861838101035,660.303712720633,3286,0.939105700509744,18.9318610935544,655.681383210091,876.315137016094,4598,0.708579466164009,24.3202992571879,627.843481032834,605.857507172458,3137,0.638191938645868,15.7349879610954,610.951607664826,653.906138356609,3079,0.825183467735511,8.23023927766241,675.310196266156,355.849210148396,4178,0.538723410585987,15.2722250854304,655.577670634323,776.673346391442,6637,0.220535124085339,31.4818819173084,650.305555555556,965.581018518518,432,0.0548510218456282,11.9033608993991,749.162424242424,985.301818181818,1650,0.632915236115327,35.7459826743621,754.516819571865,719.678899082569,3924,0.512015316042878,20.4107191688966,775.930643127364,478.295922656578,2379,0.420861535348541,19.127524220024,803.464887640449,561.227059925094,2136,NaN,6.28805539539114,905.067375886525,349.290571547768,4794,0.183946188545881,9.00843897264666,855.276155717762,900.119829683698,3288,0.699775755087115,1.1811167027171,854.538496274554,753.34996613231,4429,0.971646729888937,12.5322792716762,897.496639547223,212.410152104705,5654,0.292870904962506,27.2047762229627,899.372389200204,555.615384615385,1963,0.20733657446469,0.901547610213799,950.278721278721,695.448884448884,3003,0.909693698820946,4.92303521868517,987.808870732419,873.776189086665,3427,0.6527523704302,6.90098028954017,,,,,,996.168418647166,959.823354661792,4376,0.39685857592825,1.7467152512126,821.574212893553,417.188905547226,667,0.721785903403729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.329790881042,791.223174494344,2917,0.918481899767234,10.001313841195,154.77844056242,57.6599914784832,2347,0.0552392091098864,4.88712102166388,313.448777808294,757.829442460862,3641,0.294421557628891,13.1945054102918,384.604365201353,699.400553335383,3253,0.118594589365642,2.54293333818714,503.736015701668,917.182204775924,3057,0.0811578204561418,25.131314716473,456.253169141615,76.4433176385368,2761,0.464107809726618,15.6893642132951,520.322048611111,587.356770833333,3456,0.835335877433774,35.0271394946754,587.982810920121,556.877148634985,3956,0.573845263068459,1.2071459963003,569.410820244328,613.73612565445,2865,0.983275046143695,24.1955078574494,615.702631578947,765.321052631579,2280,0.156801337118057,8.83247218009922,517.515771315919,653.386150813208,4058,0.958180912224918,37.9813291902924,684.228400735294,883.109834558824,4352,0.728686965844364,29.3445075658361,630.694620253165,615.479694092827,3792,0.452850377998004,10.0357100388678,589.938304093567,665.613742690059,3420,0.412876620590993,24.0546653729892,687.895611418833,372.785044737963,4694,0.772905316944367,21.1001224596066,686.986258343149,782.82822928936,5094,0.977674019692141,32.0059676521443,,,,,,754.972303818716,987.819135543433,2383,0.560773155636138,6.33179179933269,738.790169351508,707.345724907063,2421,0.680110388945955,19.9858628134199,771.020698576973,451.116688227684,3865,0.55460955790616,27.6191661646166,802.378978224456,556.351340033501,2388,NaN,4.99518205083834,931.75447042641,341.357290233838,2908,0.496733998277165,27.8412996712926,855.711885120684,899.381912618393,3273,0.618501650891684,0.85696073879757,874.131419939577,749.257660768235,4634,0.339714788341533,20.0157343341746,918.047594278283,212.28322496749,3845,0.844112758645292,20.5513466920357,896.679787234043,550.91914893617,1880,0.211578618746365,5.41338479169008,934.046414430268,703.099868015838,4546,0.681566942502329,17.94506436779,992.13700234192,873.343676814988,3416,0.91070138351198,4.34968850543528,841.940246045694,241.804335090803,1707,0.304975235960315,47.2086647090159,996.60004747211,960.138618561595,4213,0.39690321516141,0.534504227337542,854.252144899905,372.140610104862,2098,0.662933422564147,55.652458728023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.364123159304,782.505354752343,2988,0.796687235424817,11.2018842903779,154.278971962617,50.6004672897196,2140,0.0564491420974039,7.07717109118658,319.791913746631,752.749595687332,3710,0.292925661690173,8.12651319907656,388.052214144085,691.285525446134,3026,0.100685719767397,8.81710496564433,508.054427772874,916.991173874669,3399,0.073739962229194,4.32263526358316,448.517254901961,68.5286274509804,2550,0.673750287013524,11.0673705046995,523.090384060064,583.254114929252,3463,0.939115723332151,4.94928950711313,579.888494528246,563.29074238391,3381,0.945281162770276,10.3272524239526,,,,,,623.93981275078,765.924654480606,2243,0.166212267190733,8.2592668469875,531.17593495935,639.343739837398,3075,0.912226004786178,19.5905430445112,713.936675461741,920.775725593668,2653,0.492380776440854,47.9718764972854,618.56527458073,599.363696152581,3041,0.556554039311622,20.1704342058223,583.355089820359,644.545808383234,3340,0.805665640087384,22.0725296720531,692.661752491694,379.10153654485,4816,0.485299247270106,7.91291156736204,687.457309941521,789.240740740741,5130,0.614191866001132,6.42978947730154,655.233333333333,962.716666666667,60,0.255724302087915,5.69978116758595,780.808423913043,1012.75407608696,736,0.644499106048973,35.9062161949375,734.683405256964,709.403295409965,2549,0.804770750869301,4.59337650347185,772.550964187328,449.753673094582,4356,0.706782098465003,2.04927379608015,802.871688741722,559.009105960265,2416,NaN,2.7030507533698,933.020487460261,344.499116919816,2831,0.523086849678021,3.38731074079862,856.759888751545,900.374536464771,3236,0.648068218486928,1.44347279527398,870.46470350948,766.776522791448,2479,0.755900901254832,17.8984730065762,918.318204740292,211.878214826021,3966,0.998974259698942,0.487096742795027,893.684736091298,539.868758915835,2103,0.161987363266756,11.4490807905783,940.960243667842,701.817249118307,3119,0.830350953030053,7.03179535841566,997.766273085074,872.904632152589,3303,0.785679475352633,5.64636602739402,846.062385321101,233.498470948012,1635,0.234882960102667,9.27250836420983,998.781382228491,948.957122708039,3545,0.660300556295162,11.3922811957253,847.653040877368,376.569790628116,2006,0.52413300013179,7.94769236997969,889.800922874094,720.983520105471,3034,0.779996595297525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
