1,,,,,2,,,,,3,,,,,4,,,,,6,,,,,9,,,,,10,,,,,11,,,,,13,,,,,17,,,,,19,,,,,20,,,,,22,,,,,23,,,,,24,,,,,26,,,,,27,,,,,28,,,,,29,,,,,30,,,,,31,,,,,32,,,,,33,,,,,34,,,,,35,,,,,36,,,,,37,,,,,331,,,,,762,,,,,1174,,,,,1509,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
1.5885735646062,11.0375298299099,1127.97647058824,0.714676239033642,,3.73202060943756,33.4310792050643,3490.96470588235,0.55354063268607,,4.06311786015651,16.8359596876661,2446.69411764706,0.558687379694987,,2.03827393239907,5.14976410934618,2210.98823529412,0.701081853506247,,3.44245694414196,18.3501057245341,1094.50588235294,0.718214951261985,,5.56392584301423,22.6504739102145,4067.71764705882,0.779315586412279,,29.0911534003268,25.3513541952239,2889.35897435897,NaN,,11.6797915912218,12.93555891811,3631.21621621622,NaN,,8.75036804344839,26.6285184964231,3845.94117647059,0.631620655118643,,15.8521585808754,12.8420890530148,3553.34722222222,0.521090562315148,,2.68814917390667,2.71375964740313,1059.50588235294,0.845627918069989,,1.70930981092524,26.5489398164903,3165.16470588235,0.437398792008105,,19.2729189547208,4.87451347958483,3047.625,NaN,,2.5112462944674,16.0164623618663,2463,0.928641466829772,,18.3640835911829,6.64221784920647,3288.72058823529,0.578329044413393,,2.09449293766287,9.88820025267704,1705.6,0.489635468426702,,1.24459500325228,16.5396352248754,788.035294117647,0.84697717748138,,2.09654884048997,12.7986616905359,994.952941176471,0.801166287518737,,1.26894425865056,7.87915547883952,1305.25,0.809065549343475,,1.81581339822675,26.9893418303936,2192.85714285714,0.739658940031646,,1.4460774428606,13.8535049302507,1849.81176470588,0.70701014604718,,1.44853217982052,10.5567907596984,1237.25882352941,0.789466272435612,,1.56577610687131,4.66441341678325,1265.50588235294,0.764609667570765,,2.59868791870216,6.29062965400916,1266.85882352941,0.772083312720398,,1.0685439904294,6.39741022715325,845.905882352941,0.802871248711058,,1.98496517934691,7.52553709732507,1833.15294117647,0.644045165530466,,2.43602185043707,13.5321754620084,1878.49411764706,0.546078568458543,,1.10498695898534,12.9723230687339,865.649350649351,0.62502857132193,,12.9905083337505,6.26713520602457,3269.44262295082,0.682513484600146,,25.0034061207561,10.3711301966249,2110.58620689655,0.503874724617735,,7.94461494962766,14.6932380085794,4396.64864864865,0.594282222657952,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
94.075908766928,749.689593727726,2806,0.188616201123187,0,183.158227848101,37.6095211887727,3634,0.391029308609243,0,228.078334052654,114.101208459215,4634,0.915338773891438,0,222.538945162417,363.676912329724,2863,0.401486129850903,0,248.387835703002,195.813191153239,2532,0.84754761873348,0,298.827475247525,101.745544554455,4040,0.963336861425611,0,322.338108882522,203.798153454314,3141,NaN,0,330.321321321321,40.0780780780781,2997,NaN,0,362.211951968724,359.617983803407,3581,0.776084743993786,0,394.247751605996,205.214346895075,4670,0.903785686873531,0,386.427333595904,546.753840094525,2539,0.149409284758126,0,402.424420229114,623.591506007265,3579,0.952529812602579,0,439.920317062995,252.40675844806,4794,NaN,0,445.558277027027,65.7390202702703,3552,0.949121414751995,0,491.733998825602,349.087786259542,3406,0.983973875576085,0,542.699357601713,425.118201284797,2335,0.555683804312393,0,549.487119437939,95.885831381733,1708,0.415632768604073,0,578.992474546259,529.641434262948,2259,0.537425453596469,0,606.854623196152,464.248530197755,1871,0.855553259115499,0,668.144202898551,288.253985507246,2760,0.32779581357506,0,647.596627756161,621.456982274103,2313,0.261717545807729,0,672.110393802453,168.922853453841,3098,0.717306380856004,0,716.290201433937,80.3888699214749,2929,0.563729770840607,0,747.741339491917,293.043187066975,4330,0.412109208458869,0,888.895676046671,117.054907343857,1457,0.345868990195204,0,985.501788451712,783.908533469596,3914,0.418240809030367,0,994.417114914425,37.9051344743276,2045,0.832740009892999,0,,,,,,,,,,,,,,,,,,,,
96.5531208499336,752.34561752988,3012,0.202568754798877,3.63194743103449,188.999306518724,39.6789181692094,4326,0.512177744615645,6.19682208063491,228.718541748334,114.025480203842,5102,0.829305213198694,0.644670972100746,224.215648237957,363.825735531846,3093,0.427911116135127,1.68329484910219,251.848879248012,200.203904555315,2766,0.743472157470948,5.59081269580954,296.273057371097,100.881384652626,4131,0.94803095143765,2.6966317923189,323.94124390943,205.952421897392,3489,NaN,2.68531458852424,315.154896421846,31.9192561205273,4248,NaN,17.221696198878,370.561235748437,368.146745126885,2719,0.81034533090437,11.9352548924199,396.608075435203,199.477030947776,4136,0.955980218897257,6.2038635428142,387.845212383009,527.227501799856,1389,0.174450834394812,19.5777492948704,408.589317297488,632.823134064379,2827,0.610439070643646,11.100851879408,441.390513833992,251.417588932806,5060,NaN,1.77198613859036,442.974205875328,68.8141867685694,4187,0.968329017245011,4.01672412661144,496.789556464297,352.507392261718,3179,0.799227279367709,6.10347181924215,546.139890710382,425.741712204007,2745,0.713063406268601,3.49657460069505,549.88906128782,96.4072924747867,1289,0.394127875487692,0.658391162041525,580.406374501992,531.600796812749,2510,0.738166293722607,2.41623978246829,610.992633517495,467.761510128913,2172,0.899286701439298,5.42808966545937,666.572674418605,292.052688953488,2752,0.31298031370402,4.11094266996906,653.7970735464,632.430111667308,2597,0.305119316426021,12.6037731127517,675.726460071514,172.211859356377,3356,0.548671412030735,4.88809728720179,719.664866949479,78.0042421905129,2593,0.496636276727948,4.13216852960605,751.554172924265,299.053422012444,4661,0.396533707125967,7.11762761617738,891.641092327698,119.195058517555,1538,0.357659167222363,3.4810282392433,983.719355650642,786.874653913919,3973,0.37370996108723,3.46048221792255,996.13353115727,42.446587537092,2022,0.697437486640321,4.8549851328292,,,,,,,,,,,,,,,,,,,,
100.777889784946,755.233870967742,2976,0.239912742706678,5.11768311597804,190.942312393058,39.8919579564899,4091,0.434798017513124,1.9546502957462,237.587698222009,117.838779432965,4162,0.698002628139751,9.6541797976502,227.093086719224,366.609157064888,3298,0.520189878445566,4.00338452363461,253.851838755304,203.936704384724,2828,0.700103749386102,4.23622961538847,297.390072910824,103.671901289961,3566,0.744109437383294,3.00577890391708,320.693321353699,211.50164719976,3339,NaN,6.42984466254619,307.459988808058,30.2283156127588,3574,NaN,7.87850766233908,368.402626521461,379.133247918001,3122,0.700344303449554,11.1965547099988,381.060832137733,189.731133428981,3485,0.990265542327456,18.3493676348141,390.574193548387,493.958633776091,2635,0.0467289204567271,33.3806069115538,403.717599821548,616.89605175106,4483,0.374063405103719,16.6554970559466,470.694850382742,261.201461377871,2874,NaN,30.894470388464,454.228187919463,64,3427,0.830871516501943,12.2404455022019,502.324643726104,361.649982620786,2877,0.854714284574395,10.6875698579957,558.761344537815,434.24,2975,0.395182208902319,15.2158467454668,553.365217391304,102.460869565217,1150,0.401281553291074,6.98064874102536,598.250909090909,510.191590909091,4400,0.51887621689086,27.8708003494748,,,,,,671.385330578512,293.516184573003,2904,0.38658736887673,5.03025632963529,658.12550744249,639.246617050068,2956,0.285879291328078,8.0746569974215,679.680806257521,176.809265944645,3324,0.459640482515175,6.06407462822195,723.539270253556,80.2316017316017,3234,0.416045859299396,4.46901907446356,754.849728555918,302.855808903366,4605,0.367196396394797,5.0317822875769,893.833981841764,122.885214007782,1542,0.431915999716129,4.29255308213542,984.348897535668,789.210894941634,3855,0.368951684185921,2.41957540171467,996.654986522911,47.2528301886792,1855,0.735795901428702,4.83444765451984,,,,,,,,,,,,,,,,,,,,
100.750687082843,756.837455830389,2547,0.261632557625914,1.6038155750308,203.149625468165,39.5067415730337,5340,0.781170018651941,12.2133895449117,251.895769321673,123.264712833845,4231,0.753491847007841,15.3023413850251,229.060929432014,367.217555938038,2905,0.520132682592093,2.0597461326899,280.626736566186,210.303014416776,3815,0.186958284014307,27.5213563656913,316.554831199069,89.3713620488941,4295,0.885509054996227,23.9122015471624,326,182,1,NaN,29.9751234485238,,,,,,372.148148148148,374.509090909091,2970,0.497596689803927,5.95077812550925,379.163733438798,207.09175400435,5057,0.691470282125615,17.4639666237493,387.179971988796,463.759103641457,1428,0.934386198736057,30.3896752261075,403.475855602438,610.655883731833,4266,0.275982685845854,6.24484885130532,,,,,,450.928620689655,70.1462068965517,2900,0.938383669603925,6.975887263943,504.995140576189,359.146476917737,2881,0.60296461530474,3.66047732290641,549.465974212034,429.528653295129,2792,0.819567510392754,10.4211658305059,553.568414707655,100.164556962025,1659,0.236589256887753,2.30528538817886,582.676113360324,536.191902834008,1235,0.768431948511082,30.3082576576491,617.339748953975,470.384937238494,2390,0.912262813124585,6.86791410570028,670.370702541106,295.709641255605,2676,0.324880539668932,2.4167586293929,658.612972972973,640.972612612613,2775,0.265424453463415,1.79351145112984,681.970800412229,179.874613534868,2911,0.37571684527437,3.82628136412922,728.017710049423,83.1742174629325,2428,0.320491057140209,5.35867617490403,754.443391521197,301.914713216958,4010,0.409297976273921,1.02507115692613,894.976608187135,124.363304093567,1368,0.440573989019354,1.8682465754903,987.831553565277,789.586634516018,2903,0.2869031866603,3.5028664331276,996.456906729634,49.5419126328217,1694,0.641241529623265,2.29763662065739,,,,,,,,,,,,,,,,,,,,
94.4854260089686,759.095665171898,2676,0.18724963510951,6.65980523393001,194.825775656325,20.4897374701671,2095,0.508231499794909,20.7589238819964,250.540389150943,127.278301886792,3392,0.365813985391254,4.23626633878752,248.773532152843,395.261882572227,5365,0.865979472045422,34.2793080792821,285.754751366832,209.549336110388,3841,0.201456990419993,5.18310397205756,303.41762086514,101.014631043257,3144,0.645438989674124,17.5542589770397,329,178.5,2,NaN,4.60977222864644,310.281864971238,31.0926430517711,3303,NaN,2.95127887570009,378.228726020659,364.320216428923,4066,0.551334200756548,11.8653525205234,381.150600218261,201.931793379411,5498,0.859087867697135,5.52927058935117,389.753775443204,457.967170059094,1523,0.387068534306487,6.33805639328229,403.779488517745,612.371607515658,3832,0.272636450695752,1.74238372628968,,,,,,459.831268221574,64.0922011661808,2744,0.922562826762069,10.7660632759125,500.22780975462,358.304453196001,3301,0.996554712793789,4.84112043955195,550.937797292353,430.372850347603,2733,0.934364961721576,1.69674153693602,556.586230876217,99.2329624478442,1438,0.287229100077576,3.15833544229953,586.120033812341,535.816568047337,1183,0.573725419904319,3.46431295957944,619.144459398834,470.961417676088,2229,0.973417434944292,1.8945473033711,667.50018175209,291.477644492912,2751,0.67754131374227,5.11367638784688,660.521626617375,639.973382624769,2705,0.277781677001032,2.15439534507845,681.676213206046,180.788385043755,2514,0.271873803223377,0.960083325811339,727.941979522184,85.6561433447099,2344,0.404424484760851,2.48308098848842,754.909582522172,306.420073545317,4623,0.404387031584894,4.52941560664769,897.378461538462,123.050769230769,1300,0.427536840630788,2.7370873729827,988.186774941995,787.65777262181,2586,0.349514238471689,1.96129815005421,998.875,52.73974609375,2048,0.985981551730119,4.00915376457696,,,,,,,,,,,,,,,,,,,,
97.8137882018479,756.701137171286,2814,0.247053523294117,4.10021453496065,191.762757044935,22.6595582635187,2626,0.662765239938365,3.75369222086447,250.229512977544,121.670749489647,3429,0.943724301173369,5.6161630925319,248.717334331711,398.801759640584,5342,0.747444445554622,3.5403231284979,257.55223880597,203.0921108742,2345,0.656876487629375,28.9322911726051,327.666100975817,109.336656767077,4714,0.908758350702605,25.6367880169456,325.263578947368,212.736421052632,2375,NaN,34.439706281785,318.637695555004,38.7042463372237,4027,NaN,11.3029380835119,379.797216699801,359.504224652087,4024,0.75113860406746,5.06497184642726,389.994280872696,202.283838169879,4721,0.684128048702073,8.85068489169786,385.423049894589,452.768798313422,1423,0.35186557351911,6.76596279797827,405.030524393426,613.145316984086,3833,0.278345540433625,1.47095788647197,,,,,,456.72025383395,69.3339502908514,3782,0.926489056637629,6.09543635894836,502.026058631922,357.137459283388,3070,0.911485310824763,2.14372895133579,548.093404161133,431.562195661797,2259,0.988308777905328,3.08303658124964,556.699767261443,97.2459270752521,1289,0.306061535115076,1.99027638349611,584.709338929696,534.87722980063,953,0.669075732319093,1.69482046059478,618.044022011005,469.683341670835,1999,0.910849350907869,1.68654698118137,665.151894334376,290.86687521724,2877,0.479167356243808,2.42641564953301,659.60379403794,638.668834688347,1845,0.255371469672694,1.59507428112145,679.757551020408,178.932244897959,2450,0.282384532213319,2.66955442413742,727.404044572844,84.9698720594305,2423,0.308772462693645,0.871976081507595,755.287137480629,304.408235554572,4517,0.446725034506379,2.04695868245099,897.389580093313,121.108864696734,1286,0.434307079897631,1.94193636393378,981.233121019108,785.305732484076,2355,0.358746354100354,7.34066725092429,998.89331366765,50.9572271386431,2034,0.925043308754446,1.782613030284,,,,,,,,,,,,,,,,,,,,
94.90625,759.123161764706,2720,0.262813965351781,3.78417514477509,187.750615932111,41.8707911305776,3653,0.620029883934419,19.6257164093845,260.368710237131,120.173799884326,3458,0.578394680517167,10.2491062629715,234.039924552028,383.870480980824,3181,0.203209855031329,20.9372739451955,282.253378378378,209.983952702703,3552,0.188846812465346,25.644566285369,341.878844361603,111.154892823858,5365,0.885251239832729,14.3285748387058,396.989886219975,267.71396965866,3164,NaN,90.3725290433578,313.422849462366,41.4935483870968,3720,NaN,5.91395178331116,379.183486238532,366.195107033639,3270,0.702687524211227,6.71897106131943,377.664427796435,198.407129940584,3871,0.600971002202628,12.9249426914505,393.70818815331,473.20818815331,1148,0.745487756526896,22.0547539771595,404.898010735712,614.159141143038,3167,0.295829605557786,1.02244769780925,460.908316961362,274.711525867714,3054,NaN,16.6822683987377,445.578399346672,77.5204164965292,4898,0.817994979099919,13.8260316198244,502.153201475025,359.74153536708,2983,0.990668681687393,2.6071780821823,546.571919489445,435.266077565047,2037,0.857049210428515,4.00420488479296,555.57905982906,90.2425213675214,936,0.778432465063594,7.09250848826245,585.95067264574,532.438340807175,892,0.57813194158502,2.7366199803741,617.512553582364,471.338640538885,1633,0.886281130148559,1.73852610944179,668.474034067304,293.957208142916,2407,0.429964708933705,4.53726459407161,657.286175710594,635.142118863049,1548,0.474299540070789,4.22008047596923,679.057531840141,180.374615722442,2277,0.368262355720206,1.60326555756096,727.887595163457,89.4961934617107,2233,0.481652836507294,4.55207717535886,753.601043997017,300.677355207557,4023,0.442901012303972,4.09418849092472,897.667817083693,121.948231233822,1159,0.448988043649622,0.884280502102867,994.793435200905,788.840973401245,1767,0.471035320683465,14.0135666070945,1001.52278679937,50.9125196437926,1909,0.867311736274569,2.62985317281033,,,,,,,,,,,,,,,,,,,,
100.169750603379,757.891391794047,2486,0.230422642605656,5.40570956141634,185.233191210233,43.1669399803214,3049,0.636659446348938,2.83150650202563,250.508928571429,120.07913961039,2464,0.741503295391752,9.86023605512508,234.560628742515,380.534056886228,2672,0.290937530505491,3.37681189778059,264.024082568807,206.141055045872,1744,0.274802073201858,18.6299513717488,362.276336855588,96.9071405699648,3123,0.588550730626927,24.8808388992511,330.337420304071,210.516920058852,2039,NaN,87.8296857309281,341.493617021277,29.1029787234043,3525,NaN,30.6837776021341,379.104098115465,361.160035895902,3343,0.700577273758603,5.03569695634663,397.908582089552,212.707089552239,4824,0.61383360081739,24.7853712487528,393.692589204026,468.83440073193,1093,0.852870926580851,4.37381523782584,404.596383224317,616.584840323201,2599,0.325621007634246,2.44438042625874,455.402675402675,259.839748839749,3663,NaN,15.8581789919986,451.955592105263,74.8984962406015,4256,0.913477984194778,6.89514708390406,504.050821256039,333.310724637681,5175,0.368527441216946,26.4988436850857,542.77856197618,431.65372739303,2267,0.511836469673441,5.23819004893022,556.43006993007,90.4358974358974,858,0.852403567028765,0.872704128466177,585.382899628253,535.151177199504,807,0.764750846507216,2.77161460000007,616.109443954104,473.33627537511,1133,0.949323276594303,2.44115988165745,,,,,,658.498461538462,630.433846153846,1300,0.791241706341966,4.86183800971121,679.681655595299,180.561062851303,1957,0.365002381600227,0.651377765673346,727.133687258687,91.8542471042471,2072,0.588238595243398,2.47564014144906,725.261347517731,299.462588652482,5640,0.345036862390629,28.3657197039211,898.658396946565,124.333969465649,1048,0.498997847780031,2.58321415595505,993.558139534884,790.706131078224,1419,0.708419144129241,2.23713400190647,996.596669080377,54.0347574221579,1381,0.729099791142504,5.83223838042022,,,,,,,,,,,,,,,,,,,,
