1,,,,,3,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
4.02297797557268,20.0435095780626,4104.67058823529,0.503329566592749,,11.2861844943708,4.50561643122124,1935.05882352941,0.499815861263304,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
183.982159923543,157.761070404587,3139,0.39266180794571,0,1008.82011173184,107.86312849162,1790,0.256609023100975,0
186.777812795462,158.245824141191,3173,0.377064459210248,2.8373687045256,1004.83544303797,94.8919182083739,1027,0.556468206506636,13.5694465919613
193.541589648799,162.192236598891,3246,0.301671714068801,7.83089066505349,1008.1949339207,96.9702643171806,908,0.696407874116059,3.95040523733195
193.584125038308,162.596077229543,3263,0.289642575614486,0.406074518194025,1008.1147938561,95.1867421180275,1237,0.911381875991833,1.78532178187193
193.212161269002,163.3575677462,3026,0.345235671444138,0.84748147627777,1006.3097991479,93.8216676810712,1643,0.933123524706421,2.26305857526341
195.660039113429,163.052477183833,3068,0.371798419645393,2.46681701641639,1004.94788441692,99.1418988648091,1938,0.995628219276146,5.49178218640042
197.904274533414,160.612281757977,3322,0.383488041994798,3.31528978170569,1001.32327802916,99.4459527400704,1989,0.548574397206452,3.63733696889401
197.69751762182,161.758197977321,3263,0.521626188399446,1.16441934123753,1006.12685185185,125.468209876543,3240,0.251577161409002,26.4619006865863
196.438672831112,160.474843622518,3677,0.821647939926053,1.79768979723563,998.524575902566,105.884732492388,2299,0.407503208621681,21.0073126807025
195.783741120758,158.691133912128,3801,0.876018239259926,1.90014627757116,995.638019617001,107.715553479682,2141,0.285852545094611,3.4182031357501
197.044270833333,161.057552083333,3840,0.978011633755767,2.68120683970763,1003.36291486291,141.60101010101,4158,0.185441861988974,34.7548295492327
200.457157258065,162.650705645161,3968,0.679754171729555,3.76642164656049,1000.53524672709,143.094914400806,3972,0.194697941906769,3.19803957813357
197.050935550936,165.080561330561,3848,0.801103706020488,4.18408233307944,1003.09971509972,150.293885601578,4563,0.156258711820499,7.64209947486584
198.562567421791,161.429881337648,3708,0.988115519083701,3.95126502827136,1000.36932668329,143.778054862843,4010,0.243595237940271,7.06477679197177
198.638867829164,153.85190801112,3957,0.798731157790429,7.57835744008866,1003.41943542343,145.476642518111,4003,0.224581522021519,3.49118366020941
197.226141580092,161.146170572602,4139,0.72895065271679,7.42980899960839,1002.48295574846,152.130002117298,4723,0.222413896496282,6.71894248656138
198.014921661278,169.925640387963,4021,0.762860751319222,8.81483206052808,1000.83082706767,144.76015037594,3990,0.344398268819942,7.55276398860131
198.966794995188,169.326756496631,4156,0.678604361956864,1.12459982176084,1000.19571045576,137.843014596366,3357,0.320901653330171,6.946232108401
199.796784031051,166.814804546715,3607,0.754762509939366,2.64552157397044,997.380621422731,120.955437448896,2446,0.375549253647522,17.1206012796176
197.775403608737,160.479582146249,4212,0.934375525224541,6.64988884682132,1000.1180476731,130.349602724177,2643,0.567450182324804,9.78487831786865
198.091352859135,154.493026499303,4302,0.894010985694128,5.99488719183357,998.533898305085,126.763983050847,2360,0.482320680616447,3.91997419148996
196.342674634247,147.890995260664,4853,0.798922827534516,6.82969194108827,997.040218470705,124.358490566038,2014,0.256825929156096,2.83151435491834
197.459185740328,145.897913712781,4937,0.99513335128861,2.28450675343988,991.119387755102,119.495408163265,1960,0.127247970827566,7.66197147077589
202.56448390677,146.894339622641,4505,0.542437508712793,5.20162801074033,987.431969552807,118.588962892483,2102,0.103388555936258,3.79719581106117
200.438636838804,141.186493832323,4783,0.657471658883127,6.09087262405307,975.652233993551,114.550437586366,2171,0.0961153637129488,12.4527850898561
198.677591648458,141.686574411265,4119,0.728882031701857,1.83067221202345,962.680818414322,112.732480818414,1955,0.137863849005049,13.0981902925254
202.332950103472,145.533455966889,4349,0.602672536014906,5.30661315130854,951.732387475538,104.954990215264,2044,0.144392629594641,13.4297244984182
200.588249174139,145.171307220387,4238,0.597584569962503,1.78189030173281,930.639705882353,99.1905637254902,1632,0.262421433427005,21.8661800401329
197.890535372849,147.16276290631,4184,0.544843147823149,3.35314113968733,931.087608069164,97.4881844380403,1735,0.270010344583105,1.76031576919842
201.600364014561,149.698647945918,3846,0.367819515730288,4.4937224530418,922.034907597536,92.6789869952088,1461,0.41411508045058,10.2508422031147
200.846552129913,150.295363614968,4249,0.538288841817888,0.961406234183208,910.996040723982,83.6283936651584,1768,0.478332863298876,14.2747967228259
202.290547024952,148.500239923225,4168,0.414297449820601,2.30382081021038,899.546706586826,71.9077844311377,1670,0.534695830606289,16.3847469617582
198.9242355089,151.625057051575,4382,0.717481101853318,4.59309648371707,905.96711409396,76.1006711409396,1490,0.514102014396829,7.66824174885535
196.583231781623,153.34974408969,4103,0.824652058029888,2.90772141557076,935.359388275276,97.4978759558199,1177,0.387920016905106,36.355826980549
196.141518061271,154.161179698217,4374,0.957915341329787,0.923871613121459,927.277185501066,91.817697228145,938,0.430058209202186,9.87858451711472
197.293095458758,148.813253012048,4316,0.729071226624537,5.47050732044446,929.001026694045,92.2535934291581,974,0.469684328603142,1.77809841028814
201.608636671942,147.345692968573,4423,0.395913993129033,4.55824839646696,937.427703523694,96.8092345078979,823,0.447944324198622,9.57928744895144
206.641038197845,148.15181194907,4084,0.246654508848007,5.09655696805485,941.823841059603,98.8609271523179,755,0.432467576229609,4.85133671700833
198.02243293247,140.751156336725,4324,0.573191305767817,11.3600202558305,950.637444279346,104.15750371471,673,0.488318813720758,10.2826711022166
193.136560693642,137.682803468208,4152,0.991380004845383,5.76944857502783,957.132581100141,107.218617771509,709,0.487665309393508,7.1803357574403
194.905063291139,143.395117540687,4424,0.44809748620062,5.97981049030806,956.932416953035,106.461626575029,873,0.441777619156587,0.783007890979087
198.320576316974,143.525889239081,4442,0.334702180591438,3.4180155743867,966.739972337483,109.182572614108,723,0.479460354624756,10.1780002931117
206.028727196477,146.474942335919,4769,0.205569017456186,8.25302999807656,965.372950819672,107.560109289617,732,0.556487086958034,2.12158786513159
206.641545281824,146.945324044754,4737,0.169165256720405,0.772531525398231,960.41768707483,104.608163265306,735,0.548924204299419,5.76789598652711
209.659716430359,148.770850708924,4796,0.184039830657563,3.52730841909848,960.94180704441,104.715160796325,653,0.557694384280113,0.534930102122827
212.972990633849,152.62056196907,4591,0.175459489518703,5.07917933666523,958.707390648567,104.122171945701,663,0.549633264914019,2.31176391679107
206.406655652584,153.486901109275,4237,0.285225699477213,6.62323928240779,956.845833333333,102.401388888889,720,0.543228740928721,2.53505226110098
204.711052515931,155.587123709075,4551,0.404328098095766,2.69926007745432,955.558394160584,101.215328467153,822,0.573831113138806,1.75049677164433
203.382201300157,161.118359112307,4461,0.455380412008873,5.68862115451778,952.454545454545,98.1146853146853,715,0.588913441242341,4.38723885250427
198.793835157472,166.123743578289,4477,0.568984425901437,6.7902118900399,919.486757990868,70.7305936073059,1095,0.65536702655484,42.8574787976195
196.545345489443,167.227687140115,4168,0.493072928949355,2.50487468247949,905.245949926362,58.2142857142857,1358,0.750377472169895,18.9593928595553
197.470483005367,166.000223613596,4472,0.467829293659263,1.53705762166044,913.906065088757,65.7751479289941,1352,0.695877915584819,11.4962703541518
198.968828787532,168.019023607609,4363,0.384949586346216,2.51407905578981,918.582165605095,69.5484076433121,1570,0.675421750634445,6.0086108969206
194.526769087523,165.659916201117,4296,0.432036115469967,5.02964035829634,919.779274004684,70.2857142857143,1708,0.665521340099023,1.40594793833038
198.584716657127,166.464224384659,3494,0.287457213746822,4.13688894360985,938.607987388334,82.6053599579611,1903,0.632803510983945,22.5009803602724
198.480231679678,161.898010576681,3971,0.329388790021592,4.56740907415635,940.100701402806,82.2034068136273,1996,0.637859649300585,1.54588533185331
200.794375165826,156.464048819315,3769,0.283524769376881,5.90620017058305,971.186995728524,99.1518747033697,2107,0.24603885351065,35.406330771697
198.973734939759,160.184578313253,4150,0.375999784120856,4.14210943216545,971.27534965035,100.886363636364,2288,0.326750545515309,1.73673782540152
201.292030712205,154.018268467037,3777,0.321875477457889,6.58770615678017,979.850206138342,101.793861658268,2183,0.4058326800041,8.6227441368407
195.180460042684,151.206782072563,4217,0.5379510809977,6.72723953749695,990.670255720054,104.55091969493,2229,0.339793578551342,11.1657889093531
201.038230343833,151.389757153162,4159,0.344717966388882,5.86062733682453,993.684676292501,103.579413134606,2147,0.353730594267648,3.16710536363194
203.049835567923,149.969643308879,3953,0.287557762861506,2.46237261768211,996.683918669131,110.240665434381,2705,0.929488587448628,7.30532251410042
200.956497948016,152.184404924761,3655,0.333804142103235,3.04749592388529,996.719884488449,106.950495049505,2424,0.719152124356243,3.29036695547368
200.445159692993,161.128001980688,4039,0.458683084513035,8.95820267184486,995.742094455852,109.641478439425,2435,0.769957825742681,2.86312153997547
199.293858575973,166.078052361145,4087,0.559589325218864,5.08217404573218,991.6,112.786218487395,2975,0.801661415655221,5.20060923839759
199.224120603015,163.224874371859,3980,0.410971289615668,2.85403013708986,993.936425429828,112.211115553778,2501,0.891484564730514,2.4061644111327
197.068137730359,159.479873908826,4124,0.488677002880286,4.32126030404367,990.604202401372,108.236706689537,2332,0.69354174163674,5.18648591355788
195.747470101196,164.26264949402,4348,0.631131240774638,4.96176433187282,989.213652482269,107.86835106383,2256,0.631712377283139,1.43851136405193
199.621389353068,164.660539508236,4189,0.599869001475637,3.89429927373772,986.423095125414,103.685754850923,2113,0.600396921684114,5.02805344463672
196.557088804807,163.805920320499,4493,0.583376101963223,3.18124375144625,985.135767256132,107.110096976612,1753,0.609382437963101,3.65832366484917
199.413531998046,165.483634587201,4094,0.412155203436651,3.31270174885915,951.3125,81.5525862068965,2320,0.665714891591285,42.3933929359735
199.934226552984,161.878928136419,4105,0.344476140444609,3.64211908315064,955.237066800603,87.1582119537921,1991,0.582010389207837,6.84289884381255
200.168671328671,161.37034965035,3575,0.309115154441091,0.560014668861095,959.431456548348,90.8200734394125,1634,0.69042277194895,5.56795607883692
198.744897959184,160.031519274376,4410,0.349281086050846,1.95437902754069,940.690242643263,73.9881259679917,1937,0.74723234157303,25.1902273573863
198.62769305253,165.408375695957,4131,0.381533095636404,5.37813368822684,923.429221435794,60.8832153690597,1978,0.761784111334383,21.6721372949393
199.935912938331,163.186215235792,4135,0.344176051295905,2.57865010816306,922.193476318141,54.8972296693476,2238,0.968937513766897,6.11220834011398
200.548766816143,165.578475336323,3568,0.357879212061024,2.46951377079402,927.337655860349,62.2957605985037,2005,0.789448708984138,9.01115104035833
201.211776108553,164.661497455779,4127,0.334544603417158,1.1315607607321,894.8641285365,49.4355571079287,2863,0.418171400256561,34.9272788901707
196.545844248631,164.52274351036,4199,0.421612906803413,4.66799451357991,927.512834516658,65.6772255598034,1831,0.826250347036388,36.4654603190387
200.718399219131,163.708394338702,4098,0.296639315221947,4.25127975499489,878.876923076923,42.7685618729097,2990,0.347474509167779,53.7611267877906
201.188789128852,162.973550109197,4121,0.295078218623284,0.87250370131254,814.439830508475,18.5118644067797,1180,0.933200658469541,68.8514797999154
201.188116591928,157.078475336323,4460,0.308660614461036,5.89507481123696,809.852617970265,22.9211376858436,1547,0.415422815333758,6.36272030818374
200.373091391901,151.239433502987,4519,0.293005304782654,5.8956488708302,814.652661064426,26.9117647058824,1428,0.213168678703031,6.24223659587362
201.466307908283,151.284744969584,4274,0.285582513310113,1.09415514470983,814.417098445596,23.5086355785838,1158,0.253696323477583,3.41127213872743
200.567862387246,153.764002517306,4767,0.301110873369997,2.63702907496537,815.818401937046,17.9503631961259,826,0.355003933118721,5.73219358995699
,,,,,,,,,
