1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,,8,,,,,10,,,,,11,,,,,12,,,,,13,,,,,19,,,,,38,,,,,57,,,,,63,,,,,101,,,,,268,,,,,445,,,,,617,,,,,618,,,,,655,,,,,765,,,,,838,,,,,979,,,,,1142,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
6.49882400734934,16.0943598912915,4409.29411764706,0.681097485253608,,6.96576340032864,34.3626243153371,3709,0.647843970854277,,9.52164482659945,6.46719388768451,1476.58064516129,0.154887451335121,,5.24611457686281,9.73418714426909,4388.71764705882,0.409243619699766,,3.27075952794618,12.9239869035654,4058.4,0.439610644467393,,1.6944940508801,5.97215771921553,1383.51764705882,0.658759133930481,,11.7992056321027,19.1579377369209,4625.43396226415,0.481129951628481,,9.87149154008235,7.56469886542021,3399.06451612903,0.637931350798527,,13.2025096295553,5.4639377861738,3859.63414634146,0.536835516143835,,12.4124332945374,5.81982036378197,2663.32530120482,0.33405622034642,,10.9900130688571,3.70081648422344,3285.44444444444,0.454133180951938,,17.4619045361628,5.09939032467406,3731.73417721519,0.600544983440698,,15.9616708230357,8.23918125720955,2426.94520547945,0.344666181028837,,16.2636828294944,38.050068520778,3470.90909090909,0.593983583989316,,7.55299527941012,4.44229156769304,1951.35384615385,0.554806963092139,,11.2410039471871,15.6311552393793,2810.34545454545,0.444820025241561,,14.4858345087991,8.97820765851827,3540.12,0.5843578813651,,17.086497614359,3.81026879120458,3019.8,0.487978150119077,,9.30123698091877,2.45336677737148,3213.86206896552,0.363445046468957,,21.2834419193424,5.51186854909829,3318.625,0.49708911622219,,23.9550833358539,3.93554536121521,2920.74285714286,NaN,,14.8039306794626,3.50302961249319,3224.40425531915,0.500439488530115,,11.1299022937778,4.19096016959079,4227.94444444444,0.4959043908936,,16.9837162250887,3.4304940142307,2449,0.384119061357622,,13.7575041831513,2.20484981988359,2764.71428571429,0.558686985770987,,13.0032843871464,10.2191514122562,3371.36363636364,0.518771814254919,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
117.39773931473,597.661956905687,2831,0.599792471902642,0,178.445175438596,717.194078947368,2736,0.657414306806874,0,188.549445005045,1005.912209889,1982,0.632430034671101,0,211.423562412342,851.771388499299,3565,0.730917588118074,0,351.315721315721,691.702408702409,3861,0.483929375228008,0,594.276208411802,294.635279347144,1593,0.82428851388991,0,611.814194184327,627.535978314441,4058,0.509836306576522,0,778.554374858693,56.9170246439068,4423,0.252180749294195,0,870.218683651805,222.966737438075,2826,0.552132038998038,0,863.056966897614,398.573518090839,2598,0.0694582298476893,0,918.428961748634,34.790831815422,3294,0.339253330763149,0,983.926808327967,215.440223223868,4659,0.147576244321497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.742067935797,601.199328107503,2679,0.637011661866192,4.2436860985457,185.351207386364,721.104048295455,2816,0.673400757343002,7.93606562262138,187.511893434824,1015.67649857279,1051,0.105385540988171,9.81925897210155,215.980714690868,857.217810550199,3526,0.727892113843862,7.10148928367842,357.258056640625,694.4140625,4096,0.419262754145764,6.53180032086023,608.388794567063,301.970288624788,1178,0.659758139146889,15.9049504586715,620.906315544162,632.963178746213,4291,0.855730359329963,10.5887286936911,782.16439909297,77.8673469387755,2646,0.894384230288964,21.2590752205015,878.109085193335,230.380383527193,3181,0.608702740400261,10.8268455619022,866.830303030303,400.729166666667,2640,0.108305986782439,4.34567444164057,907.055658056581,33.1463714637146,3252,0.242147433964404,11.4915745970695,985.913680781759,172.348534201954,2456,0.196543097102618,43.1374700800699,575.167138810198,7.02266288951841,706,0.0877372256533272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.50697849868,603.486231610713,2651,0.584314801387724,2.29895512710427,184.231785428343,723.344675740592,2498,0.644396139125723,2.50469895756058,194.5856,1017.0064,625,0.130046826147026,7.19763588800623,219.169404793967,861.577699973068,3713,0.769261992427202,5.40151648643684,358.835203191224,693.775118424333,4011,0.437203515766778,1.70165824239082,611.372925764192,305.484716157205,1145,0.673972937343844,4.61044898923024,624.419127368885,638.333406787131,4538,0.698102486903707,6.41710184798191,781.455128205128,83.6165501165501,3432,0.628722540544852,5.79278882505432,880.483357452967,233.472141823444,2764,0.632574269133103,3.89822243148016,868.368711457319,402.198961376177,3081,0.18599024895789,2.12767407664259,916.531920529801,34.193642384106,3775,0.504677680841377,9.53395651563767,993.40057319224,227.882716049383,4536,0.117058838146278,56.036585472612,,,,,,837.531433033971,55.5384615384615,2561,0.78469793192713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.008175277959,604.883257030739,3058,0.567477948265955,1.4842096333603,188.261194029851,723.151610369207,2546,0.697687461387187,4.03403122391678,,,,,,222.875,866.178131991051,3576,0.804035321687503,5.90723375050155,359.824561403509,698.079863838701,3819,0.374983965530946,4.41697438918759,617.971722365039,301.784061696658,1556,0.907324162902237,7.56564339733968,622.562104237701,636.786166585485,4106,0.734634562522543,2.41712373521557,782.720272572402,80.7103918228279,2935,0.996521386757073,3.16959718232693,884.300653594771,238.530065359477,3060,0.632773004977443,6.33674524741137,871.797611147976,408.450895819509,3014,0.081015187670342,7.13050049942599,914.229033156868,35.1699637782112,3589,0.580412082383975,2.50129840622874,994.505213657739,225.088325495809,4891,0.1168470869201,3.00480434037253,622.549391069012,6.67388362652233,739,0.0350603766158524,47.3835359179976,831.637191157347,51.3026657997399,3076,0.92996205907126,7.25837811362287,1014.54495412844,68.5871559633027,545,0.531435783636712,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.062858704564,602.136102760317,3659,0.725410925542723,4.02762290973414,184.970664928292,727.807692307692,3068,0.394519983764082,5.70146303908888,199.512195121951,1016.75783972125,574,0.264316542910798,4.93286141177751,223.982810920121,866.131445904954,3956,0.948124595668218,1.10879422138425,361.965832029212,697.896974439228,3834,0.390438662939424,2.1490668730732,620.065733414486,301.565429093122,1643,0.838309102106896,2.10539366640441,620.500412201154,637.593363561418,4852,0.366828508998113,2.21407791450894,804.787193251534,70.3174846625767,5216,0.631983391478023,24.3918328032293,887.441245593419,241.733548766157,3404,0.571858299796569,4.48615916334335,871.982195845697,409.726013847676,3033,0.0541077255318972,1.2884089010824,909.456612075287,35.9740894646786,4091,0.352573504706367,4.83969225256683,984.805767894371,181.853022932592,2878,0.274840386206029,44.3099383417467,632.467619472979,12.5792764627066,2239,0.071098620360243,11.5431763056323,,,,,,,,,,,540.361467889908,7.88623853211009,545,0.220161603402734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.375495114867,607.234750462107,3787,0.865155310585882,5.10822375312756,195.194484760522,726.938679245283,2756,0.397860371486772,10.2606859256361,207.691113028473,1013.13805004314,1159,0.231563982632695,8.94413637169055,223.874772194741,867.84795626139,3841,0.944927630289864,1.71990702363032,361.349118652986,700.270455143383,3801,0.460383891002759,2.45229403649196,615.921662125341,304.703678474114,1468,0.729120703650742,5.19826278931858,617.605246321177,636.36660268714,4689,0.34594436997328,3.144348535904,783.733067729084,79.6199816120135,3263,0.691758938693913,23.0176595467342,889.936756599942,247.657963446475,3447,0.480822246065368,6.42855072998879,877.016743508857,430.140985197768,4121,0.0393881507040454,21.0265956682888,909.717417417417,31.7036036036036,3330,0.650797032001167,4.27844234694413,985.359087564386,176.139808682855,2718,0.259208877078281,5.7399459684411,629.675470188075,16.3289315726291,2499,0.234120105620924,4.67504129100015,825.704649482053,46.090580582992,4151,0.910656605912047,7.89689071950151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0065199674,603.849225753871,3681,0.758984702586698,3.65183111663957,193.919850187266,725.826217228464,2670,0.553806234979891,1.6918229913927,211.119402985075,1011.25253731343,1675,0.193174312130729,3.91258613712554,226.289532293987,868.524777282851,3592,0.932677147274411,2.50781838098375,362.883941970986,697.792146073037,3998,0.470394996368053,2.91508121081349,618.25705794948,302.796433878158,1346,0.609607574395671,3.01523723846308,618.181053043648,637.933255040125,5109,0.28858820058234,1.66911742449621,784.112898236932,78.5672749768017,3233,0.696773126003112,1.11913469900227,890.45944363104,244.470863836018,3415,0.481330213024249,3.22967578240554,875.3816,445.116,3750,0.0325838988348182,15.0640221262994,903.092659053834,35.8522022838499,3065,0.32689027472123,7.81653979620239,984.012304622547,170.379115397406,3007,0.333601599463217,5.91603003892335,634.248656570591,15.1446018563752,2047,0.174393137706317,4.72405234581827,822.410292072323,44.4758924432082,4314,0.915993198965119,3.66878842832355,,,,,,,,,,,836.679245283019,103.22641509434,53,0.394104898136107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.532819434712,600.587245970568,4281,0.755205704674597,6.37196277674605,196.503521126761,727.220070422535,2840,0.39279048362289,2.93567407084138,214.621973929237,1012.27374301676,1611,0.157028984430884,3.64840572132465,220.537075718016,863.879112271541,3830,0.843248093630623,7.39411658386206,362.958356015242,697.220740337507,3674,0.467858519087601,0.576230825779875,619.348391512663,302.455167693361,1461,0.70949794303142,1.14344722441163,619.923526087775,642.994914296478,5309,0.231691936260766,5.35318659649813,793.469192040278,80.6607528170702,4171,0.454505307096474,9.58764221288192,896.924533799534,250.142191142191,3432,0.579020804616051,8.60007815665132,881.014519056261,462.810042347247,3306,0.023442631853701,18.5690309838876,900.516730294184,35.1684257803728,4453,0.345093168269775,2.66513776032284,980.497625329815,169.066226912929,3790,0.377302491364546,3.7518857529825,631.545409181637,16.6561876247505,2004,0.133964956794399,3.09716612099572,794.156996587031,28.7467089224768,4102,0.42091744185984,32.3366034086462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
