1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,6,,,,,7,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
1.97620741067134,10.7568873399364,1041.02352941176,0.537202546529565,,2.2296540468981,5.96194754082139,1584.01176470588,0.874042345376748,,1.72232310415994,10.1342823668665,1022.31764705882,0.848633464933086,,2.08140227729946,12.5953103451574,1421.8,0.291100478321986,,1.74923411551794,19.7854569044659,1152.72941176471,0.804771893061143,,3.53510478881408,3.26966940568087,1791.41176470588,0.596757436504608,,1.48094556520367,7.19550135250242,1420.42352941176,0.852945286137651,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
109.289115646259,418.065192743764,1764,0.865855838295116,0,183.550855365474,470.014930015552,3215,0.601540562823996,0,399.940243902439,950.663414634146,820,0.964984081042066,0,415.998170173834,450.973467520586,1093,0.150065791468238,0,485.868729989328,543.798292422625,937,0.922263731647473,0,587.576162342666,610.927305419985,3893,0.115234111919061,0,941.128900554097,920.744240303295,3429,0.425556633321427,0
112.050254093732,419.556747600226,1771,0.886664935481001,3.13825133090909,184.903804515929,472.283637488401,3233,0.514898149645557,2.6414967350116,402.969026548673,952.101769911504,904,0.909013083177191,3.35296737562856,418.502212389381,451.862831858407,1356,0.185556542998522,2.6572911663253,496.524916943522,543.635658914729,903,0.961087536036836,10.6574279289435,592.054218393717,611.712439827717,3947,0.118365318897952,4.5463636056254,941.78915874692,921.428370292151,2841,0.995912195631731,0.950775853101316
114.810971973763,420.769827072153,1677,0.972337931963159,3.01548089337828,191.328335832084,475.428485757121,3335,0.584258136142776,7.15294857143014,406.769957983193,955.17962184874,952,0.801984975411454,4.89083349925852,420.734605377277,457.352124891587,1153,0.184588398863818,5.92586841370334,495.331339712919,549.065789473684,836,0.908027670691504,5.55976119025955,594.179389312977,614.668654580153,4192,0.122625683632241,3.64081819081737,949.803349875931,927.28753101737,3224,0.878625307214866,9.92758902535044
115.914215686275,420.696691176471,1632,0.87334007054807,1.10566520630529,196.867874109264,479.054928741093,3368,0.844815782078983,6.62099486786788,409.135164835165,956.973626373626,910,0.904498698875334,2.9686117442212,423.154054054054,459.346846846847,1110,0.189476872878838,3.13570527606705,495.40375,549.665,800,0.930460625856571,0.603569800870508,593.92768389662,616.526590457256,4024,0.121446055685318,1.8749083551078,959.131585777316,929.094990916169,3853,0.453193810260883,9.50173122739597
117.270618556701,422.614046391753,1552,0.944392999563315,2.3486335960448,201.198552548773,478.651038388924,3178,0.750908016421426,4.34947159583835,408.709072978304,958.811637080868,1014,0.850479899967396,1.88675319806738,426.464227642276,459.841463414634,1230,0.401933518824116,3.34692317409507,496.949483352468,550.882893226177,871,0.753142713316686,1.96788096878363,596.380635624538,617.366592756837,4059,0.11719038368359,2.59279309679639,960.593130779392,930.542932628798,3785,0.485150518880383,2.05734027235737
117.06416464891,423.326271186441,1652,0.925443104421317,0.741543912530152,207.058923129021,480.122587199458,2953,0.882562935643679,6.04230082333107,410.105995717345,959.875802997859,934,0.938256334074353,1.75608719536781,424.620689655172,460.176834659593,1131,0.242770747310213,1.8737945943568,498.232291666667,551.782291666667,960,0.956403454581469,1.56668909670412,597.688872255489,616.872754491018,4008,0.119297779456706,1.39834163041398,962.805857957491,930.741057542768,3858,0.472668657167089,2.22157940353973
118.921894218942,423.947109471095,1626,0.959453899688634,1.95872390373494,209.64541682384,480.859298377971,2651,0.787064322810359,2.68936665292819,407.034099920698,955.813639968279,1261,0.768678336251495,5.09290803611645,424.386561264822,462.018972332016,1265,0.159973568237607,1.85695646349784,501.21743810549,550.480086114101,929,0.928030082393271,3.25681417375182,602.674670797831,617.018332042344,3873,0.134112218410861,4.98792340842065,967.748422911935,932.536462276053,3963,0.364038051307411,5.25855745287676
118.504117647059,425.375294117647,1700,0.891843070398259,1.48803516378559,212.337099811676,478.864030131827,2655,0.414788196076969,3.35056005483795,411.096774193548,959.866666666667,930,0.915031042824368,5.73867124560411,431.574037834312,458.110893672537,1533,0.916320490123212,8.18125285305576,496.740956826138,553.499416569428,857,0.908615026356135,5.39955933784003,619.949549041714,612.308624577227,3548,0.199356120967976,17.9053836247078,962.890567113138,931.72299800513,3509,0.55491276375018,4.92549358765019
