1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,7,,,,,11,,,,,149,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
2.64848911114441,10.6968674913944,3204.67058823529,0.690093449757466,,8.11614397125185,5.22830045807041,3412.74390243902,0.457861889541447,,9.47536583264684,9.89936702960687,3381.75294117647,0.30173004932636,,3.95426110639209,3.98549758345237,3428.83529411765,0.308610768252865,,5.00914302755886,2.82086702359773,4653.82352941176,0.270014735048177,,4.19194019002012,2.62196031330662,5019.29411764706,0.203016069857124,,7.08471774765176,1.602691118625,2855.81707317073,0.309178060223903,,6.55032158019797,11.6885448386926,3136.5,0.711103674629783,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
34.1054243219598,297.206474190726,2286,0.484519496732775,0,236.06976744186,672.24980620155,5160,0.493799450294574,0,492.414186086069,438.206497703691,5879,0.129308968011518,0,581.098812961181,187.931985883863,3117,0.218465446871286,0,880.39649122807,307.018421052632,4560,0.314208220742826,0,885.260845689182,749.982701812191,3642,0.715233432508451,0,,,,,,,,,,
32.2547826086956,301.015652173913,2300,0.558634792839106,4.23493939253784,237.074159462056,674.574255523535,5205,0.516279262979088,2.53216665737203,451.847303921569,453.943137254902,4080,0.821947360845247,43.512225327064,580.432322053676,190.186406067678,3428,0.209423382478581,2.35087653758773,882.476244601046,309.91657194817,4399,0.306366643444671,3.56716311734031,880.843600273785,725.199349760438,5844,0.190901598721117,25.1739269082313,554.241329996425,423.384697890597,2797,0.133999532191515,0,,,,,
30.3034511784512,306.363215488215,2376,0.67281673199331,5.69246236273311,239.396012509773,676.762118842846,5116,0.555205771876246,3.19025821512643,452.409392265193,452.247513812155,3620,0.773206242183296,1.78636003247746,582.215944938342,190.396042443361,3487,0.230626482136997,1.79590033262334,885.664457535592,313.403780068729,4074,0.290369441722688,4.72496795672674,882.430006930007,729.323284823285,5772,0.182002908839643,4.4185434796414,550.306339468303,425.362372188139,2445,0.178304226043966,4.40401476877274,,,,,
26.1987041036717,308.850971922246,2315,0.849416164637378,4.79977922648241,242.291585550508,678.575816569327,4623,0.569285767668645,3.41670055422989,452.93978254809,453.24672428213,3587,0.716153204884202,1.1312539129212,585.931423850179,194.95125309832,3631,0.210045385847716,5.87832694355751,889.176545408293,317.572627830069,3931,0.305034758453045,5.45105979446274,883.436994016192,728.878211897219,5682,0.162985993924432,1.10095999076217,552.675740592474,426.524019215372,2498,0.14928409327405,2.6388416972422,,,,,
26.9003481288077,309.786771105309,2298,0.932501619489084,1.16962577307011,243.369817209095,679.272180115916,4486,0.543799124962071,1.28355198515543,498.80210671732,439.511656017959,5791,0.117102741425216,47.8748877640976,585.558192090395,193.54406779661,3540,0.201400528857634,1.45584079481907,889.459698387936,316.501560062403,3846,0.277353721908072,1.10786360749592,884.632563256326,731.922808947561,5454,0.175054749580331,3.27092601672775,,,,,,,,,,
29.2789197904071,310.899637243047,2481,0.736519035802309,2.62603773580812,246.009640666082,681.982909728309,4564,0.608996583206236,3.78374456267357,461.012395648874,452.380217556286,3953,0.866333738714648,39.9206981239348,587.48961892247,199.690670170828,3805,0.181517040848375,6.44291318848841,892.68547008547,327.925518925519,4095,0.187225124167551,11.8706545375894,884.361836341335,735.659716138076,5707,0.178076216325094,3.74670100395274,556.815094339623,426.497693920335,2385,0.118110750651607,4.13943745757712,,,,,
20.1287531806616,316.964885496183,1965,0.587738980733761,10.977831541715,248.131525423729,682.438644067797,4425,0.610954134661492,2.17027387970295,491.462985332183,441.723727351165,5795,0.159877250109866,32.2614196146586,589.830578512397,198.107713498623,3630,0.227803165589537,2.82592349998134,893.04499381953,334.249443757726,4045,0.139983034421905,6.3341362946145,884.705491744436,736.922290021536,5572,0.207000933773694,1.30850748842961,,,,,,,,,,
28.0225133033156,311.528448628735,2443,0.825245238200701,9.58469064121277,248.38715393134,683.165448504983,4515,0.601870107445532,0.770448326507254,463.856216994719,446.111377820451,4166,0.84858762807935,27.9532669768495,589.693587994543,197.680763983629,3665,0.226584525456435,0.448388548398731,893.460386774797,341.169889789977,4809,0.109270476825719,6.93290159980589,884.1642228739,739.139899948249,5797,0.204313899866899,2.28271018249511,560.592576419214,425.901310043668,2290,0.0759350922914616,3.82427046506682,,,,,
25.6552403467297,313.031914893617,2538,0.954921868691626,2.80435234245284,255.754321521175,686.665946413137,4628,0.462930124437997,8.15650929636652,467.537593984962,450.448308270677,4256,0.38812480971954,5.6887171026854,590.394362416107,199.37744966443,3725,0.225247099620918,1.83570887924872,895.913774973712,344.841850683491,4755,0.114822027155166,4.41615335536135,884.831735889244,738.766063187788,5634,0.208515085120738,0.765067022635834,557.749884845693,426.214647627821,2171,0.0791998764741777,2.85990835933752,,,,,
25.7653183820585,314.444533440128,2497,0.925832084050693,1.41690096048001,261.953656462585,688.047619047619,4704,0.287500187946161,6.35143865471888,466.430367266453,446.058171062361,4057,0.631418581357463,4.52761037568562,587.720949489373,198.237096329009,3623,0.290779304175085,2.90646562106496,897.938332308953,351.99569760295,4881,0.101178176345496,7.43480720333312,885.597064220183,740.076880733945,5450,0.209751472406225,1.51788342551415,555.683419445749,425.587599812118,2129,0.116318204020228,2.15950647425371,,,,,
30.5384341637011,311.791459074733,2810,0.794209359987944,5.46090082800284,269.449754901961,688.15318627451,4896,0.218462964278352,7.49684175184487,460.997906002792,447.067938576082,4298,0.943053541122963,5.52551045722868,588.69343832021,198.460367454068,3810,0.274437329857945,0.997789818241844,898.824155578301,351.129785056295,4885,0.0939098568597763,1.23874428473892,885.444139194139,739.452564102564,5460,0.203985495780615,0.642773148015148,562.594351207532,426.871878837495,2443,0.0695505929434547,7.02924963499211,,,,,
