1,,,,,2,,,,,3,,,,,4,,,,,5,,,,,7,,,,,8,,,,,9,,,,,10,,,,,11,,,,,12,,,,,13,,,,,14,,,,,15,,,,,16,,,,,17,,,,,20,,,,,46,,,,,125,,,,,137,,,,,203,,,,,261,,,,,265,,,,,342,,,,,592,,,,,718,,,,,737,,,,,859,,,,,959,,,,,1078,,,,,1235,,,,,1243,,,,,1326,,,,,1380,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
8.9049782301847,76.3278821512336,4817.67058823529,0.778457050699341,,8.93642987411358,10.1760999344912,3857.90540540541,0.500308300886402,,8.50018503247322,28.0070918385306,3296.11764705882,0.539907597515105,,17.6117906583217,1.51817847480242,2726.09523809524,0.210137171349968,,16.599711919312,5.11019827591013,3620.71428571429,0.588088686149481,,11.3997994863035,15.7731383986604,4306.0701754386,0.62130102700758,,20.0058644820134,7.61221856014266,2246.98765432099,0.546316690053036,,21.9049985399967,3.9814123477464,3348.6,0.456729600475177,,6.21524550418859,5.64122886159408,3885.83529411765,0.414451044241751,,11.132925674361,79.9562255867259,2981.31081081081,0.660095134251836,,12.2489437839397,8.35959736555856,3898.42352941176,0.692831085980261,,10.5975601844494,3.99251187187251,2709.75675675676,0.367697842925679,,16.3670948226871,9.9539058635066,2785.71212121212,0.475020741034055,,14.0873997460821,3.9633487349067,3822.84090909091,0.521573012516963,,12.4402284526297,11.2941906816137,2346.70967741935,0.240214351710691,,8.64385920745642,7.16973888596794,1709.93103448276,0.135461766157685,,11.4974591762573,8.83759843617406,3024.2,0.482914841879683,,2.13810977188147,26.5147921203617,539.111111111111,0.820104027320519,,18.666093548662,14.3389068233537,2948.51612903226,0.690286468802391,,16.8436108783953,22.5492566350833,2529.81818181818,0.159786326955543,,2.6462426966012,9.5344387814139,812.042857142857,0.245814240315908,,19.8037512172943,4.92187287287047,1636.23076923077,0.383566662264237,,12.1178420359264,17.0498223433612,3159.61016949153,0.589613975073829,,4.75786114246996,3.00320126043022,1836.63235294118,0.687272399514252,,13.911903023944,8.84385360264283,2245.36538461538,0.383671955449333,,13.2476518867853,12.0081981646489,3373.98076923077,0.511674887040223,,29.7392501622357,9.4316915199077,2131.88461538462,0.401234755205355,,15.9450561730804,2.28481902220246,2612.47368421053,0.663926906493399,,7.90784686812656,18.694431716465,3614.0243902439,0.512271538018527,,17.237240809993,5.98588646012564,3132.62068965517,NaN,,15.8753529312681,5.22849714767765,3657.13043478261,NaN,,9.93276801620374,7.58601666805218,2335.55555555556,0.0293106263733204,,11.5004576859385,6.02952144846602,3973.65217391304,0.541678176234199,,12.371640823639,9.00348882647091,4403.63636363636,0.433703532876629,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
55.2388898647462,207.300017565431,5693,0.822258023447004,0,70.2955849889625,688.520971302428,4530,0.135016369761797,0,130.134316770186,821.001293995859,3864,0.499513787446908,0,229.201766784452,432.638869257951,2830,0.247471320015689,0,249.80677052127,83.538645895746,3338,0.661818944032995,0,310.067429631921,61.8642128054439,3233,0.35858604527442,0,336.166666666667,136.944444444444,18,0.425717852684145,0,415.749585749793,147.731358740679,4828,0.523649911267648,0,372.710871602624,544.635426429241,2134,0.817564376361038,0,671.831197363603,912.153423654339,2731,0.86267594988065,0,727.770141495813,965.987583020502,3463,0.34357685631493,0,746.821518987342,887.89082278481,3160,0.426407714913183,0,781.5424,934.8916,2500,0.334928638169709,0,982.644547134935,582.378188539741,5410,0.992599146528665,0,1010.17635384179,317.696626027786,3527,0.0541712308155303,0,1010.42549143944,840.578947368421,1577,0.222178894125737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.9555515887183,207.067475901464,5602,0.736149266453429,0.366546319232926,68.5823023130715,670.415814954276,3718,0.178944844337604,18.1860392586877,146.150641025641,835.123931623932,2808,0.162135769403754,21.3534900245771,225.685132382892,439.498574338086,2455,0.196161198495959,7.70858426046356,252.247354097369,86.8146356214091,3307,0.730530739186153,4.08516301689112,311.194186765615,64.6311069882498,3234,0.388100530562853,2.98752155760876,338.375,140.761363636364,88,0.889582458325488,4.40971747720326,416.061655405405,147.606630067568,4736,0.588839928388329,0.336072480055082,373.640617462615,543.965750120598,2073,0.959642206188306,1.14581574545235,672.166477057262,915.321577550247,2637,0.83474781606856,3.18584550490653,729.99032079646,969.708241150443,3616,0.409141497889423,4.33272351378575,764.037228160708,910.131588647254,5426,0.871255590412367,28.1252965938133,,,,,,975.858866378329,572.188026405645,4393,0.603138806130735,12.2427475531327,1008.53742937853,321.544491525424,4248,0.0808225897453348,4.18236085054696,1010.18435013263,845.57824933687,1508,0.258420278319959,5.00511431453778,87.0801781737194,761.395100222717,2245,0.127210878156526,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.7129471890971,211.22793867121,5870,0.817952198362475,5.60602106276694,71.014308012487,667.93418314256,3844,0.174000909346711,3.47464360343808,146.961147421932,836.409222948439,2754,0.159339464510164,1.51950465852559,226.826635145784,422.179275019701,2538,0.110187125893253,17.3568763732851,252.768363303871,88.1508686376105,3281,0.765320323718568,1.43421381489857,317.533461415306,66.0650016010247,3123,0.286588942332616,6.4994197313878,341.521472392638,141.754601226994,163,0.597602718204175,3.29951654474928,420.444641668516,146.84091413357,4507,0.512675792962424,4.44936955918373,374.310528869481,542.636584182436,2061,0.674240459901334,1.48844327544611,667.613012538123,909.583531006439,2951,0.582037270511079,7.32524520176405,727.8815312985,994.276771857217,1933,0.486535519672987,24.6588664426493,770.19761051374,908.14623655914,4185,0.767624771378675,6.47239782841911,734.97835084368,944.675262655205,3141,0.549462804179842,47.5807810863064,977.640729623644,570.030939736781,4331,0.484373246310803,2.79786695930908,1011.80968506603,327.062648154419,2953,0.071867742960193,6.41542748899285,1011.29332552693,853.632903981265,1708,0.150616846037292,8.13063883502671,88.3987654320988,760.460082304527,2430,0.132143873576015,1.61645626767246,532.324607329843,394.469458987784,573,0.872001796225167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.8979627071823,215.752417127072,5792,0.748965297589274,4.67708959457319,71.9279373368146,672.905483028721,3830,0.176946973252173,5.05455646920808,146.810433504776,840.091844232182,2722,0.174250562629182,3.68570403102393,227.411764705882,430.125048694975,2567,0.105045749072936,7.96728911868902,258.386441736957,86.337706966573,3201,0.65182127529297,5.90341939265968,319.501036627505,66.2608845888044,2894,0.270403444637461,1.97730178793299,352.059523809524,143.265873015873,252,0.15388724403745,10.6458663379168,432.222600681226,146.493087557604,4991,0.338837635273741,11.783093898974,379.228728270814,546.488563586459,2186,0.698246546464093,6.24711378800624,663.354889097157,905.079350203061,3201,0.508208828100481,6.19832718949316,727.868746776689,972.355079938112,3878,0.403214245095781,21.9216956470096,750.225732775029,894.233726684431,2627,0.292148107362435,24.3399636693215,781.716803760282,940.808460634548,2553,0.35435112205898,46.8981357721643,977.766096932803,570.074689768204,4271,0.459625248400052,0.132781879242932,1011.377485223,324.065824825363,3722,0.0508233527926555,3.02782872202139,1012.30301339286,854.47265625,1792,0.0987338351229967,1.3132606212943,91.8026070763501,768.143761638734,2685,0.156717224130179,8.40387208672641,535.168717047452,398.615114235501,569,0.837175451758598,5.0274663120425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.578283277057,218.784432201884,5627,0.794401779885143,3.10740269223055,72.4679045092838,679.919628647215,3770,0.269431526468475,7.03489895483839,145.331297161337,842.354293927417,2783,0.181308002686446,2.70305807298852,225.712334113973,424.930132708821,2562,0.0673162459340423,5.46582257669495,260.795502886661,87.9024612579763,3291,0.521429107532706,2.87263496035878,318.516587677725,68.8774542992552,2954,0.34343383443607,2.795635309616,357.194945848375,145.328519855596,277,0.107630438609858,5.53417306402148,435.798470888061,147.488531660459,5101,0.277189220666287,3.7118400690276,384.390835579515,548.008086253369,1855,0.587203633116902,5.38110592739013,671.355382619974,915.045071335927,3084,0.697980900940792,12.7798080700253,731.655729555058,981.308476261496,4023,0.517860592102767,9.72134477771728,761.071058315335,918.441468682505,4630,0.643978101789956,26.5261353898482,,,,,,975.922405660377,565.697641509434,4240,0.342856910118607,4.74949986499844,1009.6236503856,318.900257069409,3890,0.0710231487599819,5.45518348712573,1012.16542056075,861.889252336449,2140,0.0754305103969998,7.41787228907138,92.1025541795666,766.614938080495,2584,0.137765802735544,1.55796974840742,536.024691358025,402.178130511464,567,0.847336865448365,3.66439312890117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.8893217637684,216.040021250221,5647,0.806509626939789,3.58785316849307,72.7769657258064,677.658518145161,3968,0.293702280795178,2.28213486412505,140.071579689704,837.543018335684,2836,0.214990950704065,7.12832383530659,226.133955223881,406.12947761194,2680,0.0513788971090523,18.8053821134322,,,,,,290.783356990774,74.8106813342796,5636,0.302024989109837,28.3608051258213,360.648414985591,142.50144092219,347,0.115479669213252,4.46305101667052,440.958405881215,141.502998645773,5169,0.210720579911378,7.90262833514696,384.290577207696,547.32905772077,2027,0.632179383668587,0.68639018728722,672.883451059536,917.431382441978,1982,0.870097540184605,2.83363262453769,734.661368653422,976.090286975717,4530,0.807249230574446,6.02190715735704,759.91222499433,908.296439101837,4409,0.411893649159218,10.2109999441047,,,,,,970.441127694859,553.364013266998,4824,0.341996510928114,13.496769752718,1010.76568573015,312.506662965019,3602,0.0576592315304269,6.49478947309869,1011.94409937888,855.377188029362,1771,0.0678533138377089,6.51582416929546,92.3364661654135,761.088345864662,2660,0.150282817423325,5.53154014151906,532.353043478261,394.787826086956,575,0.832207877506619,8.25212685553655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.3182511438739,215.409252669039,5901,0.760501343123199,2.6473143250266,70.864330130017,682.542114188807,3538,0.411509736708586,5.24477694852647,131.946838082001,833.469770674079,2878,0.298631588067549,9.08860675267121,222.99509988692,413.808518658123,2653,0.0753561450553987,8.29578713657241,,,,,,293.871353251318,75.9082601054482,5690,0.256213796060327,3.27725495865926,,,,,,458.415603741497,134.121386054422,4704,0.23449840762828,18.9536793679173,393.102048857368,549.100472813239,2538,0.916899751825961,8.98776635559687,670.250190114068,916.682129277567,1315,0.851094948819461,2.73778076392244,731.202758979698,984.301405517959,3842,0.689925608661951,8.9097950924769,769.239947780679,937.812793733681,3830,0.379155306949278,30.9551547101897,751.172859450727,877.320409262251,1857,0.127659334882795,70.4532838201072,969.202821197103,548.498665650019,5246,0.353594393167322,5.02045918382293,1010.97242593136,318.894690525081,3409,0.063469845979186,6.39137212333138,1012.63878143133,865.97582205029,2068,0.0727548457968896,10.6213759119794,91.4240186552662,754.698017877963,2573,0.197585900821355,6.4551415349589,531.853615520282,395.624338624339,567,0.862571612922285,0.9742594677026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.1182130584192,200.266323024055,2910,0.488450289493039,15.6124318664626,69.1261287503641,677.589280512671,3433,0.243758273111263,5.24899089918188,128.717741935484,833.04362170088,2728,0.335574699863358,3.25709454434673,229.43962447394,396.809323405633,3089,0.132045316700848,18.1797837276733,339.651496514965,75.680196801968,2439,0.261343119347383,79.7975656241456,275.08807549328,82.1589934229339,3497,0.809554359220903,19.7960397641028,342.125,147.09375,160,0.291579630332954,19.0841873129181,417.014843087362,153.277141645462,4716,0.693200636009066,45.6176057570386,391.028539241457,552.966203529854,2663,0.833894902186817,4.38672042654361,668.449011857708,919.234782608696,1265,0.866449779901977,3.12414502546089,732.171499380421,983.498884758364,4035,0.564975501507086,1.25797358222448,783.168643439585,946.870274277242,2698,0.646732954955972,16.6146476506549,749.966157655799,900.537350392076,2423,0.190520456772299,23.2482791760518,968.931311655097,547.556631348191,5474,0.348273017356819,0.98038056754504,1012.58598726115,337.022080679406,2355,0.090144271708002,18.1990618981337,1012.5765230312,863.148093115404,2019,0.0843983079469266,2.82841422666153,90.9310960371296,754.285255265976,2801,0.215497068849303,0.642919653864367,534.201342281879,399.714765100671,596,0.827013433014697,4.71629194446234,59.2148950131234,241.948818897638,3048,0.28299716305019,0,508.031488065008,122.942102590147,1969,0.421608927350365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
