1,,,,,4,,,,,5,,,,,57,,,,,90,,,,,122,,,,,195,,,,,337,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
1.27807695101378,12.3269551804171,983.729411764706,0.339146350142957,,8.19704225366807,3.16334167825433,1090.91525423729,0.709027380624039,,11.5916724542559,2.52152513991864,2029.3375,0.28452461741892,,3.39708904300851,2.54269248033024,2622.95945945946,0.549125454297136,,2.61370276763608,4.42180112755779,2298.45588235294,0.645177951531569,,15.0067699735168,3.15816848361268,1042.1,0.48604404845932,,16.5061968379835,8.64268949166594,1240.95918367347,0.471507637163037,,3.73108040564392,3.99872309311468,1729.15151515152,0.243890257682387,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
237.948310139165,734.324055666004,1006,0.344680999532617,0,933.936289818863,591.437851342911,1601,0.559320206426189,0,983.016808830908,962.354741595585,3986,0.246446452189879,0,,,,,,,,,,,,,,,,,,,,,,,,,
238.225352112676,735.007042253521,994,0.379714858518305,0.73703658919702,935.394103489771,592.321901323706,1662,0.552784737906107,1.70492377179499,981.932714617169,966.669244650683,3879,0.270743885586645,4.44861741181653,,,,,,,,,,,,,,,,,,,,,,,,,
239.937250996016,737.053784860558,1004,0.364280013986823,2.66828654500215,946.850033624748,587.102219233356,1487,0.523779534997291,12.5890196751688,984.289847584603,969.897959183673,3871,0.367883881348969,3.99758344024331,,,,,,,,,,,,,,,,,,,,,,,,,
241.385135135135,737.965250965251,1036,0.331494283983874,1.71088834829089,954.241628959276,588.376018099548,2210,0.414462171983371,7.50054965592063,981.728723404255,973.611436170213,3760,0.414689103784755,4.51101633744774,,,,,,,,,,,,,,,,,,,,,,,,,
242.096303501946,738.870622568093,1028,0.379935759061792,1.15128544904603,968.393522267206,579.408502024291,2470,0.458787345481075,16.7538780214917,977.584801472522,980.227189061267,3803,0.71936401276998,7.80642525691502,,,,,,,,,,,,,,,,,,,,,,,,,
242.281533804238,738.094853683148,991,0.337423399502826,0.797576095263804,974.107766629506,574.352285395764,2691,0.552139863383853,7.63006652832534,963.547365934326,987.005669737775,4233,0.93899518911164,15.5883737692806,,,,,,,,,,,,,,,,,,,,,,,,,
243.97995991984,740.159318637275,998,0.355667332131969,2.67332504888059,976.419463087248,576.188878235858,2086,0.572590615429479,2.9524589367214,956.761933353347,992.813569498649,3331,0.634614011497595,8.93161771144317,,,,,,,,,,,,,,,,,,,,,,,,,
243.432073544433,738.963227783452,979,0.335029955122368,1.31560359187444,986.438502673797,568.586631016043,1870,0.60739916213981,12.5767768934658,946.33377703827,990.835607321131,3005,0.797644340359684,10.6140839693017,,,,,,,,,,,,,,,,,,,,,,,,,
