2,,,,,3,,,,,4,,,,,6,,,,,7,,,,,8,,,,,9,,,,,315,,,,,398,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
5.29098157853267,16.011584151761,3499.2,0.34787112061544,,5.72719834791727,9.11758972102914,3193.29411764706,0.511500559103195,,10.257780930036,3.61214221547644,3488.28571428571,0.680684268634919,,15.9752332049959,29.2245766553991,3445.19736842105,0.587705591217839,,2.97963996251533,3.78707517836719,1086.62352941176,0.888348078178945,,6.87131661431684,6.76663929312495,4419.15294117647,0.595574294391432,,12.6361518298561,2.38111726853523,3387.36470588235,0.465009800498464,,11.5567689730364,10.2599599786839,2501.04347826087,0.551114694791642,,18.8644414356521,3.51915592588629,3129.03703703704,0.607516610479675,
x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame,x(Pixel Position),y(Pixel Position),Area(pixels.^2),Covariance,Pixels/Frame
26.4953206239168,644.583708838822,2885,0.717732294939585,0,253.65164162493,142.035058430718,1797,0.942795873893928,0,304.756226193964,42.5350131848813,3413,0.683661896830558,0,393.97506234414,95.459209120057,2807,0.751235370819555,0,417.464406779661,800.244745762712,1475,0.782257026580884,0,681.627118644068,590.071751412429,1770,0.569919765583901,0,887.552914110429,14.9049079754601,1304,0.187714396630132,0,,,,,,,,,,
28.3377291733676,649.329688002573,3109,0.671285137246851,5.09104974301518,255.536734693878,145.852040816327,1960,0.7488567407703,4.25710352359903,305.861249633324,46.6471105896157,3409,0.709494393161998,4.25798330991993,393.679633867277,98.1174675819985,2622,0.744600712853855,2.67462446624286,427.847796143251,805.761019283747,1452,0.834798027405655,11.7577229187787,685.2265,594.176,2000,0.878076106125749,5.45897450204779,901.53451995685,13.6375404530744,1854,0.130317750735457,14.0389288224373,,,,,,,,,,
28.1066076294278,652.457765667575,2936,0.611844554634461,3.1366043815495,254.998136935258,145.918490917559,2147,0.93663910283765,0.542681454946945,313.349159472967,58.0779191276692,4402,0.820793549306386,13.6649982656517,378.543097238896,96.3308523409364,4165,0.478526286665287,15.2416119594328,448.050518134715,801.979922279793,1544,0.924961995843585,20.5535074967196,686.915399610136,601.016374269006,2565,0.531666223600635,7.04578611889373,916.08729139923,14.8861788617886,2337,0.0922225982157042,14.6062402598978,,,,,,,,,,
26.8995662328996,656.417751084418,2997,0.648796549350581,4.1398591080544,256.23098278734,144.782898389783,1801,0.830447625112783,1.67615013770728,307.228728566807,48.1679068262698,3091,0.700214719381954,11.6476614945218,387.831030398737,103.055665219108,2533,0.777176140881599,11.4668570510012,454.885372714487,778.424753867792,1422,0.823770310436613,24.5267445056279,686.442204301075,604.582997311828,2976,0.413356930143469,3.59787628054485,946.165669581224,11.0151863782789,2173,0.0279834201524424,30.3264474818015,,,,,,,,,,
25.9116541353383,657.759085213033,3192,0.387291836950749,1.66587741358559,257.175946547884,144.473645137342,1347,0.913716912166112,0.994280686167891,309.873526875539,40.0732969244036,3479,0.776201428655876,8.51573059445068,384.718370544458,102.767724245985,2553,0.559281754131313,3.12594967528975,468.130434782609,765.854037267081,1288,0.823062460518339,18.2607388964357,686.22510460251,605.792468619247,3585,0.586173643838655,1.22880149844737,946.701676359904,13.8877865206979,2923,0.0473086744125729,2.92217981052105,,,,,,,,,,
26.3721015826279,655.083548030916,2717,0.405798805219297,2.71486851700069,254.747295208655,142.751159196291,1294,0.86185060531747,2.9774662289703,304.910639665702,44.5323047251688,3111,0.763726088994654,6.6718063539678,379.980878763222,100.639137510171,2458,0.717465772113918,5.19371830860679,473.645024700071,757.182074805928,1417,0.997545495649029,10.2768494630123,688.682227221597,607.717941507312,3556,0.653915324891884,3.12168182361695,928.873280231716,14.4152787834902,2762,0.0540796847916904,17.836197929797,,,,,,,,,,
24.2666286583048,627.408209806157,5262,0.107021711917178,27.7553123219658,253.720379146919,140.083953960731,1477,0.763896062517132,2.85806584361634,321.86097359736,38.3143564356436,2424,0.915314476538275,18.0548248766336,367.583465398838,97.0314315900687,3786,0.780709858279125,12.9116768908363,476.04696969697,757.837121212121,1320,0.664256973348418,2.48966374484498,690.167548500882,606.707482993197,3969,0.762452068485401,1.7964425154849,946.195363214838,15.2185471406492,3235,0.0608751070059367,17.340697763578,,,,,,,,,,
24.8057553956835,627.914696813977,4865,0.092713992743195,0.739720709489005,257.523885350318,146.262738853503,1256,0.850191360853858,7.25562142000547,311.877930119416,48.8405572755418,4522,0.583319296783961,14.5073106123908,368.319440978288,94.1914150237085,4007,0.513427950763711,2.93382926407575,475.63201196709,756.991772625281,1337,0.918084009937453,0.941702793274035,688.231035277842,611.857735762047,4337,0.949663749595796,5.50228925503362,929.920809841107,19.0046130189646,3902,0.0779057643215984,16.709140682553,,,,,,,,,,
24.4,626.310064635272,5415,0.0938190655878098,1.65513802145368,257.314655172414,149.731896551724,1160,0.961389811531252,3.4754614661181,306.538694574497,44.7887634260534,3631,0.639285814946905,6.70257186480507,346.080884780456,83.0977220204688,3029,0.981632166406751,24.8520302231886,477.889331210191,758.933121019108,1256,0.788650625132826,2.97730142100021,691.072617946346,615.213691026827,4324,0.705248513319501,4.39738874801232,927.72004454343,20.03429844098,4490,0.0708406450060221,2.42973660378479,,,,,,,,,,
27.0297499543712,625.251505749224,5479,0.0930739123557486,2.83480717823046,258.997347480106,147.824049513705,1131,0.9933055334332,2.54388162516389,316.202658884565,51.2600518806744,3084,0.706679465640662,11.6305537464552,360.46357442348,98.7004716981132,3816,0.860770689257434,21.2204514294771,477.405577689243,757.579282868526,1255,0.834069035324687,1.43767006194121,692.349468713105,614.803541912633,4235,0.7409340398609,1.34110781686177,904.343217003411,20.7538703752296,3811,0.140131635508701,23.3878996407188,,,,,,,,,,
23.3681088625262,660.66852756455,2866,0.356222689636403,35.6058007879719,259.001757469244,145.467486818981,1138,0.951860622010881,2.35656682107026,316.972530928916,55.7794086810652,4769,0.540843660165257,4.58446167547625,380.933333333333,97.3946554149086,3555,0.383787977696468,20.5113672385094,477.117080994387,755.384121892542,1247,0.815647299518137,2.21403750045592,695.146569122099,614.378405650858,3964,0.497498936347803,2.82922454730426,894.495572693516,21.8423307626392,3501,0.206677593372967,9.90761547846746,,,,,,,,,,
24.4347207399502,659.690501600854,2811,0.449599555197023,1.44713360914803,258.144670050761,147.103214890017,1182,0.987062910903858,1.84667408204524,311.231952662722,43.1452662721893,3380,0.724067244859233,13.8771680554087,391.369874838153,100.46568839016,2317,0.425616543025614,10.8790000513328,476.763695829926,757.834832379395,1223,0.763034285475026,2.47605794860113,694.490549054906,617.362286228623,4444,0.887723756544957,3.05514412604782,890.843990448395,23.6993897585566,3769,0.272472099185016,4.09667194283394,,,,,,,,,,
30.2727569331158,661.805546492659,3065,0.78039264546694,6.20935435347858,258.286084701815,148.668107173725,1157,0.969525042265669,1.57126890223864,319.23477989385,54.5950671245707,3203,0.471881256959736,13.9693658857684,418.284110535406,103.741796200345,2316,0.459987627875512,27.1128929764283,471.926116838488,759.148625429553,1164,0.886059100648381,5.01280586867781,700.189300411523,625.359324236517,4617,0.72211860457,9.81979551336232,889.19560272934,24.9658832448825,3957,0.289829723867851,2.0787466953035,,,,,,,,,,
28.429271410311,636.044311887516,4694,0.137413703960477,25.8271107027869,258.029616724739,149.90331010453,1148,0.96567465377743,1.26154750347879,329.121369061022,69.5307363206485,4441,0.746668922793035,17.9114170208592,401.610492845787,104.786645468998,3145,0.143552182471895,16.7063232595858,473.66261925412,760.761491760624,1153,0.854650732439645,2.36997435458657,696.797534892151,627.63331520754,5517,0.609474879769892,4.08351665537069,882.065514573124,27.7647665720918,3877,0.42454288128877,7.6597588078708,,,,,,,,,,
27.7873730043541,661.199201741655,2756,0.767746104721425,25.1630784511238,257.836123348018,149.176211453744,1135,0.984121407077497,0.752404236304184,315.421530479896,62.0625810635538,3084,0.660018482757982,15.6031701936811,371.586943963027,90.9872905834778,3462,0.814266140712347,33.0429369574197,471.157894736842,758.725806451613,1178,0.811990191925197,3.22763994038634,705.497522865854,632.60918445122,5248,0.399873487195323,10.0224281226036,876.363825905655,28.6252280427417,3837,0.486895826016774,5.76625074057725,,,,,,,,,,
